,imdb_id,movie_name,release_year,audience_banded_rating_count,audience_rating_count,audience_liked_count,audience_not_liked_count,audience_review_count,audience_avg_rating,audience_score,tomato_banded_rating_count,tomato_rating_count,tomato_liked_count,tomato_not_liked_count,tomato_review_count,tomato_avg_rating,tomato_score
47,tt0219224,On the Beach,2000,"1,000+",1034,82,41,42,3.6,66.0,,5,3,2,5,5.70,60.0
48,tt0101283,Ajooba,1991,0,0,0,0,0,,,,0,0,0,0,,
49,tt0443436,The Aviary,2005,500+,506,6,2,1,3.9,75.0,,0,0,0,0,,
50,tt0152930,Taxi,1998,"2,500+",3570,2894,675,925,3.9,81.0,,2,1,1,2,,
51,tt0053651,Beyond the Time Barrier,1960,100+,159,13,28,19,2.8,32.0,,6,4,2,6,4.90,67.0
52,tt0114008,Nothing to Lose,1995,"25,000+",47374,2026,943,1124,3.7,68.0,,26,8,18,26,5.30,31.0
53,tt0271748,Raju Chacha,2000,Fewer than 50,46,3,14,1,2.5,18.0,,0,0,0,0,,
54,tt0103939,Chaplin,1992,"25,000+",25955,3716,898,1355,3.9,81.0,,55,33,22,55,5.70,60.0
55,tt1400528,Mon Mane Na,2008,0,0,0,0,0,,,,0,0,0,0,,
56,tt0142393,I'm Losing You,1998,250+,497,3,8,2,2.9,27.0,,5,2,3,5,4.90,40.0
57,tt0113759,The Man with the Perfect Swing,1995,0,0,0,0,0,,,,0,0,0,0,,
58,tt8942852,Dharma Seelan,1993,0,0,0,0,0,,,,0,0,0,0,,
59,tt0059466,Monsters Crash the Pajama Party,1965,Fewer than 50,2,1,1,1,,,,0,0,0,0,,
60,tt1664723,My Little Pony: Twinkle Wish Adventure,2009,Fewer than 50,47,8,7,6,3.4,53.0,,0,0,0,0,,
61,tt1882053,Chick Magnet,2011,100+,200,34,52,10,2.9,40.0,,0,0,0,0,,
62,tt1918969,Amar Bondhu Rashed,2011,0,0,0,0,0,,,,0,0,0,0,,
63,tt0336910,9 Dead Gay Guys,2002,"2,500+",2595,127,80,92,3.4,61.0,,23,5,18,23,4.40,22.0
64,tt0466839,I Could Never Be Your Woman,2007,"10,000+",23973,1679,2124,1405,3.1,44.0,,12,8,4,12,6.00,67.0
65,tt0237376,Kireedam,1989,250+,337,40,6,15,4.3,87.0,,0,0,0,0,,
66,tt1698537,Mamarazzi,2010,0,0,0,0,0,,,,0,0,0,0,,
67,tt0283037,Tanging yaman,2000,50+,98,14,0,4,4.7,100.0,,0,0,0,0,,
68,tt0428579,Suburban Girl,2007,"5,000+",5744,414,941,544,2.8,31.0,,8,4,4,8,6.10,50.0
69,tt0370279,Anbe Vaa,1966,Fewer than 50,36,0,1,0,,,,0,0,0,0,,
70,tt0287152,Yamraaj,1998,0,0,0,0,0,,,,0,0,0,0,,
71,tt1074201,It's Breaking News,2007,50+,85,2,5,1,2.6,29.0,,2,1,1,2,,
72,tt0492481,Puccini for Beginners,2006,500+,706,111,135,78,3.1,45.0,,63,31,32,63,5.60,49.0
73,tt0839742,Bhopal: A Prayer for Rain,2014,100+,223,37,26,13,3.7,59.0,,19,13,6,19,6.40,68.0
74,tt0115750,Breaking the Surface: The Greg Louganis Story,1997,100+,141,20,8,7,4.1,71.0,,0,0,0,0,,
75,tt0058155,The Gorgon,1964,500+,849,130,141,97,3.3,48.0,,12,8,4,12,6.00,67.0
76,tt1407061,Just Wright,2010,"100,000+",108544,3199,2076,1281,3.6,61.0,,111,52,59,111,5.20,47.0
77,tt0254179,Betaab,1983,250+,366,11,6,4,3.5,65.0,,0,0,0,0,,
78,tt0163983,Bless the Child,2000,0,0,0,0,0,,,,0,0,0,0,,
79,tt0053559,13 Ghosts,1960,"250,000+",282485,508,730,2032,3.1,41.0,,14,5,9,14,5.00,36.0
80,tt0062979,Flesh,1968,"1,000+",2226,115,112,79,3.3,51.0,,9,6,3,9,7.00,67.0
81,tt0163559,The Book of Stars,1999,500+,814,50,14,19,4,78.0,,2,0,2,2,,
82,tt1234586,Only for You,2008,"2,500+",3092,72,69,73,3.3,51.0,,0,0,0,0,,
83,tt6823322,Maanbumigu Maanavan,1996,0,0,0,0,0,,,,0,0,0,0,,
84,tt0368658,Stage Beauty,2004,"10,000+",11133,1430,411,704,3.9,78.0,,127,81,46,127,6.50,64.0
85,tt0896909,Baba Kalyani,2006,100+,216,0,5,1,2.2,0.0,,0,0,0,0,,
86,tt0790804,The Comebacks,2007,"100,000+",120376,1787,3598,2406,2.7,33.0,,33,3,30,33,3.00,9.0
87,tt0907618,Aadavari Matalaku Ardhalu Verule,2007,250+,289,12,3,7,4,80.0,,0,0,0,0,,
88,tt1613110,Kanden Kadhalai,2009,0,0,0,0,0,,,,0,0,0,0,,
89,tt0088134,Slapstick (Of Another Kind),1982,Fewer than 50,29,2,10,6,1.8,17.0,,0,0,0,0,,
90,tt1018723,Get Smart's Bruce and Lloyd Out of Control,2008,"2,500+",3653,206,564,361,2.7,27.0,,3,2,1,3,,
91,tt0113463,Jefferson in Paris,1995,"1,000+",1278,43,80,25,2.9,35.0,,16,5,11,16,4.80,31.0
92,tt1343362,Do Knot Disturb,2009,250+,262,20,66,41,2.3,23.0,,5,1,4,5,3.90,20.0
93,tt0082237,Dawn of the Mummy,1981,250+,361,10,33,20,2.5,23.0,,0,0,0,0,,
94,tt0800320,Clash of the Titans,2010,"250,000+",284114,20512,31297,18762,3,40.0,,266,72,194,266,4.40,27.0
95,tt0800320,Clash of the Titans,2010,"250,000+",284114,20512,31297,18762,3,40.0,,266,72,194,266,4.40,27.0
96,tt0249371,Asoka,2001,"5,000+",9422,621,281,326,3.7,69.0,,10,10,0,10,7.60,100.0
97,tt1820446,Four Friends,2010,Fewer than 50,7,0,1,0,,,,0,0,0,0,,
98,tt0160611,Ordinary Decent Criminal,2000,"5,000+",5618,462,312,209,3.4,60.0,,7,1,6,7,3.70,14.0
99,tt0435705,Next,2007,"250,000+",339774,17338,15403,15823,3.2,53.0,,131,37,94,131,4.60,28.0
100,tt0445946,The Contract,2006,"10,000+",18973,1050,3021,1922,2.6,26.0,,6,0,6,6,3.90,0.0
101,tt0109913,Go Fish,1994,"2,500+",3035,168,125,79,3.4,57.0,,69,52,17,69,6.40,75.0
102,tt0293088,Devil's Playground,2002,"5,000+",5019,433,192,276,3.6,69.0,,9,5,4,9,6.40,56.0
103,tt1773109,Yamla Pagla Deewana,2011,250+,492,106,91,68,3.4,54.0,,2,1,1,2,,
104,tt1842347,Damarukam,2012,Fewer than 50,1,1,0,0,,,,0,0,0,0,,
105,tt0119173,G.I. Jane,1997,"100,000+",160017,2656,2354,2396,3.4,53.0,,38,20,18,38,5.70,53.0
106,tt0091341,Kin-dza-dza!,1986,500+,836,292,19,77,4.5,94.0,,0,0,0,0,,
107,tt0787498,Not Like Everyone Else,2006,250+,266,20,17,20,3.4,54.0,,0,0,0,0,,
108,tt0286557,Coney Island Baby,2002,500+,940,3,3,3,3.3,50.0,,0,0,0,0,,
109,tt0119644,Meet Wally Sparks,1997,"2,500+",3445,66,148,65,2.8,31.0,,16,2,14,16,3.10,13.0
110,tt0062803,Chitty Chitty Bang Bang,1968,"250,000+",340454,5642,2325,7540,3.8,71.0,,30,21,9,30,5.90,70.0
111,tt0080157,Yanks,1979,"1,000+",1890,100,60,47,3.7,62.0,,21,12,9,21,5.60,57.0
112,tt0083168,Tanya's Island,1980,250+,401,4,12,6,2.5,25.0,,0,0,0,0,,
113,tt0210714,The Golden Spiders: A Nero Wolfe Mystery,2000,0,0,0,0,0,,,,0,0,0,0,,
114,tt0099155,Bloodfist II,1990,"1,000+",1842,13,19,16,3.1,41.0,,0,0,0,0,,
115,tt0104609,Kickboxer 3: The Art of War,1992,"2,500+",3733,32,97,48,2.7,25.0,,0,0,0,0,,
116,tt0248673,Aparan,1988,0,0,0,0,0,,,,0,0,0,0,,
117,tt2042447,The Amityville Haunting,2011,250+,437,23,220,94,1.6,9.0,,4,0,4,4,,
118,tt0187279,Meri Biwi Ka Jawab Nahin,2004,0,0,0,0,0,,,,0,0,0,0,,
119,tt0067592,The Devil's Nightmare,1971,250+,380,29,35,30,3.1,45.0,,3,1,2,3,,
120,tt0084171,Jekyll and Hyde... Together Again,1982,500+,646,72,28,58,3.9,72.0,,1,0,1,1,,
121,tt0814022,Bangkok Dangerous,2008,"100,000+",132404,2143,6079,3754,2.6,26.0,,94,8,86,94,3.50,9.0
122,tt0099080,Baaghi: A Rebel for Love,1990,250+,320,44,49,21,3.1,47.0,,10,3,7,10,3.50,30.0
123,tt0450278,Hostel,2005,"250,000+",471311,18793,16395,21674,3.2,53.0,,109,64,45,109,6.10,59.0
124,tt0450278,Hostel,2005,"250,000+",471311,18793,16395,21674,3.2,53.0,,109,64,45,109,6.10,59.0
125,tt0064155,Charro!,1969,"2,500+",2706,75,59,83,3.5,56.0,,2,0,2,2,,
126,tt0245682,Abhilasha,1983,0,0,0,0,0,,,,0,0,0,0,,
127,tt0357145,Seenu,1999,0,0,0,0,0,,,,0,0,0,0,,
128,tt0057568,Tere Ghar Ke Samne,1963,0,0,0,0,0,,,,0,0,0,0,,
129,tt0092206,The Whistle Blower,1986,"1,000+",1504,43,53,30,3.1,45.0,,10,9,1,10,7.60,90.0
130,tt0414998,Futile Attraction,2004,50+,56,0,4,1,,,,1,1,0,1,,
131,tt1294226,The Last Song,2010,"100,000+",160863,10666,5615,4294,3.7,65.0,,122,26,96,122,4.10,21.0
132,tt0058385,My Fair Lady,1964,"100,000+",187222,14889,1731,6418,4.3,90.0,,91,86,5,91,8.60,95.0
133,tt0226875,Female Prisoner Scorpion: Beast Stable,1973,500+,626,81,16,28,4,84.0,,1,1,0,1,,
134,tt0096028,Salaam Bombay!,1988,"5,000+",5719,770,59,220,4.3,93.0,,30,28,2,30,7.80,93.0
135,tt0057055,Father Came Too!,1964,Fewer than 50,3,1,2,0,,,,0,0,0,0,,
136,tt0119324,The House of Yes,1997,"5,000+",7646,909,281,405,3.9,76.0,,39,24,15,39,5.90,62.0
137,tt0434292,Princesas,2005,"10,000+",14558,512,114,182,3.9,82.0,,31,23,8,31,6.50,74.0
138,tt0329737,It's a Very Merry Muppet Christmas Movie,2002,"2,500+",4604,294,278,195,3.3,51.0,,11,9,2,11,6.50,82.0
139,tt0071216,Big Bad Mama,1974,"2,500+",4327,43,64,49,3.1,41.0,,16,12,4,16,6.00,75.0
140,tt0926063,Dance of the Dead,2008,"2,500+",3287,629,595,627,3.2,51.0,,5,4,1,5,7.20,80.0
141,tt0240670,Las Vegas Bloodbath,1989,0,0,0,0,0,,,,0,0,0,0,,
142,tt0290940,Zaalim,1994,0,0,0,0,0,,,,0,0,0,0,,
143,tt0246959,Sukrutham,1994,0,0,0,0,0,,,,0,0,0,0,,
144,tt0071523,Frightmare,1974,500+,915,54,46,46,3.2,54.0,,1,1,0,1,,
145,tt0110916,Puppet Master 5,1994,"5,000+",6176,83,174,96,2.8,32.0,,2,1,1,2,,
146,tt0388534,Wasp,2003,250+,361,87,15,25,4,85.0,,1,1,0,1,,
147,tt0100173,A Mom for Christmas,1990,"1,000+",1466,94,36,61,3.8,72.0,,0,0,0,0,,
148,tt0098825,House of Cards,1990,"2,500+",4111,182,84,67,3.8,68.0,,10,6,4,10,5.90,60.0
149,tt0053648,No Kidding,1960,Fewer than 50,33,1,1,2,,,,0,0,0,0,,
150,tt0121989,Baazi,1995,250+,251,13,16,4,3.4,45.0,,0,0,0,0,,
151,tt4516596,Vallarasu,2000,0,0,0,0,0,,,,0,0,0,0,,
152,tt0325123,Bright Young Things,2003,"5,000+",6448,548,265,300,3.6,67.0,,112,74,38,112,6.30,66.0
153,tt1773039,Sella Turcica,2010,50+,57,14,11,8,3.2,56.0,,0,0,0,0,,
154,tt0099625,Future Zone,1990,50+,73,1,19,7,1.7,5.0,,0,0,0,0,,
155,tt0057578,This Sporting Life,1963,"1,000+",1911,364,58,175,4.1,86.0,,24,23,1,24,8.20,96.0
156,tt0381341,Kisses and Caroms,2006,500+,987,15,53,38,2.2,22.0,,5,2,3,5,6.30,40.0
157,tt0381341,Kisses and Caroms,2006,500+,987,15,53,38,2.2,22.0,,5,2,3,5,6.30,40.0
158,tt1276104,Looper,2012,"100,000+",181008,75072,16687,12238,4,82.0,,275,256,19,275,8.10,93.0
159,tt0091538,Mona Lisa,1986,"5,000+",5769,770,182,253,3.9,81.0,,40,39,1,40,8.10,98.0
160,tt0126916,For Love of the Game,1999,"25,000+",43617,3132,1038,1319,3.9,75.0,,95,44,51,95,6.10,46.0
161,tt0220506,Halloween: Resurrection,2002,"50,000+",90719,1462,4485,2477,2.3,25.0,,70,7,63,70,3.40,10.0
162,tt0090106,Surviving,1985,100+,194,20,1,7,4.4,95.0,,0,0,0,0,,
163,tt0085253,Blood Rage,1987,Fewer than 50,16,9,7,3,3.1,56.0,,3,3,0,3,,
164,tt0406706,Devour,2005,"5,000+",8833,377,525,556,3,42.0,,5,1,4,5,3.70,20.0
165,tt0101420,Begotten,1989,"5,000+",6301,588,317,338,3.5,65.0,,10,7,3,10,6.20,70.0
166,tt0259423,Mangamma Gari Manavadu,1984,0,0,0,0,0,,,,0,0,0,0,,
167,tt0331952,The Clearing,2004,"5,000+",7409,313,663,338,2.8,32.0,,133,57,76,133,5.60,43.0
168,tt0106931,La Florida,1993,50+,82,8,13,4,2.8,38.0,,0,0,0,0,,
169,tt0055139,The Manster,1959,500+,687,26,60,47,2.7,30.0,,3,2,1,3,,
170,tt0115788,Buried Secrets,1996,Fewer than 50,23,1,1,1,,,,0,0,0,0,,
171,tt1218345,Dil Kabaddi,2008,250+,308,29,56,39,2.9,34.0,,2,0,2,2,,
172,tt0097044,Chances Are,1989,"5,000+",8980,707,389,337,3.7,65.0,,31,20,11,31,5.70,65.0
173,tt0266452,Death to Smoochy,2002,"50,000+",59991,4517,2293,2824,3.6,66.0,,119,50,69,119,5.30,42.0
174,tt0199290,3 Strikes,2000,"5,000+",7287,205,102,75,3.8,67.0,,29,0,29,29,2.60,0.0
175,tt0176269,Universal Soldier: The Return,1999,"25,000+",43518,392,1258,563,2.4,24.0,,58,3,55,58,2.90,5.0
176,tt0091027,Eye of the Tiger,1986,"1,000+",1887,47,57,46,3.1,45.0,,5,1,4,5,5.20,20.0
177,tt0072895,Dolemite,1975,"5,000+",5867,383,198,316,3.7,66.0,,14,8,6,14,5.00,57.0
178,tt5616312,The Adventures of Buckaroo Banzai: Across the Eighth Dimension,1985,"10,000+",17164,1900,860,1159,3.7,69.0,,44,29,15,44,6.50,66.0
179,tt0432088,Spirit Bear: The Simon Jackson Story,2005,100+,121,11,14,8,3,44.0,,1,1,0,1,,
180,tt1013860,Dylan Dog: Dead of Night,2010,"10,000+",15346,944,2346,813,2.6,29.0,,45,2,43,45,3.60,4.0
181,tt0964517,The Fighter,2010,"100,000+",121792,43521,5277,11223,4.1,89.0,,256,233,23,256,7.80,91.0
182,tt0964517,The Fighter,2010,"100,000+",121792,43521,5277,11223,4.1,89.0,,256,233,23,256,7.80,91.0
183,tt0096380,Vice Versa,1988,"5,000+",8110,253,358,235,3.1,41.0,,16,8,8,16,4.90,50.0
184,tt1485072,Teree Sang: A Kidult Love Story,2009,0,0,0,0,0,,,,0,0,0,0,,
185,tt0361925,Welcome to Mooseport,2004,"10,000+",20181,258,1071,416,2.4,19.0,,145,19,126,145,4.20,13.0
186,tt0787484,A Girl Like Me: The Gwen Araujo Story,2006,500+,700,166,17,79,4.4,91.0,,0,0,0,0,,
187,tt0292113,Mitr: My Friend,2002,50+,70,10,4,1,3.8,71.0,,0,0,0,0,,
188,tt1104814,Coffin Rock,2009,"2,500+",2539,76,174,100,2.7,30.0,,20,14,6,20,6.00,70.0
189,tt0172188,Bol Radha Bol,1992,250+,269,3,15,1,2.4,17.0,,0,0,0,0,,
190,tt12393110,Putham Puthu Payanam,1991,0,0,0,0,0,,,,0,0,0,0,,
191,tt0088775,Basic Training,1985,100+,177,4,16,5,2.5,20.0,,0,0,0,0,,
192,tt1013542,The Cheetah Girls: One World,2008,"5,000+",9202,356,203,235,3.7,64.0,,4,1,3,4,,
193,tt1149199,Aga Bai Arecha,2004,Fewer than 50,7,0,1,0,,,,0,0,0,0,,
194,tt2145803,Mouna Guru,2011,Fewer than 50,3,3,0,1,,,,0,0,0,0,,
195,tt0262333,Chronopolis,1982,Fewer than 50,1,0,1,1,,,,0,0,0,0,,
196,tt1156173,Vincere,2009,"10,000+",11170,459,218,174,3.5,68.0,,93,85,8,93,7.60,91.0
197,tt0100234,Close-Up,1990,500+,825,728,97,182,4.2,88.0,,17,15,2,17,8.30,88.0
198,tt0487037,Mammoth,2006,"5,000+",7009,680,407,289,3.4,63.0,,42,19,23,42,5.20,45.0
199,tt0487037,Mammoth,2006,"5,000+",7009,680,407,289,3.4,63.0,,42,19,23,42,5.20,45.0
200,tt0095989,Return of the Killer Tomatoes!,1988,"5,000+",8248,351,364,300,3.2,49.0,,6,0,6,6,3.40,0.0
201,tt0859622,The Last Day of Summer,2007,100+,239,30,15,13,3.5,67.0,,1,1,0,1,,
202,tt0091053,Fire with Fire,1986,"1,000+",2046,132,26,74,4.1,83.0,,1,0,1,1,,
203,tt1318001,Handsome Harry,2009,250+,393,60,48,37,3.3,56.0,,27,22,5,27,6.70,81.0
204,tt1233301,Ironclad,2011,"10,000+",10964,1244,1763,698,3.1,41.0,,54,23,31,54,5.20,43.0
205,tt0255653,Tortilla Soup,2001,"5,000+",5205,443,183,239,3.7,71.0,,74,55,19,74,6.40,74.0
206,tt0803061,Red Dog,2011,"2,500+",3628,1345,338,443,3.9,80.0,,37,31,6,37,6.70,84.0
207,tt0354946,Suyamvaram,1999,0,0,0,0,0,,,,0,0,0,0,,
208,tt0337633,Hathyar: Face to Face with Reality,2002,0,0,0,0,0,,,,0,0,0,0,,
209,tt0485270,Ratchakan,1997,0,0,0,0,0,,,,0,0,0,0,,
210,tt0118903,Falling Sky,1998,100+,242,17,15,11,3.2,53.0,,0,0,0,0,,
211,tt0102178,K2,1991,"5,000+",5276,172,181,98,3.3,49.0,,17,5,12,17,4.60,29.0
212,tt0089767,Pale Rider,1985,"25,000+",39791,3662,759,1038,3.9,83.0,,29,27,2,29,7.30,93.0
213,tt0053879,The Great Impostor,1960,100+,101,20,4,3,3.9,83.0,,1,0,1,1,,
214,tt0110064,House Party 3,1994,"5,000+",9439,447,221,189,3.7,67.0,,10,0,10,10,3.20,0.0
215,tt0227671,Tortilla Heaven,2007,"1,000+",1425,11,19,17,2.7,37.0,,12,3,9,12,4.50,25.0
216,tt1192385,Nenjinile,1999,0,0,0,0,0,,,,0,0,0,0,,
217,tt0088444,The Zany Adventures of Robin Hood,1984,100+,177,2,3,4,2.9,40.0,,0,0,0,0,,
218,tt0104804,Man Trouble,1992,"1,000+",2457,21,126,32,2.2,14.0,,30,2,28,30,3.80,7.0
219,tt0106399,Between Love and Hate,1993,0,0,0,0,0,,,,1,0,1,1,,
220,tt0060095,Alvarez Kelly,1966,"1,000+",2348,27,31,17,3.4,47.0,,3,2,1,3,,
221,tt0095299,Hide and Go Shriek,1988,100+,180,20,16,14,3.1,56.0,,0,0,0,0,,
222,tt0263879,Poola Rangadu,1967,0,0,0,0,0,,,,0,0,0,0,,
223,tt0053839,A French Mistress,1960,0,0,0,0,0,,,,0,0,0,0,,
224,tt0905968,Black Dahlia,2006,250+,310,5,44,32,1.2,10.0,,0,0,0,0,,
225,tt0321241,Anna's Dream,2002,50+,86,1,11,3,2,8.0,,0,0,0,0,,
226,tt0494652,"Welcome Home, Roscoe Jenkins",2008,"100,000+",190294,3959,2357,2800,3.6,63.0,,83,19,64,83,4.50,23.0
227,tt0095396,Chicken and Duck Talk,1988,0,0,0,0,0,,,,0,0,0,0,,
228,tt1503769,Collapse,2009,Fewer than 50,25,5,4,4,3.4,56.0,,1,1,0,1,,
229,tt0425061,Get Smart,2008,"250,000+",451455,37729,18890,25621,3.6,67.0,,222,113,109,222,5.60,51.0
230,tt0311648,Pieces of April,2003,"25,000+",29530,2289,835,1229,3.7,73.0,,154,129,25,154,7.10,84.0
231,tt0231775,Down to Earth,2001,"50,000+",62534,954,1412,945,3,40.0,,96,19,77,96,3.90,20.0
232,tt0305357,Charlie's Angels: Full Throttle,2003,"250,000+",463247,4780,7182,8588,2.9,40.0,,186,77,109,186,5.10,41.0
233,tt0305357,Charlie's Angels: Full Throttle,2003,"250,000+",463247,4780,7182,8588,2.9,40.0,,186,77,109,186,5.10,41.0
234,tt0379786,Serenity,2005,"250,000+",313456,45805,4366,22853,4.3,91.0,,189,155,34,189,7.20,82.0
235,tt0412637,Delirious,2006,"5,000+",8476,607,450,399,3.4,57.0,,64,53,11,64,6.80,83.0
236,tt1645131,Romeo & Juliet,2013,"1,000+",2251,846,987,255,3.1,46.0,,89,21,68,89,4.60,24.0
237,tt1645131,Romeo & Juliet,2013,"1,000+",2251,846,987,255,3.1,46.0,,89,21,68,89,4.60,24.0
238,tt0461946,Everything's Gone Green,2006,"5,000+",6023,365,240,300,3.4,60.0,,40,27,13,40,6.60,68.0
239,tt0307109,The Lost Skeleton of Cadavra,2001,"5,000+",7297,789,135,501,4.1,85.0,,68,37,31,68,5.90,54.0
240,tt0269374,Is There Anybody There?,1976,0,0,0,0,0,,,,0,0,0,0,,
241,tt0469099,Hey Hey It's Esther Blueburger,2008,500+,739,127,103,104,3.4,55.0,,6,3,3,6,5.30,50.0
242,tt1160317,Death of a Ghost Hunter,2007,"1,000+",1614,94,218,184,2.6,30.0,,0,0,0,0,,
243,tt0477078,Rocket Science,2007,"10,000+",20940,3257,1272,2011,3.7,72.0,,114,96,18,114,7.00,84.0
244,tt0307879,Burning Annie,2004,50+,95,6,10,10,2.8,38.0,,8,4,4,8,5.60,50.0
245,tt0278501,In Harihar Nagar,1990,0,0,0,0,0,,,,0,0,0,0,,
246,tt0838233,A Thousand Years of Good Prayers,2007,500+,858,118,98,73,3,55.0,,39,31,8,39,6.80,79.0
247,tt1085507,The Square,2008,0,0,0,0,0,,,,0,0,0,0,,
248,tt0238546,Queen of the Damned,2002,"250,000+",259941,11917,6104,10197,3.7,66.0,,130,22,108,130,4.00,17.0
249,tt0151511,Mausam,1975,50+,84,8,4,1,4,67.0,,0,0,0,0,,
250,tt1146431,Ben 10: Secret of the Omnitrix,2007,500+,616,107,26,28,4.1,81.0,,0,0,0,0,,
251,tt1204315,Meerkat Manor: The Story Begins,2008,100+,109,13,5,5,3.6,72.0,,1,1,0,1,,
