,imdb_id,movie_name,release_year,audience_banded_rating_count,audience_rating_count,audience_liked_count,audience_not_liked_count,audience_review_count,audience_avg_rating,audience_score,tomato_banded_rating_count,tomato_rating_count,tomato_liked_count,tomato_not_liked_count,tomato_review_count,tomato_avg_rating,tomato_score
94,tt0072181,Slipstream,1973,0,0,0,0,0,,,,0,0,0,0,,
95,tt0846308,Kit Kittredge: An American Girl,2008,"50,000+",52531,1405,642,891,3.7,69.0,,105,84,21,105,6.70,80.0
96,tt1185266,Stan Helsing,2009,"5,000+",6043,224,1011,419,2,18.0,,21,3,18,21,2.90,14.0
97,tt0066463,The Todd Killings,1971,Fewer than 50,2,1,1,1,,,,0,0,0,0,,
98,tt0131624,UFO: Target Earth,1974,50+,51,2,12,8,2.1,14.0,,1,0,1,1,,
99,tt0095532,Little Nikita,1988,"5,000+",5204,134,163,81,3.2,45.0,,15,8,7,15,5.50,53.0
100,tt0246722,Kaliyoonjal,1997,0,0,0,0,0,,,,0,0,0,0,,
101,tt1267319,Home Movie,2008,0,0,0,0,0,,,,0,0,0,0,,
102,tt0443272,Lincoln,2012,"100,000+",246125,48406,11719,8736,4,81.0,,288,258,30,288,8.00,90.0
103,tt0063426,Petulia,1968,500+,952,149,37,72,3.9,80.0,,14,12,2,14,7.80,86.0
104,tt0056142,King Kong vs. Godzilla,1963,"10,000+",10827,929,749,686,3.5,55.0,,21,11,10,21,5.10,52.0
105,tt0086066,The Outsiders,1983,"100,000+",138625,12268,2743,6349,4.1,82.0,,50,35,15,50,6.30,70.0
106,tt0475255,Dog Days of Summer,2007,100+,179,8,10,9,2.9,44.0,,0,0,0,0,,
107,tt0168794,The Five Senses,1999,"1,000+",1422,149,39,54,3.9,79.0,,34,25,9,34,6.80,74.0
108,tt0054446,Visit to a Small Planet,1960,Fewer than 50,18,7,5,2,3.1,58.0,,0,0,0,0,,
109,tt1440345,This Must Be the Place,2011,"5,000+",9594,1886,1371,494,3.3,58.0,,88,58,30,88,6.20,66.0
110,tt0055892,David and Lisa,1962,"1,000+",1061,145,38,67,3.9,79.0,,13,11,2,13,6.90,85.0
111,tt0113691,Losing Isaiah,1995,"10,000+",10162,741,276,377,3.9,73.0,,29,13,16,29,5.10,45.0
112,tt0111280,Star Trek: Generations,1994,"50,000+",70661,4437,3368,2481,3.4,57.0,,64,31,33,64,5.50,48.0
113,tt0861770,Fire Creek,2006,50+,82,5,6,3,3.6,45.0,,1,0,1,1,,
114,tt1657448,The Drummond Will,2010,100+,135,24,12,5,3.6,67.0,,2,1,1,2,,
115,tt0284525,Suddenly Naked,2001,100+,166,12,7,7,3.6,63.0,,6,3,3,6,5.80,50.0
116,tt1327601,Something Wicked,2014,0,0,0,0,0,,,,0,0,0,0,,
117,tt0109408,Cheyenne Warrior,1994,"1,000+",1826,14,5,8,3.8,74.0,,1,0,1,1,,
118,tt1772422,Outside Bet,2012,50+,65,7,17,5,2.6,29.0,,9,0,9,9,3.40,0.0
119,tt0101268,Across the Tracks,1990,"1,000+",2426,64,94,33,3.1,41.0,,0,0,0,0,,
120,tt1632708,Friends with Benefits,2011,"50,000+",81040,24090,12741,5235,3.6,65.0,,171,118,53,171,6.20,69.0
121,tt1965057,Run for Your Wife,2012,100+,137,14,33,17,2.1,30.0,,15,0,15,15,2.80,0.0
122,tt0202521,Passport to Paris,1999,"50,000+",54811,1107,1081,834,3.3,51.0,,3,0,3,3,,
123,tt0055902,The Devil's Hand,1961,Fewer than 50,22,2,12,4,2.5,14.0,,1,1,0,1,,
124,tt0156460,Defying Gravity,1997,500+,926,59,44,47,3.5,57.0,,6,4,2,6,5.90,67.0
125,tt0098692,Wicked City,1987,"5,000+",7252,355,178,168,3.6,67.0,,2,1,1,2,,
126,tt0117287,The Paper Brigade,1996,500+,931,159,75,61,3.7,68.0,,0,0,0,0,,
127,tt1273235,A Serbian film,2010,"5,000+",6086,1317,1776,1024,2.8,43.0,,31,14,17,31,5.20,45.0
128,tt0168122,Pirates of Silicon Valley,1999,Fewer than 50,33,27,6,6,4.3,82.0,,9,8,1,9,7.20,89.0
129,tt0064939,Satan's Sadists,1969,"1,000+",1508,22,20,18,3.2,52.0,,0,0,0,0,,
130,tt0262432,George Washington,2000,"5,000+",6215,957,172,382,4.1,85.0,,63,53,10,63,7.40,84.0
131,tt0320244,Party Monster,2003,"25,000+",36846,3617,1198,1973,3.9,75.0,,78,23,55,78,4.50,29.0
132,tt0076574,Providence,1977,500+,793,128,19,31,4.1,87.0,,10,8,2,10,8.10,80.0
133,tt0356803,Kunjikkoonan,2002,0,0,0,0,0,,,,0,0,0,0,,
134,tt0425350,Perumazhakkalam,2004,0,0,0,0,0,,,,0,0,0,0,,
135,tt0425350,Perumazhakkalam,2004,0,0,0,0,0,,,,0,0,0,0,,
136,tt0355742,Manmadhudu,2002,0,0,0,0,0,,,,1,1,0,1,,
137,tt1907668,Flight,2012,"100,000+",153606,39005,13290,6750,3.8,75.0,,242,187,55,242,7.00,77.0
138,tt0175756,Humjoli,1970,Fewer than 50,27,2,1,2,,,,0,0,0,0,,
139,tt0114246,Red Ribbon Blues,1996,0,0,0,0,0,,,,0,0,0,0,,
140,tt0094612,Action Jackson,1988,"10,000+",11101,243,506,291,2.9,32.0,,15,2,13,15,4.00,13.0
141,tt0485956,Outlaw Trail: The Treasure of Butch Cassidy,2006,500+,584,25,25,25,3.3,51.0,,2,2,0,2,,
142,tt0058384,Muscle Beach Party,1964,250+,297,20,31,22,2.9,39.0,,2,1,1,2,,
143,tt0098066,Parent Trap III,1989,500+,647,43,34,14,3.4,56.0,,2,1,1,2,,
144,tt0485183,Alli Arjuna,2002,0,0,0,0,0,,,,0,0,0,0,,
145,tt0409043,Grilled,2006,"5,000+",5046,115,418,246,2.5,21.0,,4,1,3,4,,
146,tt0059431,Marriage on the Rocks,1965,100+,243,23,23,16,3.1,50.0,,1,0,1,1,,
147,tt1153043,The Least Among You,2009,50+,87,7,12,4,3.1,37.0,,0,0,0,0,,
148,tt0054038,The Lost World,1960,250+,483,27,104,56,2.6,21.0,,3,0,3,3,,
149,tt0106204,Aankhen,1993,100+,222,7,12,4,2.9,37.0,,0,0,0,0,,
150,tt1535566,The Bleeding,2011,500+,612,7,87,27,1.7,7.0,,1,0,1,1,,
151,tt0327919,I Am David,2003,"5,000+",7245,1059,205,518,4.1,84.0,,33,13,20,33,5.20,39.0
152,tt0274959,Thodarum,1999,0,0,0,0,0,,,,0,0,0,0,,
153,tt0214931,Mast,1999,250+,290,11,15,1,2.8,42.0,,0,0,0,0,,
154,tt0072172,The Sister in Law,1974,Fewer than 50,48,1,12,6,2.7,8.0,,0,0,0,0,,
155,tt0292300,Ulladakkam,1991,0,0,0,0,0,,,,0,0,0,0,,
156,tt0420740,A Little Trip to Heaven,2005,"1,000+",2480,156,222,147,3,41.0,,6,2,4,6,4.70,33.0
157,tt0091278,Iron Eagle,1986,"10,000+",21217,600,464,471,3.5,57.0,,5,1,4,5,4.00,20.0
158,tt0871426,Baby Mama,2008,"250,000+",374766,13859,11168,11098,3.4,55.0,,166,105,61,166,6.10,63.0
159,tt0362902,Nayee Padosan,2003,Fewer than 50,9,1,2,0,,,,0,0,0,0,,
160,tt0085178,Ardh Satya,1983,50+,73,15,4,3,4,79.0,,1,1,0,1,,
161,tt0114306,Rumpelstiltskin,1995,500+,595,40,101,59,2.5,28.0,,1,0,1,1,,
162,tt0281905,Double Teamed,2002,"2,500+",4411,212,160,133,3.5,57.0,,3,3,0,3,,
163,tt0444915,Tathastu,2006,100+,100,0,3,0,,,,0,0,0,0,,
164,tt0338467,Stuey,2003,"1,000+",1094,91,74,69,3.4,55.0,,4,2,2,4,,
165,tt0055134,Man-Trap,1961,0,0,0,0,0,,,,0,0,0,0,,
166,tt0055058,Konga,1961,"1,000+",1688,11,67,34,2.1,14.0,,7,3,4,7,5.00,43.0
167,tt0844761,This Filthy World,2006,"1,000+",1736,242,42,145,4.1,85.0,,24,22,2,24,6.90,92.0
168,tt0119019,Dream with the Fishes,1997,"1,000+",1358,146,25,46,4.2,85.0,,44,27,17,44,6.10,61.0
169,tt0097529,Houseboat Horror,1989,100+,131,3,11,4,2.4,21.0,,0,0,0,0,,
170,tt0399530,Pyaar Ka Saaya,1991,0,0,0,0,0,,,,0,0,0,0,,
171,tt0119013,Double Team,1997,"25,000+",41701,459,1388,691,2.4,25.0,,19,2,17,19,4.10,11.0
172,tt1389781,Mr. Troop Mom,2009,"10,000+",16797,145,147,101,3.3,50.0,,2,0,2,2,,
173,tt0110613,My Girl 2,1994,"50,000+",69727,1511,1764,1464,3.2,46.0,,15,4,11,15,4.90,27.0
174,tt1351164,Hotel Chelsea,2009,Fewer than 50,1,1,0,0,,,,0,0,0,0,,
175,tt0388795,Brokeback Mountain,2005,"250,000+",520390,41156,8824,27157,4,82.0,,251,221,30,251,8.20,88.0
176,tt1132606,Ugly Aur Pagli,2008,Fewer than 50,2,0,1,0,,,,0,0,0,0,,
177,tt0387564,Saw,2004,"250,000+",853735,67811,13182,37366,4.1,84.0,,193,96,97,193,5.60,50.0
178,tt0387564,Saw,2004,"250,000+",853735,67811,13182,37366,4.1,84.0,,193,96,97,193,5.60,50.0
179,tt0080739,First Family,1980,100+,173,2,17,9,1.9,11.0,,5,1,4,5,5.50,20.0
180,tt0350811,The Diary of Ellen Rimbauer,2003,"5,000+",5612,130,129,145,3.3,50.0,,6,1,5,6,,17.0
181,tt0106661,A Dangerous Woman,1993,"1,000+",1242,23,51,19,2.9,31.0,,13,7,6,13,6.30,54.0
182,tt0799976,The Cats of Mirikitani,2006,500+,932,197,12,76,4.4,94.0,,26,25,1,26,7.60,96.0
183,tt1438216,Oranges and Sunshine,2010,"2,500+",3541,490,212,194,3.6,70.0,,73,52,21,73,6.50,71.0
184,tt1790886,The Campaign,2012,"100,000+",123296,19843,19256,4427,3.3,51.0,,208,137,71,208,5.90,66.0
185,tt0068364,The Cheerleaders,1973,500+,619,27,24,21,3.4,53.0,,1,1,0,1,,
186,tt0098206,Road House,1989,"50,000+",60422,3726,1873,2651,3.7,67.0,,46,19,27,46,5.30,41.0
187,tt0426501,Johnny Was,2006,"1,000+",1254,73,85,80,3.1,46.0,,1,1,0,1,,
188,tt0420356,Up for Grabs,2004,100+,237,35,5,13,4,88.0,,47,44,3,47,7.70,94.0
189,tt0292265,Swanthamevide Bandhamevide,1984,0,0,0,0,0,,,,0,0,0,0,,
190,tt0110997,The River Wild,1994,"25,000+",47012,1558,1462,867,3.3,52.0,,35,20,15,35,5.90,57.0
191,tt0085295,"Careful, He Might Hear You",1983,100+,134,24,5,9,3.9,82.0,,4,4,0,4,,
192,tt0452711,Never Been Thawed,2005,100+,233,26,16,21,3.3,62.0,,24,14,10,24,6.30,58.0
193,tt0084095,Hotline,1982,Fewer than 50,35,4,3,1,3.3,57.0,,0,0,0,0,,
194,tt0257516,Cursed,2005,"50,000+",55993,1211,2827,1848,2.7,30.0,,98,15,83,98,3.70,15.0
195,tt0465407,Eye of the Dolphin,2006,"1,000+",1997,107,78,87,3.5,58.0,,17,5,12,17,4.90,29.0
196,tt0055039,Kabuliwala,1961,Fewer than 50,49,5,1,1,4.5,83.0,,0,0,0,0,,
197,tt0088763,Back to the Future,1985,"250,000+",1097197,106004,6169,39791,4.5,94.0,,110,102,8,110,8.80,93.0
198,tt0363653,Grand Slam,1978,500+,576,55,1,26,4.7,98.0,,0,0,0,0,,
199,tt1321402,The Jack of Spades,2010,Fewer than 50,3,1,0,0,,,,0,0,0,0,,
200,tt1780762,Aftershock,2012,"5,000+",7076,406,1296,303,2.5,24.0,,55,22,33,55,4.70,40.0
201,tt0089304,Hot Moves,1984,50+,77,7,14,6,3.1,33.0,,0,0,0,0,,
202,tt1274300,The Tempest,2010,Fewer than 50,30,1,4,0,2.7,20.0,,6,4,2,6,5.20,67.0
203,tt0284655,WiseGirls,2002,"2,500+",3696,164,96,125,3.7,63.0,,9,4,5,9,5.30,44.0
204,tt0814314,Seven Pounds,2008,"250,000+",636785,34622,11591,22031,3.8,75.0,,193,52,141,193,4.70,27.0
205,tt0063532,Saathi,1968,0,0,0,0,0,,,,0,0,0,0,,
206,tt0094169,Tough Guys Don't Dance,1987,500+,686,37,41,31,3.1,47.0,,23,9,14,23,4.90,39.0
207,tt0082971,Raiders of the Lost Ark,1981,"250,000+",828694,76412,3544,26536,4.5,96.0,,151,141,10,151,9.30,93.0
208,tt0077743,International Velvet,1978,500+,534,71,27,23,3.9,72.0,,1,1,0,1,,
209,tt1514041,4.3.2.1.,2010,"2,500+",4260,509,697,313,3,42.0,,30,11,19,30,4.70,37.0
210,tt0091188,Heartburn,1986,"5,000+",5312,351,415,180,3.2,46.0,,22,10,12,22,5.60,45.0
211,tt0375154,Tristan + Isolde,2006,"100,000+",220982,12156,4886,8026,3.8,71.0,,120,38,82,120,4.90,32.0
212,tt0071733,Lacombe Lucien,1974,"1,000+",1869,307,53,87,4,85.0,,10,10,0,10,8.90,100.0
213,tt0412019,Broken Flowers,2005,"50,000+",95567,10942,4728,4169,3.6,70.0,,192,167,25,192,7.50,87.0
214,tt0080569,Cruising,1980,"5,000+",6295,659,702,416,3.2,48.0,,63,32,31,63,6.20,51.0
215,tt0190281,Britannic,2000,500+,976,34,42,37,3,45.0,,1,0,1,1,,
216,tt0412019,Broken Flowers,2005,"50,000+",95567,10942,4728,4169,3.6,70.0,,192,167,25,192,7.50,87.0
217,tt0162710,Trick,1999,"5,000+",6560,657,137,298,4,83.0,,24,19,5,24,7.10,79.0
218,tt0094939,Daffy Duck's Quackbusters,1988,500+,514,87,36,32,3.7,71.0,,1,1,0,1,,
219,tt0089649,My Man Adam,1985,Fewer than 50,32,0,5,4,1.9,0.0,,0,0,0,0,,
220,tt0078856,Beyond the Poseidon Adventure,1979,"2,500+",4249,54,198,112,2.5,22.0,,9,0,9,9,3.50,0.0
221,tt0284608,VeggieTales: King George and the Ducky,2000,500+,700,90,24,15,4.2,79.0,,1,1,0,1,,
222,tt0084666,The Shadow Riders,1982,"2,500+",2779,97,41,59,3.7,70.0,,1,0,1,1,,
223,tt0120591,Armageddon,1998,"250,000+",910034,50040,18906,32453,3.8,73.0,,177,76,101,177,5.30,43.0
224,tt0058437,The Outrage,1964,250+,371,30,45,33,3.2,40.0,,5,1,4,5,3.40,20.0
225,tt0063063,Here We Go Round the Mulberry Bush,1968,100+,101,5,17,10,2.6,23.0,,1,1,0,1,,
226,tt0256524,The Curse of the Jade Scorpion,2001,"10,000+",16557,1326,1174,455,3.3,53.0,,123,55,68,123,5.20,45.0
227,tt0471030,Red Road,2006,"5,000+",8275,1207,495,705,3.6,71.0,,90,78,12,90,7.20,87.0
228,tt0098577,Vampire's Kiss,1988,"5,000+",9098,754,644,531,3.3,54.0,,31,20,11,31,6.00,65.0
229,tt0349154,Bodysong,2003,"1,000+",1279,108,27,48,3.9,80.0,,10,8,2,10,6.90,80.0
230,tt0116828,The Last Days of Frankie the Fly,1996,"1,000+",1292,28,34,21,3.1,45.0,,2,0,2,2,,
231,tt0134619,Disturbing Behavior,1998,"25,000+",45344,740,1126,706,3,40.0,,39,13,26,39,5.10,33.0
232,tt1601818,Current,2009,0,0,0,0,0,,,,0,0,0,0,,
233,tt2155227,A Mother's Story,2011,50+,88,15,8,7,3.8,65.0,,0,0,0,0,,
234,tt0059675,Sands of the Kalahari,1965,Fewer than 50,41,15,9,6,3.4,62.0,,3,1,2,3,,
235,tt0315788,Art of Revenge,2003,50+,81,2,8,5,2.6,20.0,,0,0,0,0,,
236,tt1385826,The Adjustment Bureau,2011,"100,000+",104898,28575,13907,9720,3.6,67.0,,264,189,75,264,6.60,72.0
237,tt0114367,Screamers,1995,"5,000+",9159,609,746,444,3.1,45.0,,35,10,25,35,4.60,29.0
238,tt0329429,Nizhalkkuthu,2002,0,0,0,0,0,,,,0,0,0,0,,
239,tt0125664,Man on the Moon,1999,"50,000+",94352,7887,2123,3120,3.9,79.0,,122,78,44,122,6.20,64.0
240,tt0490210,Sarkar Raj,2008,"5,000+",6795,960,367,594,3.8,72.0,,7,3,4,7,4.30,43.0
241,tt0083647,Better Late Than Never,1983,Fewer than 50,9,2,0,0,,,,1,0,1,1,,
242,tt0074503,An Evening in Paris,1967,50+,62,4,1,0,3.9,80.0,,0,0,0,0,,
243,tt0238948,Double Take,2001,"10,000+",15828,382,379,271,3.2,50.0,,78,9,69,78,3.50,12.0
244,tt1399683,Winter's Bone,2010,"50,000+",51898,14347,4648,4503,3.8,76.0,,178,167,11,178,8.30,94.0
245,tt0135621,Rakshak,1996,Fewer than 50,42,1,0,0,,,,0,0,0,0,,
246,tt1266642,Engine sentai Go-onger: Boom boom! Bang bang! GekijoBang!!,2008,0,0,0,0,0,,,,0,0,0,0,,
247,tt0120912,Men in Black II,2002,"250,000+",926454,14773,17952,17448,3.2,45.0,,198,76,122,198,5.30,38.0
248,tt0108041,Sankofa,1993,500+,705,86,11,35,4.3,89.0,,15,14,1,15,8.10,93.0
249,tt0066995,Diamonds Are Forever,1971,"50,000+",67007,5145,3812,2293,3.4,57.0,,53,34,19,53,6.10,64.0
250,tt0410400,On a Clear Day,2005,"10,000+",12463,443,172,280,3.7,72.0,,67,46,21,67,6.20,69.0
251,tt0844794,Northanger Abbey,2007,"5,000+",6178,1048,282,423,3.9,79.0,,0,0,0,0,,
252,tt0096087,Shakedown,1988,"1,000+",1456,52,79,57,3,40.0,,10,7,3,10,6.60,70.0
253,tt0118137,Werewolf,1995,"1,000+",2109,26,168,103,1.5,13.0,,1,0,1,1,,
