,imdb_id,movie_name,release_year,audience_banded_rating_count,audience_rating_count,audience_liked_count,audience_not_liked_count,audience_review_count,audience_avg_rating,audience_score,tomato_banded_rating_count,tomato_rating_count,tomato_liked_count,tomato_not_liked_count,tomato_review_count,tomato_avg_rating,tomato_score
892,tt0087238,Fanny Pelopaja,1984,0,0,0,0,0,,,,0,0,0,0,,
893,tt0433605,Naach,2004,500+,741,33,21,23,3.2,61.0,,0,0,0,0,,
894,tt0337978,Live Free or Die Hard,2007,"250,000+",1860147,180435,29490,116609,4.1,86.0,,209,172,37,209,6.80,82.0
895,tt0462465,Outlander,2008,"25,000+",46947,2114,2634,2080,3.1,45.0,,63,23,40,63,4.90,37.0
896,tt0499501,If You Could Say It in Words,2008,0,0,0,0,0,,,,0,0,0,0,,
897,tt0088000,Revenge of the Nerds,1984,"50,000+",56584,3737,1409,1737,3.8,73.0,,41,29,12,41,6.10,71.0
898,tt0323619,Periya Idathu Penn,1963,0,0,0,0,0,,,,0,0,0,0,,
899,tt0164993,Alice in Wonderland,1999,"10,000+",24516,1076,655,574,3.5,62.0,,6,2,4,6,4.70,33.0
900,tt0378720,The Search for Animal Chin,1987,0,0,0,0,0,,,,0,0,0,0,,
901,tt0997273,We're Here to Help,2007,Fewer than 50,5,2,1,1,,,,0,0,0,0,,
902,tt1641410,Terraferma,2011,250+,293,81,62,19,3.4,57.0,,24,16,8,24,6.30,67.0
903,tt0117676,Snowboard Academy,1997,250+,427,18,46,24,2.5,28.0,,1,0,1,1,,
904,tt0374563,Captivity,2007,"250,000+",328917,1780,5911,4580,2.4,23.0,,77,7,70,77,3.30,9.0
905,tt0107096,Heaven & Earth,1993,"1,000+",1012,105,12,51,4.2,90.0,,4,3,1,4,,
906,tt0428144,Category 6: Day of Destruction,2004,"10,000+",15588,118,94,127,3.3,56.0,,2,1,1,2,,
907,tt0083115,Splendor in the Grass,1981,0,0,0,0,0,,,,0,0,0,0,,
908,tt0181536,Finding Forrester,2000,"50,000+",82127,8107,2184,2724,3.9,79.0,,129,96,33,129,6.50,74.0
909,tt1634058,Star Vehicle,2010,Fewer than 50,3,0,1,0,,,,0,0,0,0,,
910,tt0187251,Lovers Lane,2000,500+,656,14,37,19,2.5,28.0,,1,0,1,1,,
911,tt0110265,Killing Zoe,1993,"10,000+",12928,1101,611,522,3.5,64.0,,28,10,18,28,5.30,36.0
912,tt0959324,Max & Co,2007,250+,330,17,23,13,3.1,44.0,,0,0,0,0,,
913,tt0078767,The Amityville Horror,1979,"50,000+",87007,2822,2654,2385,3.3,52.0,,45,14,31,45,4.80,31.0
914,tt0078945,The Castaways on Gilligan's Island,1979,0,0,0,0,0,,,,0,0,0,0,,
915,tt0084726,Star Trek II: The Wrath of Khan,1982,"50,000+",85851,12422,1346,4917,4.3,90.0,,75,65,10,75,8.10,87.0
916,tt0117731,Star Trek: First Contact,1996,"100,000+",100899,10601,1345,4043,4.2,89.0,,68,63,5,68,7.50,93.0
917,tt0080888,Honeysuckle Rose,1980,500+,722,50,17,22,3.8,75.0,,5,3,2,5,7.00,60.0
918,tt0108253,Sunset Grill,1993,50+,82,2,11,4,2.4,15.0,,1,1,0,1,,
919,tt0213524,Bluff Master,1963,0,0,0,0,0,,,,0,0,0,0,,
920,tt0272360,Winning London,2001,"10,000+",21264,891,703,375,3.4,56.0,,1,0,1,1,,
921,tt1807892,Holiday Engagement,2011,250+,363,58,110,26,2.9,34.0,,3,1,2,3,,
922,tt1980970,Gandhi to Hitler,2011,Fewer than 50,15,2,8,2,2,20.0,,1,0,1,1,,
923,tt0070556,Poor Pretty Eddie,1975,100+,144,17,29,21,3.1,37.0,,1,1,0,1,,
924,tt0091895,Saving Grace,1986,Fewer than 50,42,12,4,9,4,75.0,,1,1,0,1,,
925,tt0187271,Masterji,1985,100+,144,0,2,1,,,,0,0,0,0,,
926,tt0082948,Private Lessons,1981,"1,000+",1923,51,101,52,2.7,34.0,,6,0,6,6,3.20,0.0
927,tt1640571,Titanic II,2010,"1,000+",1618,104,587,274,1.6,15.0,,2,1,1,2,,
928,tt0082501,Hardly Working,1980,50+,54,6,18,12,2.6,25.0,,11,1,10,11,4.00,9.0
929,tt0118884,Contact,1997,"100,000+",204139,13211,3630,6485,3.9,78.0,,69,47,22,69,6.90,68.0
930,tt0118884,Contact,1997,"100,000+",204139,13211,3630,6485,3.9,78.0,,69,47,22,69,6.90,68.0
931,tt1398428,YellowBrickRoad,2010,"1,000+",1973,191,440,184,2.5,30.0,,18,9,9,18,5.30,50.0
932,tt0079455,The Legend of the Golden Gun,1979,Fewer than 50,1,1,0,1,,,,0,0,0,0,,
933,tt2182099,Satrangi Re,2012,Fewer than 50,1,0,1,0,,,,0,0,0,0,,
934,tt0094850,Cellar Dweller,1987,250+,411,25,69,33,2.8,27.0,,3,0,3,3,,
935,tt0076512,Outlaw Blues,1977,50+,98,5,6,3,3.1,45.0,,0,0,0,0,,
936,tt0290382,A Wrinkle in Time,2003,"5,000+",7541,176,264,234,2.9,40.0,,3,2,1,3,,
937,tt0120670,Firestorm,1998,"5,000+",6393,57,155,88,2.6,27.0,,26,3,23,26,3.70,12.0
938,tt0072194,Souvenirs d'en France,1975,0,0,0,0,0,,,,2,2,0,2,,
939,tt0141098,Forces of Nature,1999,"50,000+",57671,1082,2059,936,2.9,34.0,,66,30,36,66,5.30,45.0
940,tt0119947,Prince Valiant,1997,250+,460,23,72,27,2.7,24.0,,4,0,4,4,,
941,tt0174245,Storm Damage,2000,0,0,0,0,0,,,,0,0,0,0,,
942,tt0140796,Air Bud: Golden Receiver,1998,"50,000+",85097,303,495,577,2.9,38.0,,29,6,23,29,4.30,21.0
943,tt0068235,Au Pair Girls,1972,500+,762,9,21,12,2.6,30.0,,1,1,0,1,,
944,tt0112269,Aao Pyaar Karen,1994,Fewer than 50,2,2,0,0,,,,0,0,0,0,,
945,tt0071877,Murder on the Orient Express,1974,"10,000+",20983,2447,676,832,3.8,78.0,,42,38,4,42,7.80,90.0
946,tt0234000,Kaho Naa... Pyaar Hai,2000,"5,000+",6895,522,126,229,4.1,80.0,,0,0,0,0,,
947,tt0446752,Full of It,2007,"10,000+",15511,307,367,139,3.1,45.0,,18,1,17,18,3.10,6.0
948,tt0416688,Dishdogz,2005,250+,422,29,26,14,3.3,52.0,,1,0,1,1,,
949,tt0069368,That Certain Summer,1972,Fewer than 50,1,0,1,0,,,,1,1,0,1,,
950,tt0071307,36 Ghante,1974,Fewer than 50,33,1,0,0,,,,0,0,0,0,,
951,tt1680314,Pennpattanam,2010,0,0,0,0,0,,,,0,0,0,0,,
952,tt0085838,Lianna,1983,"1,000+",1019,69,41,34,3.5,63.0,,21,17,4,21,7.20,81.0
953,tt0277774,Kakkakuyil,2001,0,0,0,0,0,,,,0,0,0,0,,
954,tt0261842,Mullet,2001,500+,619,19,25,20,3.1,43.0,,3,3,0,3,,
955,tt0305669,Bringing Down the House,2003,"250,000+",379246,2723,2816,5849,3.2,49.0,,151,51,100,151,4.80,34.0
956,tt0199727,"Love, Honour and Obey",2000,"5,000+",7403,962,154,513,4.3,86.0,,18,6,12,18,4.20,33.0
957,tt0211792,Cutaway,2000,"1,000+",1568,34,41,28,3.1,45.0,,2,1,1,2,,
958,tt0421082,Control,2007,"25,000+",48533,13960,1737,6475,4.2,89.0,,119,105,14,119,7.40,88.0
959,tt0421082,Control,2007,"25,000+",48533,13960,1737,6475,4.2,89.0,,119,105,14,119,7.40,88.0
960,tt0448552,Immini Nalloraal,2005,0,0,0,0,0,,,,0,0,0,0,,
961,tt0279017,Chattakkari,1974,0,0,0,0,0,,,,0,0,0,0,,
962,tt1449283,Winnie the Pooh,2011,"25,000+",36456,5515,1391,1462,4,80.0,,133,120,13,133,7.20,90.0
963,tt0069993,"Don't Just Lie There, Say Something!",1974,250+,264,4,4,3,3.5,50.0,,0,0,0,0,,
964,tt0366816,Ennaku 20 Unakku 18,2003,0,0,0,0,0,,,,0,0,0,0,,
965,tt0100709,Struck by Lightning,1990,0,0,0,0,0,,,,0,0,0,0,,
966,tt0093420,Lily C.A.T.,1987,100+,171,6,5,3,3.4,55.0,,1,1,0,1,,
967,tt0137937,Mary and Rhoda,2000,Fewer than 50,27,6,4,2,3.1,60.0,,0,0,0,0,,
968,tt1703942,Schuks Tshabalala's Survival Guide to South Africa,2010,0,0,0,0,0,,,,0,0,0,0,,
969,tt0338751,The Aviator,2004,"100,000+",207945,21497,5640,8025,3.8,79.0,,227,196,31,227,7.80,86.0
970,tt0095217,Ghosts... of the Civil Dead,1988,"1,000+",1219,100,35,55,3.8,74.0,,1,1,0,1,,
971,tt1421378,Scooby-Doo! And the Samurai Sword,2008,250+,302,75,59,23,3.5,56.0,,1,1,0,1,,
972,tt0058202,Minnesota Clay,1964,100+,196,13,28,13,3,32.0,,1,1,0,1,,
973,tt0954990,The Yellow Handkerchief,2008,"10,000+",13160,719,485,198,3.5,59.0,,51,33,18,51,6.00,65.0
974,tt1216520,Womb,2010,"1,000+",2496,325,388,139,3,45.0,,20,7,13,20,4.90,35.0
975,tt1334510,Afghan Star,2009,"5,000+",7887,384,116,128,3.7,77.0,,62,62,0,62,7.70,100.0
976,tt0430647,Sun Sajna,1982,0,0,0,0,0,,,,0,0,0,0,,
977,tt0475944,The Covenant,2006,"250,000+",400004,12224,7486,12980,3.5,62.0,,76,3,73,76,2.90,4.0
978,tt0248234,Ninaithathai Mudippavan,1975,0,0,0,0,0,,,,0,0,0,0,,
979,tt0098724,"Sex, Lies, and Videotape",1989,"25,000+",32696,3700,991,1071,3.9,79.0,,54,52,2,54,8.00,96.0
980,tt0469689,The Last Time,2006,"2,500+",4699,207,322,258,3,39.0,,17,6,11,17,4.90,35.0
981,tt0120131,The Lion King 2: Simba's Pride,1998,"250,000+",438844,8211,5347,10132,3.6,61.0,,12,8,4,12,6.10,67.0
982,tt0063462,The Producers,1967,"50,000+",56213,6362,1117,2618,4.1,85.0,,74,67,7,74,8.20,91.0
983,tt0968264,The Conspirator,2010,"10,000+",21226,3154,1965,1224,3.5,62.0,,173,97,76,173,6.10,56.0
984,tt2309021,We Are What We Are,2013,"10,000+",11324,1699,1724,408,3.2,50.0,,91,78,13,91,7.00,86.0
985,tt0088693,Alice in Wonderland,1985,Fewer than 50,1,1,0,0,,,,0,0,0,0,,
986,tt0172493,"Girl, Interrupted",1999,"100,000+",243011,22160,4358,8012,4.1,84.0,,116,62,54,116,5.70,53.0
987,tt0056700,The Wonderful World of the Brothers Grimm,1962,"1,000+",1733,48,29,38,3.6,62.0,,4,3,1,4,,
988,tt0308310,I Downloaded a Ghost,2002,250+,403,14,27,13,2.9,34.0,,1,1,0,1,,
989,tt0067866,El Topo,1970,"10,000+",14672,3021,579,1289,4.1,84.0,,46,37,9,46,7.10,80.0
990,tt1536048,W.E.,2011,"5,000+",5109,739,803,346,3.2,48.0,,113,14,99,113,4.20,12.0
991,tt0086999,Breakin' 2: Electric Boogaloo,1984,"5,000+",7499,542,263,389,3.8,67.0,,7,2,5,7,4.10,29.0
992,tt0817538,Drillbit Taylor,2008,"50,000+",98060,6444,8342,6203,3.1,44.0,,147,39,108,147,4.60,27.0
993,tt0288439,Bang Bang You're Dead,2002,"5,000+",8321,1057,117,471,4.3,90.0,,2,1,1,2,,
994,tt0059274,The Hill,1965,"2,500+",3986,583,51,209,4.3,92.0,,7,5,2,7,7.80,71.0
995,tt0432260,Brothers of the Head,2005,"10,000+",19385,297,150,209,3.6,66.0,,69,48,21,69,6.60,70.0
996,tt0279154,Jedermanns Fest,2002,0,0,0,0,0,,,,0,0,0,0,,
997,tt0120255,The Sweet Hereafter,1997,"10,000+",11689,2364,392,729,4.1,86.0,,60,59,1,60,8.90,98.0
998,tt0113097,Forget Paris,1995,"5,000+",9826,603,467,307,3.4,56.0,,34,17,17,34,5.40,50.0
999,tt0439753,Paid,2006,Fewer than 50,15,0,3,0,,,,0,0,0,0,,
1000,tt1655420,My Week with Marilyn,2011,"25,000+",34902,9892,4026,2628,3.6,71.0,,189,156,33,189,7.10,83.0
1001,tt0817940,Naresuan,2007,Fewer than 50,3,0,3,1,,,,1,0,1,1,,
1002,tt0088272,Tightrope,1984,"5,000+",7694,419,419,198,3.3,50.0,,13,11,2,13,6.70,85.0
1003,tt0061565,Devil's Angels,1967,50+,95,4,11,6,2.5,27.0,,1,0,1,1,,
1004,tt0119734,Music from Another Room,1998,"5,000+",6188,429,209,202,3.7,67.0,,7,3,4,7,5.20,43.0
1005,tt0103105,Toto le héros,1991,"1,000+",2379,360,32,78,4.3,92.0,,13,11,2,13,8.30,85.0
1006,tt1637725,Ted,2012,"250,000+",375895,88268,31951,14501,3.8,73.0,,223,153,70,223,6.40,69.0
1007,tt2357208,Run Baby Run,2012,Fewer than 50,34,13,5,3,4,72.0,,0,0,0,0,,
1008,tt0307535,Getting There,2002,"10,000+",11109,525,547,246,3.2,49.0,,1,0,1,1,,
1009,tt0127349,Waking the Dead,2000,"5,000+",5013,527,152,259,3.9,78.0,,56,28,28,56,5.80,50.0
1010,tt0271648,Mrigaya,1989,Fewer than 50,2,2,0,0,,,,1,1,0,1,,
1011,tt0088011,Romancing the Stone,1984,"50,000+",77758,3848,1703,1797,3.7,69.0,,56,48,8,56,7.30,86.0
1012,tt0108234,Street Knight,1993,250+,372,10,17,12,2.9,37.0,,4,0,4,4,,
1013,tt0418586,The Cake Eaters,2007,"10,000+",12631,593,640,364,3.2,48.0,,25,16,9,25,6.00,64.0
1014,tt0119989,Shadow of Doubt,1998,500+,569,4,21,7,2.4,16.0,,4,0,4,4,,
1015,tt0073008,The Fortune,1975,250+,455,35,68,34,3,34.0,,8,2,6,8,5.00,25.0
1016,tt0120751,Mighty Joe Young,1998,"100,000+",195498,1177,1727,2325,3.1,41.0,,54,29,25,54,5.90,54.0
1017,tt0133372,Annabelle's Wish,1997,"5,000+",9280,107,37,121,4,74.0,,1,1,0,1,,
1018,tt0054892,Francis of Assisi,1961,Fewer than 50,6,3,3,2,3.2,50.0,,0,0,0,0,,
1019,tt0069751,Bandhe Haath,1973,Fewer than 50,22,1,0,0,,,,0,0,0,0,,
1020,tt13979680,Vivaramana Aalu,2002,0,0,0,0,0,,,,0,0,0,0,,
1021,tt0131566,Rogue Trader,1999,"5,000+",5317,324,299,160,3.4,52.0,,23,7,16,23,4.90,30.0
1022,tt0209933,Beau travail,1999,"2,500+",2880,468,136,164,3.9,77.0,,44,38,6,44,7.80,86.0
1023,tt0072401,Where the Lilies Bloom,1974,250+,484,31,3,13,4.4,91.0,,2,2,0,2,,
1024,tt0267813,Papi Gudia,1996,0,0,0,0,0,,,,0,0,0,0,,
1025,tt0063799,What's So Bad About Feeling Good?,1968,50+,84,5,3,3,3.9,62.0,,3,3,0,3,,
1026,tt1171701,Nefes: Vatan Sagolsun,2009,250+,459,174,46,39,3.9,79.0,,0,0,0,0,,
1027,tt0392878,The Onion Movie,2008,"5,000+",7526,1243,1460,1385,3.1,46.0,,3,1,2,3,,
1028,tt0061712,The Girl the Body and the Pill,1967,Fewer than 50,10,1,1,0,,,,0,0,0,0,,
1029,tt0109759,Exotica,1994,"5,000+",8120,1172,243,334,4,83.0,,39,37,2,39,8.30,95.0
1030,tt1043851,Lakshyam,2007,100+,143,3,2,1,3.2,60.0,,0,0,0,0,,
1031,tt0105191,Pure Country,1992,"10,000+",19725,1635,176,782,4.5,90.0,,22,9,13,22,4.70,41.0
1032,tt0312305,Quantum Quest: A Cassini Space Odyssey,2010,"1,000+",1191,25,10,6,4,71.0,,0,0,0,0,,
1033,tt1127715,Sin nombre,2009,"10,000+",21331,3973,507,1272,4.1,89.0,,120,106,14,120,7.50,88.0
1034,tt0365830,Tenacious D in The Pick of Destiny,2006,"250,000+",436668,17522,8707,14529,3.7,67.0,,124,65,59,124,5.60,52.0
1035,tt0057244,The Leather Boys,1964,100+,173,24,8,11,3.7,75.0,,13,10,3,13,5.80,77.0
1036,tt0104142,Driving Me Crazy,1991,50+,79,2,10,3,2.5,17.0,,1,0,1,1,,
1037,tt0087815,Not for Publication,1984,Fewer than 50,16,2,3,0,2.9,40.0,,1,0,1,1,,
1038,tt0088734,Arch of Triumph,1984,50+,85,3,12,7,2.5,20.0,,0,0,0,0,,
1039,tt0416706,Dynasty: The Making of a Guilty Pleasure,2005,Fewer than 50,1,0,1,1,,,,0,0,0,0,,
1040,tt0106979,Full Contact,1993,250+,413,10,4,8,3.6,71.0,,2,1,1,2,,
1041,tt0092069,Terminal Entry,1987,Fewer than 50,10,0,1,0,,,,0,0,0,0,,
1042,tt0084649,The Secret of NIMH,1982,"5,000+",5162,4412,750,2062,4.1,85.0,,68,63,5,68,7.50,93.0
1043,tt1039995,U Me Aur Hum,2008,"2,500+",3298,397,330,401,3.3,55.0,,5,3,2,5,5.70,60.0
1044,tt0196069,Samsara,2001,"5,000+",6540,575,68,152,4.3,89.0,,5,5,0,5,7.30,100.0
1045,tt2078763,Vaagai Sooda Vaa,2011,Fewer than 50,7,7,0,2,4.4,100.0,,1,1,0,1,,
1046,tt0055632,The Young Doctors,1961,Fewer than 50,45,5,5,5,3.4,50.0,,3,2,1,3,,
1047,tt0907301,Hasta el viento tiene miedo,2007,250+,383,23,47,24,2.5,33.0,,0,0,0,0,,
1048,tt0367088,Spymate,2003,"1,000+",1120,58,89,65,2.8,39.0,,6,1,5,6,3.10,17.0
1049,tt0293564,Rush Hour 3,2007,"250,000+",582777,52309,31271,34088,3.5,63.0,,158,27,131,158,4.20,17.0
1050,tt0109039,Accidental Meeting,1994,Fewer than 50,30,2,1,0,,,,0,0,0,0,,
1051,tt0331509,Funky Monkey,2004,"1,000+",1647,39,42,48,3.1,48.0,,0,0,0,0,,
1052,tt0243585,Stuart Little 2,2002,"100,000+",179804,1522,2175,1546,3.1,41.0,,123,100,23,123,6.90,81.0
1053,tt1266542,The Break-Up Artist,2009,0,0,0,0,0,,,,0,0,0,0,,
1054,tt0102960,Sometimes They Come Back,1991,"10,000+",11162,652,419,230,3.7,61.0,,12,8,4,12,5.30,67.0
1055,tt0076567,The Private Files of J. Edgar Hoover,1977,100+,148,9,10,4,3.3,47.0,,4,3,1,4,,
1056,tt0492488,So Much So Fast,2006,"10,000+",12115,41,7,19,4,85.0,,23,22,1,23,8.00,96.0
1057,tt0104431,Home Alone 2: Lost in New York,1992,"250,000+",910355,15520,9564,19624,3.6,62.0,,57,20,37,57,4.50,35.0
1058,tt1642620,Hindenburg: The Last Flight,2011,Fewer than 50,14,2,7,2,2.8,22.0,,0,0,0,0,,
1059,tt0244000,American Outlaws,2001,"25,000+",44293,1458,714,824,3.7,67.0,,102,13,89,102,3.60,13.0
1060,tt0058382,Murder Ahoy,1964,250+,339,58,52,32,3.5,53.0,,4,3,1,4,,
1061,tt0314197,Imagining Argentina,2003,"2,500+",4096,257,103,116,3.6,71.0,,13,4,9,13,4.30,31.0
1062,tt0065936,Kati Patang,1970,100+,216,17,4,8,4.1,81.0,,0,0,0,0,,
1063,tt1124386,Pankh,2010,50+,50,2,13,9,1.5,13.0,,1,0,1,1,,
1064,tt0087981,Razorback,1984,"2,500+",2864,185,200,163,3.2,48.0,,12,7,5,12,5.80,58.0
1065,tt1626644,Nayakan,2010,0,0,0,0,0,,,,0,0,0,0,,
1066,tt1224454,Sirf,2008,100+,113,11,8,14,3.2,58.0,,0,0,0,0,,
1067,tt0266643,In Absentia,2000,50+,94,16,2,0,4.3,89.0,,0,0,0,0,,
1068,tt0091949,Short Circuit,1986,"100,000+",169084,4165,2053,3943,3.7,67.0,,38,23,15,38,5.30,61.0
1069,tt0086873,All of Me,1984,"10,000+",14384,944,465,431,3.6,67.0,,40,34,6,40,7.30,85.0
1070,tt0097858,Meet the Feebles,1989,"10,000+",15771,1821,682,1110,3.7,73.0,,25,18,7,25,6.60,72.0
1071,tt0393421,Larva,2005,250+,477,11,45,22,2.4,20.0,,0,0,0,0,,
1072,tt0082235,Dark Night of the Scarecrow,1981,500+,934,226,124,131,3.6,65.0,,7,4,3,7,5.60,57.0
1073,tt0385017,In My Father's Den,2004,"2,500+",4748,680,86,249,4.2,89.0,,11,11,0,11,7.10,100.0
1074,tt0363988,Secret Window,2004,"250,000+",429340,22594,12106,18168,3.6,65.0,,161,73,88,161,5.50,45.0
1075,tt0091315,KGB: The Secret War,1985,Fewer than 50,5,0,2,1,,,,0,0,0,0,,
1076,tt0066033,Macho Callahan,1970,Fewer than 50,10,0,1,0,,,,1,0,1,1,,
1077,tt0245380,Quints,2000,500+,616,85,85,26,3.2,50.0,,1,0,1,1,,
1078,tt0086036,Of Unknown Origin,1983,"1,000+",1275,61,91,66,3.1,40.0,,8,5,3,8,5.90,63.0
1079,tt0080661,Dressed to Kill,1980,"10,000+",10707,1696,605,577,3.7,74.0,,59,49,10,59,6.70,83.0
1080,tt0280460,The Banger Sisters,2002,"25,000+",44773,723,1010,646,3.1,42.0,,144,69,75,144,5.30,48.0
1081,tt0188694,An Invited Guest,1999,"1,000+",1355,108,36,48,4,75.0,,4,1,3,4,,
1082,tt0164108,The Muse,1999,"5,000+",6722,209,408,143,2.9,34.0,,79,41,38,79,5.90,52.0
1083,tt0145653,Angela's Ashes,1999,"10,000+",22710,1867,438,847,4,81.0,,85,44,41,85,5.80,52.0
1084,tt0068503,Dr. Phibes Rises Again,1972,"5,000+",6215,229,172,177,3.4,57.0,,21,12,9,21,5.90,57.0
1085,tt0069995,Don't Look Now,1973,"10,000+",18948,3268,1034,1361,3.8,76.0,,85,79,6,85,8.90,93.0
1086,tt0059017,Cat Ballou,1965,"5,000+",9195,793,279,389,3.8,74.0,,30,27,3,30,7.40,90.0
1087,tt0325537,Head of State,2003,"50,000+",55923,1179,1360,1027,3.2,46.0,,120,36,84,120,4.80,30.0
1088,tt0090180,To Live and Die in L.A.,1985,"10,000+",10626,1822,496,702,3.8,79.0,,51,45,6,51,7.30,88.0
1089,tt0298408,Laurel Canyon,2002,"5,000+",9240,819,741,450,3.3,52.0,,113,77,36,113,6.40,68.0
1090,tt0910993,Beyond the Ring,2008,"2,500+",3602,112,96,17,3.3,54.0,,0,0,0,0,,
1091,tt0080532,A Christmas Without Snow,1980,"1,000+",1378,8,12,15,2.8,40.0,,0,0,0,0,,
1092,tt0062136,Playtime,1967,"5,000+",7494,1873,225,579,4.3,89.0,,55,54,1,55,9.00,98.0
1093,tt0117332,Phat Beach,1996,"1,000+",1421,43,52,44,3,45.0,,4,0,4,4,,
1094,tt0988047,Traitor,2008,"50,000+",64245,4856,2749,3420,3.5,64.0,,170,110,60,170,6.20,65.0
1095,tt0063067,Nobody Runs Forever,1968,Fewer than 50,49,4,3,5,3.4,57.0,,1,1,0,1,,
1096,tt0061749,The Happiest Millionaire,1967,"2,500+",3326,199,48,129,4.2,81.0,,6,3,3,6,5.70,50.0
1097,tt0446765,Punk: Attitude,2005,"2,500+",3119,261,29,104,4.1,90.0,,2,2,0,2,,
1098,tt29362459,Overdrawn at the Memory Bank,1984,500+,567,19,94,59,1.9,17.0,,5,1,4,5,4.70,20.0
1099,tt2140373,Saving Mr. Banks,2013,"100,000+",111748,29946,5784,3921,4,84.0,,264,209,55,264,7.00,79.0
1100,tt0105327,School Ties,1992,"25,000+",34616,1967,903,713,3.6,69.0,,40,24,16,40,5.80,60.0
1101,tt0785007,Over Her Dead Body,2008,"100,000+",143711,3539,4872,3695,3.1,42.0,,108,15,93,108,3.70,14.0
1102,tt0119427,Judaai,1997,250+,356,18,24,9,3.1,43.0,,0,0,0,0,,
1103,tt0249462,Billy Elliot,2000,"250,000+",280750,12295,1553,5390,4.2,89.0,,119,101,18,119,7.30,85.0
1104,tt1023441,Coco Chanel & Igor Stravinsky,2009,"10,000+",19542,474,632,278,3.1,43.0,,94,49,45,94,5.70,52.0
1105,tt0365020,Everyday People,2004,100+,203,18,29,16,2.8,38.0,,9,6,3,9,6.30,67.0
1106,tt0427415,Just Another Romantic Wrestling Comedy,2006,100+,120,2,8,5,1.8,20.0,,1,0,1,1,,
1107,tt0094237,Valet Girls,1986,50+,72,3,17,10,2,15.0,,0,0,0,0,,
1108,tt0287111,Wajood,1998,100+,202,9,3,0,3.5,75.0,,0,0,0,0,,
1109,tt0075923,The Death of Richie,1977,Fewer than 50,26,1,3,3,,,,0,0,0,0,,
1110,tt1680306,Best Actor,2010,Fewer than 50,27,5,3,0,3.7,62.0,,0,0,0,0,,
1111,tt1420771,Fireball,2009,500+,601,36,59,45,2.9,38.0,,13,2,11,13,3.50,15.0
1112,tt0053804,Exodus,1960,"2,500+",4279,394,175,191,3.7,69.0,,17,11,6,17,6.00,65.0
1113,tt0815236,She's Out of My League,2010,"100,000+",106386,11386,7897,4674,3.4,59.0,,135,77,58,135,5.60,57.0
1114,tt0427528,Mercenary for Justice,2006,"2,500+",3425,72,191,82,2.5,27.0,,1,0,1,1,,
1115,tt1079448,Snow Buddies,2008,"2,500+",3743,547,316,341,3.7,63.0,,4,2,2,4,,
1116,tt0382011,Ghost Lake,2004,"2,500+",2519,17,82,54,1.8,17.0,,1,0,1,1,,
1117,tt0086592,The Winter of Our Discontent,1983,0,0,0,0,0,,,,0,0,0,0,,
1118,tt0095631,Midnight Run,1988,"25,000+",25195,4430,660,1329,4.1,87.0,,57,54,3,57,8.00,95.0
1119,tt0444983,Woh Chokri,1994,Fewer than 50,20,2,1,0,,,,0,0,0,0,,
1120,tt0093756,Police Academy 4: Citizens on Patrol,1987,"50,000+",56248,872,1432,747,2.9,38.0,,20,0,20,20,2.70,0.0
1121,tt0059143,The Early Bird,1965,500+,695,65,13,38,4,83.0,,1,0,1,1,,
1122,tt0774030,48 Angels,2007,250+,337,16,29,22,2.6,36.0,,0,0,0,0,,
1123,tt0445953,Disgrace,2008,"1,000+",2110,447,276,264,3.4,62.0,,60,50,10,60,6.90,83.0
1124,tt0362873,Monobloc,2005,0,0,0,0,0,,,,0,0,0,0,,
1125,tt0411204,Cactuses,2006,0,0,0,0,0,,,,0,0,0,0,,
1126,tt2186933,Luv Shuv Tey Chicken Khurana,2012,500+,952,71,46,27,3.3,61.0,,3,2,1,3,,
1127,tt0453188,Priyasakhi,2005,0,0,0,0,0,,,,0,0,0,0,,
1128,tt0149964,Broken Vessels,1998,"1,000+",1602,26,12,14,3.6,68.0,,16,11,5,16,6.00,69.0
1129,tt0082783,My Dinner with Andre,1981,"5,000+",7195,1408,246,521,4.1,85.0,,25,23,2,25,7.80,92.0
1130,tt0479500,Nancy Drew,2007,"100,000+",150477,7984,5568,6219,3.4,59.0,,138,69,69,138,5.50,50.0
1131,tt0085936,Mickey's Christmas Carol,1983,"2,500+",3342,687,73,243,4.3,90.0,,8,8,0,8,8.00,100.0
1132,tt0110027,Highlander III: The Sorcerer,1994,"25,000+",39191,496,1252,618,2.6,28.0,,20,1,19,20,2.80,5.0
1133,tt2187972,Shirin Farhad Ki Toh Nikal Padi,2012,100+,171,16,48,16,2.7,25.0,,2,1,1,2,,
1134,tt0067650,Raid on Rommel,1971,250+,442,22,50,23,2.8,31.0,,2,0,2,2,,
1135,tt0078976,City on Fire,1979,50+,65,7,23,6,2.4,23.0,,2,0,2,2,,
1136,tt0065778,Gidget Grows Up,1969,0,0,0,0,0,,,,0,0,0,0,,
1137,tt0058620,Strait-Jacket,1964,"1,000+",2124,219,116,142,3.6,66.0,,9,8,1,9,6.60,89.0
1138,tt0055774,Barabbas,1961,"1,000+",2154,146,71,60,3.7,67.0,,9,8,1,9,6.80,89.0
1139,tt0102585,Omen IV: The Awakening,1991,"10,000+",10124,151,495,252,2.3,23.0,,6,1,5,6,3.30,17.0
1140,tt0255013,Boeing Boeing,1985,0,0,0,0,0,,,,1,0,1,1,,
