,imdb_id,imdb_name,imdb_year,movie_name,release_year
30,tt1691424,The House That Drips Blood on Alex,2010,The House That Drips Blood on Alex,2010
31,tt1263736,33 sceny z zycia,2008,33 Scenes from Life,2008
32,tt1792799,Chromeskull: Laid to Rest 2,2011,ChromeSkull: Laid to Rest 2,2011
33,tt0450258,Alien Express,2005,Alien Express,2005
34,tt0214042,Raampur Ka Lakshman,1972,Raampur Ka Lakshman,1972
35,tt0274789,Minsaara Kanavu,1997,Minsaara Kanavu,1997
36,tt0799954,The Bridge,2006,The Bridge,2006
37,tt0087015,C.H.U.D.,1984,C.H.U.D.,1984
38,tt0486219,"Szabadság, szerelem",2006,Children of Glory,2006
39,tt0155561,Las boludas,1993,Las Boludas,1993
40,tt14338824,Mehndi Waley Hath,2000,Mehndi Waley Hath,2000
41,tt0114660,Things to Do in Denver When You're Dead,1995,Things to Do in Denver When You're Dead,1995
42,tt0835485,Kibera Kid,2006,Kibera Kid,2006
43,tt1756660,Oru Black & White Kudumbam,2009,Oru Black And White Kudumbam,2009
44,tt0368645,Cipher in the Snow,1974,Cipher in the snow,1974
45,tt0343449,The Bone Snatcher,2003,The Bone Snatcher,2003
46,tt0092969,Enemy Territory,1987,Enemy Territory,1987
47,tt0096775,Agneekaal,1990,Agneekaal,1990
48,tt0249131,Rölli ja metsänhenki,2001,Rollo and the Spirit of the Woods,2001
49,tt0469263,The Astronaut Farmer,2006,The Astronaut Farmer,2006
50,tt1452628,Vanishing on 7th Street,2010,Vanishing on 7th Street,2010
51,tt0077631,Grease er ordet,1978,Grease,1978
52,tt0106664,The Dark Half,1993,The Dark Half,1993
53,tt1697920,Fly Away,2011,Fly Away,2010
54,tt1692889,Plug & Pray,2010,Plug & Pray,2010
55,tt0077928,Midnight Express,1978,Midnight Express,1978
56,tt0126004,Iron Rose,1973,The Iron Rose,1973
57,tt0107978,RoboCop 3,1993,RoboCop 3,1993
58,tt0064135,Carter's Army,1970,Carter’s Army,1970
59,tt2993632,Becoming Jane: Revealing the Jane Austen in Becoming Jane,2007,Becoming Jane,2007
60,tt0392023,Gagamboy,2004,Gagamboy,2004
61,tt0079094,Eagle's Wing,1979,Eagle's Wing,1979
62,tt1578818,Tradition Is a Temple: The Modern Masters of New Orleans,2013,Tradition is a Temple,2011
63,tt2378334,Aval Varuvala,1998,Aval Varuvala,1998
64,tt0065825,Hell Boats,1970,Hell Boats,1970
65,tt0461472,Boy Called Twist,2004,Boy called Twist,2004
66,tt0354104,Thiruthalvadhi,1992,Thiruthalvaadi,1992
67,tt0078346,Supermann,1978,Superman,1978
68,tt0161292,Bleeder,1999,Bleeder,1999
69,tt1753866,Gise Memuru,2010,Toll Booth,2010
70,tt0098324,Si te dicen que caí,1989,If They Tell You I Fell,1989
71,tt0218937,The Devil's Gift,1984,The Devil’s Gift,1984
72,tt1281948,Dangerous Beauty: The Women of 'The Forbidden Kingdom',2008,The Forbidden Kingdom,2008
73,tt0081764,Without Warning,1980,Without Warning,1980
74,tt0219224,On the Beach,2000,On the Beach,2000
75,tt0101283,Ajooba,1991,Ajooba,1991
76,tt0152930,Taxi,1998,Taxi,1998
77,tt0061687,From the Drain,1967,From the Drain,1967
78,tt0443436,The Aviary,2005,The Aviary,2005
79,tt0271748,Raju Chacha,2000,Raju Chacha,2000
80,tt0102517,Necessary Roughness,1991,Necessary Roughness,1991
81,tt0103939,Chaplin,1992,Chaplin,1992
82,tt0053651,Beyond the Time Barrier,1960,Beyond the Time Barrier,1960
83,tt1202517,Barah Aana,2009,Barah Aana,2009
84,tt0101412,Beastmaster 2,1991,Beastmaster 2: Through the Portal of Time,1991
85,tt0142393,I'm Losing You,1998,I'm Losing You,1998
86,tt1400528,Mon Mane Na,2008,Mon Mane Na,2008
87,tt0114008,Nothing to Lose,1995,Nothing to Lose,1997
88,tt0078119,"Profetul, aurul si Ardelenii",1978,"The Prophet, the Gold and the Transylvanians",1978
89,tt0058772,Ziddi,1964,Ziddi,1964
90,tt1882053,Chick Magnet,2011,Chick Magnet,2011
91,tt1664723,My Little Pony: Twinkle Wish Adventure,2009,My Little Pony: Twinkle Wish Adventure,2009
92,tt0113759,The Man with the Perfect Swing,1995,The Man with the Perfect Swing,1995
93,tt0059466,Monsters Crash the Pajama Party,1965,Monsters Crash the Pajama Party,1965
94,tt8942852,Dharma Seelan,1993,Dharma Seelan,1993
95,tt0336910,9 Dead Gay Guys,2002,9 Dead Gay Guys,2003
96,tt0466839,I Could Never Be Your Woman,2007,I Could Never Be Your Woman,2007
97,tt1918969,Amar Bondhu Rashed,2011,Amar Bondhu Rashed,2011
98,tt1698537,Mamarazzi,2010,Mamarazzi,2010
99,tt0428579,Suburban Girl,2007,Suburban Girl,2007
100,tt0237376,Kireedam,1989,Kireedam,1989
101,tt0287152,Yamraaj,1998,Yamraaj,1998
102,tt0189630,Kadosh - De hellige,1999,Kadosh,1999
103,tt0283037,Tanging yaman,2000,Tanging Yaman,2001
104,tt0107214,Indien,1993,Indien,1995
105,tt0370279,Anbe Vaa,1966,Anbe Vaa,1966
106,tt0351080,How They Get There,1997,How They Get There,1997
107,tt0466899,The Moment After II: The Awakening,2006,The Moment After 2: The Awakening,2006
108,tt1407061,Just Wright,2010,Just Wright,2010
109,tt0492481,Puccini for Beginners,2006,Puccini for Beginners,2007
110,tt0115750,Breaking the Surface: The Greg Louganis Story,1997,Breaking the Surface: The Greg Louganis Story,1997
111,tt0058155,The Gorgon,1964,The Gorgon,1964
112,tt1074201,It's Breaking News,2007,It's Breaking News,2007
113,tt0163983,Bless the Child,2000,Bless the Child,2000
114,tt0254179,Betaab,1983,Betaab,1983
115,tt0839742,Bhopal: A Prayer for Rain,2014,Bhopal: Prayer for Rain,2012
116,tt0062979,Flesh,1968,Flesh,1968
117,tt0080379,Cannibal Apocalypse,1980,Cannibal Apocalypse,1980
118,tt1234586,Only for You,2008,Only For You,2007
119,tt0053559,13 Ghosts,1960,13 Ghosts,1960
120,tt0163559,The Book of Stars,1999,The Book of Stars,2000
121,tt0291891,Ente Mohangal Poovaninju,1982,Ente Mohangal Poovaninju,1982
122,tt0374180,Romasanta,2004,Romasanta,2004
123,tt1018723,Get Smart's Bruce and Lloyd Out of Control,2008,Get Smart's Bruce & Lloyd Out of Control,2008
124,tt0790804,The Comebacks,2007,The Comebacks,2007
125,tt0896909,Baba Kalyani,2006,Baba Kalyani,2006
126,tt0907618,Aadavari Matalaku Ardhalu Verule,2007,Aadavari Matalaku Ardhalu Verule,2007
127,tt6823322,Maanbumigu Maanavan,1996,Maanbumigu Maanavan,1996
128,tt0416984,Misafa Lesafa,2004,Misafa Lesafa,2004
129,tt0491232,A Waste of Shame: The Mystery of Shakespeare and His Sonnets,2005,A Waste of Shame,2005
130,tt0088134,Slapstick (Of Another Kind),1982,Slapstick of Another Kind,1984
131,tt0368658,Stage Beauty,2004,Stage Beauty,2004
132,tt1613110,Kanden Kadhalai,2009,Kanden Kadhalai,2009
133,tt0113463,Jefferson in Paris,1995,Jefferson in Paris,1995
134,tt1343362,Do Knot Disturb,2009,Do Knot Disturb,2009
135,tt0082237,Dawn of the Mummy,1981,Dawn of the Mummy,1981
136,tt1820446,Four Friends,2010,Four Friends,2010
137,tt1441912,The Way,2010,The Way,2010
138,tt0109913,Go Fish,1994,Go Fish,1994
139,tt1773109,Yamla Pagla Deewana,2011,Yamla Pagla Deewana,2011
140,tt0435705,Next,2007,Next,2007
141,tt0249371,Asoka,2001,Asoka,2001
142,tt0445946,The Contract,2006,The Contract,2006
143,tt0293088,Devil's Playground,2002,Devil's Playground,2003
144,tt2609790,Margaret Thatcher: The Iron Lady,2012,The Iron Lady,2011
145,tt0271383,O Auto da Compadecida,2000,O Auto da Compadecida,2000
146,tt0160611,Ordinary Decent Criminal,2000,Ordinary Decent Criminal,2000
147,tt0800320,Clash of the Titans,2010,Clash of the Titans,2010
148,tt1068228,Cinta Pertama,2006,Cinta Pertama,2006
149,tt1842347,Damarukam,2012,Dhamarukam,2012
150,tt0787498,Not Like Everyone Else,2006,Not Like Everyone Else,2006
151,tt0089794,La película del rey,1986,A King and His Movie,1986
152,tt0062803,Chitty Chitty Bang Bang,1968,Chitty Chitty Bang Bang,1968
153,tt0080157,Yanks,1979,Yanks,1979
154,tt0283922,Spotlight on Location: Snow Falling on Cedars,2000,Snow Falling on Cedars,1999
155,tt0091341,Kin-dza-dza!,1986,Kin-Dza-Dza,1986
156,tt0119644,Meet Wally Sparks,1997,Meet Wally Sparks,1997
157,tt0286557,Coney Island Baby,2002,Coney Island Baby,2003
158,tt0119173,G.I. Jane,1997,G.I. Jane,1997
159,tt0099155,Bloodfist II,1990,Bloodfist II,1990
160,tt0078204,Satyam Shivam Sundaram: Love Sublime,1978,Satyam Shivam Sundaram,1978
161,tt0083168,Tanya's Island,1980,Tanya's Island,1980
162,tt0252747,A Steam Train Passes,1974,A Steam Train Passes,1974
163,tt0210714,The Golden Spiders: A Nero Wolfe Mystery,2000,The Golden Spiders: A Nero Wolfe Mystery,2000
164,tt0100557,Das schreckliche Mädchen,1990,Das schreckliche Mädchen,1990
165,tt2042447,The Amityville Haunting,2011,The Amityville Haunting,2011
166,tt0248673,Aparan,1988,Aparan,1988
167,tt1086875,Recovered: Journeys Through the Autism Spectrum and Back,2008,Recovered: Journeys Through the Autism Spectrum and Back,2008
168,tt1715340,Pop Class,2009,Pop Class,2009
169,tt2014305,Ninnishtam Ennishtam 2,2011,Ninnishtam Ennishtam 2,2011
170,tt0187279,Meri Biwi Ka Jawab Nahin,2004,Meri Biwi Ka Jawaab Nahin,2004
171,tt0104609,Kickboxer 3: The Art of War,1992,Kickboxer 3,1992
172,tt0450278,Hostel,2005,Hostel 2,2007
173,tt0170392,Pink Suds,1979,Pink Suds,1979
174,tt0245682,Abhilasha,1983,Abhilasha,1983
175,tt0084171,Jekyll and Hyde... Together Again,1982,Jekyll and Hyde... Together Again,1982
176,tt0067592,The Devil's Nightmare,1971,The Devils Nightmare,1971
177,tt0099080,Baaghi: A Rebel for Love,1990,Baaghi: A Rebel for Love,1990
178,tt0814022,Bangkok Dangerous,2008,Bangkok Dangerous,2008
179,tt0342535,Hochmat HaBeygale,2002,Wisdom of the Pretzel,2002
180,tt0357145,Seenu,1999,Seenu,2000
181,tt0064155,Charro!,1969,Charro!,1969
182,tt0082869,Operasjon Outland,1981,Outland,1981
183,tt1610452,Band Baaja Baaraat,2010,Band Baaja Baaraat,2010
184,tt1294226,The Last Song,2010,The Last Song,2010
185,tt0092206,The Whistle Blower,1986,The Whistle Blower,1987
186,tt0385344,A Work in Progress,2002,Work In Progress,2000
187,tt0058385,My Fair Lady,1964,My Fair Lady,1964
188,tt0414998,Futile Attraction,2004,Futile Attraction,2005
189,tt0057568,Tere Ghar Ke Samne,1963,Tere Ghar ke Saamne,1963
190,tt0119324,The House of Yes,1997,The House of Yes,1997
191,tt0959281,Allari Pidugu,2005,Allari Pidugu,2005
192,tt0226875,Female Prisoner Scorpion: Beast Stable,1973,Female Prisoner Scorpion: Beast Stable,1973
193,tt0434292,Princesas,2005,Princesas,2005
194,tt0329737,It's a Very Merry Muppet Christmas Movie,2002,It's a Very Merry Muppet Christmas Movie,2002
195,tt0057055,Father Came Too!,1964,Father Came Too!,1964
196,tt0096028,Salaam Bombay!,1988,Salaam Bombay!,1988
197,tt0926063,Dance of the Dead,2008,Dance of the Dead,2005
198,tt0240670,Las Vegas Bloodbath,1989,Las Vegas Bloodbath,1989
199,tt0071216,Big Bad Mama,1974,Big Bad Mama,1974
200,tt1945136,Married in Canada,2010,Married in Canada,2010
201,tt0071523,Frightmare,1974,Frightmare,1974
202,tt0246959,Sukrutham,1994,Sukrutham,1994
203,tt0814014,Apne,2007,Apne,2007
204,tt0290940,Zaalim,1994,Zaalim,1994
205,tt0388534,Wasp,2003,Wasp,2003
206,tt0110916,Puppet Master 5,1994,Puppet Master 5: The Final Chapter,1994
207,tt0098825,House of Cards,1990,House of Cards,1993
208,tt0314009,Durval Discos,2002,Durval discos,2002
209,tt28866093,Payolas: Eyes of a Stranger,1982,Eyes of a Stranger,1981
210,tt0100173,A Mom for Christmas,1990,A Mom for Christmas,1990
211,tt0121989,Baazi,1995,Baazi,1995
212,tt0493396,Bawke,2005,Bawke,2005
213,tt4516596,Vallarasu,2000,Vallarasu,2000
214,tt1773039,Sella Turcica,2010,Sella Turcica,2010
215,tt1276104,Looper,2012,Looper,2012
216,tt0325123,Bright Young Things,2003,Bright Young Things,2003
217,tt0099625,Future Zone,1990,Future Zone,1990
218,tt0091538,Mona Lisa,1986,Mona Lisa,1986
219,tt0053648,No Kidding,1960,No Kidding,1960
220,tt0126916,For Love of the Game,1999,For Love of the Game,1999
221,tt0381341,Kisses and Caroms,2006,Kisses and Caroms,2006
222,tt0090106,Surviving,1985,Surviving: A Family in Crisis,1985
223,tt0057578,This Sporting Life,1963,This Sporting Life,1963
224,tt0085253,Blood Rage,1987,Blood Rage,1987
225,tt0157039,Sila Nerangalil Sila Manithargal,1975,Sila Nerangalil Sila Manithargal,1975
226,tt0081609,Teheran 43,1981,Teheran 43,1981
227,tt0406706,Devour,2005,Devour,2005
228,tt0220506,Halloween: Resurrection,2002,Halloween Resurrection,2002
229,tt0104706,Lektionen in Finsternis,1992,Lessons of Darkness,1992
230,tt9158596,Thirunakkara Perumal,2009,Thirunakkara Perumal,2009
231,tt0115788,Buried Secrets,1996,Buried Secrets,1996
232,tt0055139,The Manster,1959,The Manster,1962
233,tt0386651,Kekexili,2004,Kekexili: Mountain Patrol,2004
234,tt0331952,The Clearing,2004,The Clearing,2004
235,tt0259423,Mangamma Gari Manavadu,1984,Mangammagari Manavadu,1984
236,tt0299605,Ibunda,1986,Ibunda,1986
237,tt0459438,Ladrones y mentirosos,2006,Thieves and Liars,2006
238,tt0101420,Begotten,1989,Begotten,1991
239,tt0106931,La Florida,1993,La Florida,1993
240,tt1218345,Dil Kabaddi,2008,Dil Kabaddi,2008
241,tt0266452,Death to Smoochy,2002,Death to Smoochy,2002
242,tt0245655,Robot Taekwon V,1976,Robot Taekwon V,1976
243,tt0091027,Eye of the Tiger,1986,Eye of the Tiger,1986
244,tt0072895,Dolemite,1975,Dolemite,1974
245,tt0097044,Chances Are,1989,Chances Are,1989
246,tt0432088,Spirit Bear: The Simon Jackson Story,2005,Spirit Bear: The Simon Jackson Story,2005
247,tt0199290,3 Strikes,2000,3 Strikes,2000
248,tt0176269,Universal Soldier: The Return,1999,Universal Soldier: The Return,1999
249,tt5616312,The Adventures of Buckaroo Banzai: Across the Eighth Dimension,1985,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984
250,tt0787484,A Girl Like Me: The Gwen Araujo Story,2006,A Girl Like Me,2005
251,tt0292113,Mitr: My Friend,2002,"Mitr, My Friend",2002
252,tt1013860,Dylan Dog: Dead of Night,2010,Dylan Dog: Dead of Night,2010
253,tt1104814,Coffin Rock,2009,Coffin Rock,2009
254,tt0102426,Jeg elsker soldater - Mediterraneo,1991,Mediterraneo,1991
255,tt1485072,Teree Sang: A Kidult Love Story,2009,Teree Sang: A Kidult Love Story,2009
256,tt0096380,Vice Versa,1988,Vice Versa,1988
257,tt0361925,Welcome to Mooseport,2004,Welcome to Mooseport,2004
258,tt0172188,Bol Radha Bol,1992,Bol Radha Bol,1992
259,tt0964517,The Fighter,2010,Fighter,2011
260,tt2145803,Mouna Guru,2011,Mouna Guru,2011
261,tt1149199,Aga Bai Arecha,2004,Aga Bai Arrecha,2004
262,tt0088775,Basic Training,1985,Basic Training,1985
263,tt8418214,Thanksgiving,2007,Thanksgiving,2004
264,tt12393110,Putham Puthu Payanam,1991,Putham Pudhu Payanam,1991
265,tt0262333,Chronopolis,1982,Chronopolis,1983
266,tt1013542,The Cheetah Girls: One World,2008,The Cheetah Girls: One World,2008
267,tt1156173,Vincere,2009,Vincere,2009
268,tt0091053,Fire with Fire,1986,Fire with Fire,1986
269,tt0100234,Close-Up,1990,Close-up,1990
270,tt0487037,Mammoth,2006,Mammoth,2009
271,tt0859622,The Last Day of Summer,2007,The Last Day of Summer,2007
272,tt0095989,Return of the Killer Tomatoes!,1988,Return of the Killer Tomatoes,1988
273,tt0354946,Suyamvaram,1999,Suyamvaram,1999
274,tt1233301,Ironclad,2011,Ironclad,2011
275,tt0803061,Red Dog,2011,Red Dog,2011
276,tt0485270,Ratchakan,1997,Ratchagan,1997
277,tt1318001,Handsome Harry,2009,Handsome Harry,2009
278,tt0255653,Tortilla Soup,2001,Tortilla Soup,2001
279,tt0337633,Hathyar: Face to Face with Reality,2002,Hathyar: Face to Face with Reality,2002
280,tt0118903,Falling Sky,1998,Falling Sky,1998
281,tt0255396,Mukunthetta Sumitra Vilikkunnu,1988,Mukunthetta Sumitra Vilikkunnu,1988
282,tt2071601,Souper Dimitrios,2011,Super Demetrios,2011
283,tt0053879,The Great Impostor,1960,The Great Impostor,1961
284,tt1192385,Nenjinile,1999,Nenjinile,1999
285,tt0089767,Pale Rider,1985,Pale Rider,1985
286,tt0102178,K2,1991,K2,1992
287,tt1094170,Elisita,1980,Elisita,1980
288,tt1607607,Mittal V/S Mittal,2010,Mittal v/s Mittal,2010
289,tt0227671,Tortilla Heaven,2007,Tortilla Heaven,2007
290,tt0110064,House Party 3,1994,House Party 3,1994
291,tt0060095,Alvarez Kelly,1966,Alvarez Kelly,1966
292,tt0104804,Man Trouble,1992,Man Trouble,1992
293,tt0083260,Les uns et les autres,1981,Les Uns et les Autres,1981
294,tt0088444,The Zany Adventures of Robin Hood,1984,Zany Adventures of Robin Hood,1984
295,tt0106399,Between Love and Hate,1993,Between Love and Hate,1993
296,tt2319050,Seeds of Arkham,2011,Seeds of Arkham,2011
297,tt0905968,Black Dahlia,2006,Black Dalia,2009
298,tt0263879,Poola Rangadu,1967,Pula Rangadu,1967
299,tt2112978,Jo Hum Chahein,2011,Jo Hum Chahein,2011
300,tt0095299,Hide and Go Shriek,1988,Hide and go shriek,1988
301,tt0491024,Last Orders,2000,Last Orders,2001
302,tt1363139,Song Man,2009,Song Man,2009
303,tt0843386,You Can't See 'round Corners,1969,You Can't See 'round Corners,1969
304,tt0494652,"Welcome Home, Roscoe Jenkins",2008,"Welcome Home, Roscoe Jenkins",2008
305,tt0321241,Anna's Dream,2002,Anna's Dream,2002
306,tt0053839,A French Mistress,1960,A French Mistress,1961
307,tt0425061,Get Smart,2008,Get Smart,2008
308,tt1503769,Collapse,2009,Collapse,2009
309,tt0246063,Maniac Magee,2003,Maniac Magee,2003
310,tt0311648,Pieces of April,2003,Pieces of April,2003
311,tt0095396,Chicken and Duck Talk,1988,Chicken and Duck Talk,1988
312,tt0379786,Serenity,2005,Serenity,2005
313,tt0231775,Down to Earth,2001,Down to Earth,2001
314,tt0412637,Delirious,2006,Delirious,2006
315,tt0305357,Charlie's Angels: Full Throttle,2003,Charlie's Angels: Full Throttle,2003
316,tt1645131,Romeo & Juliet,2013,Romeo,2012
317,tt0098962,12:01 PM,1990,12:01 PM,1990
318,tt0461946,Everything's Gone Green,2006,Everything's Gone Green,2007
319,tt0469099,Hey Hey It's Esther Blueburger,2008,"Hey, Hey, It's Esther Blueburger",2008
320,tt0269374,Is There Anybody There?,1976,Is There Anybody There?,1975
321,tt1371614,Aduri,2008,Aduri,2008
322,tt0307109,The Lost Skeleton of Cadavra,2001,The Lost Skeleton of Cadavra,2002
323,tt0477078,Rocket Science,2007,Rocket Science,2007
324,tt0151511,Mausam,1975,Mausam,1975
325,tt0838233,A Thousand Years of Good Prayers,2007,A Thousand Years of Good Prayers,2007
326,tt1085507,The Square,2008,The Square,2008
327,tt0307879,Burning Annie,2004,Burning Annie,2007
328,tt1146431,Ben 10: Secret of the Omnitrix,2007,Ben 10: Secret of the Omnitrix,2007
329,tt0176155,Slnko v sieti,1963,The Sun in a Net,1962
330,tt1160317,Death of a Ghost Hunter,2007,Death of a Ghost Hunter,2007
331,tt0278501,In Harihar Nagar,1990,In Harihar Nagar,1990
332,tt0243333,Insaaf Main Karoonga,1985,Insaaf Main Karoonga,1985
333,tt1204315,Meerkat Manor: The Story Begins,2008,Meerkat Manor: The Story Begins,2008
334,tt0284714,The Cat in the Hat,1971,The Cat in the Hat,1971
335,tt0438562,Virginal Young Blondes,2004,Virginal Young Blondes,2004
336,tt0238546,Queen of the Damned,2002,Queen of the Damned,2002
337,tt0273539,Distant Shadow,2000,Distant Shadow,1999
338,tt0118780,Broadway Damage,1997,Broadway Damage,1997
339,tt0121395,Imtihaan,1994,Imtihaan,1995
340,tt0357945,Nammal,2002,Nammal,2002
341,tt11416796,Final Fantasy VII: Advent Children Bonus Disc,2006,Final Fantasy VII: Advent Children,2005
342,tt0050261,Red Nightmare,1962,Red Nightmare,1962
343,tt0313971,Dil-E-Nadaan,1982,Dil-E-Nadaan,1982
344,tt0113126,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,1995,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,1995
345,tt0301563,Love's Brother,2004,Love's Brother,2004
346,tt0064418,"Hello, Dolly!",1969,Hello Dolly!,1969
347,tt0280396,Adharm,1992,Adharm,1992
348,tt0104242,The Fear Inside,1992,The Fear Inside,1992
349,tt1928330,Bad Ass,2012,Bad Ass,2012
350,tt0055646,Ánimas Trujano (El hombre importante),1961,Ánimas Trujano,1962
351,tt0118184,Without a Map,1996,L.A. Without a Map,1998
352,tt0106455,Boiling Point,1993,Boiling Point,1993
353,tt0328031,King of the Ants,2003,King of the Ants,2003
354,tt0795438,Not Easily Broken,2009,Not Easily Broken,2009
355,tt0100884,Voices Within: The Lives of Truddi Chase,1990,Voices Within: The Lives of Truddi Chase,1990
356,tt0369664,Lettre d'amour zoulou,2004,Lettre d'amour zoulou,2004
357,tt0109676,Drop Zone,1994,Drop Zone,1994
358,tt0095271,Halloween 4: The Return of Michael Myers,1988,Halloween 4: The Return of Michael Myers,1988
359,tt0058324,Man's Favorite Sport?,1964,Man's Favorite Sport?,1964
360,tt0799951,Body Armour,2007,Body Armour,2007
361,tt0218433,Me & Isaac Newton,1999,Me & Isaac Newton,1999
362,tt0080038,Le toubib,1979,Le Toubib,1979
363,tt0083019,Sadomania - Hölle der Lust,1981,Sadomania,1981
364,tt2112231,Poola Rangadu,2012,Poola Rangadu,2012
365,tt0079285,Saturn 3,1980,Saturn 3,1980
366,tt0836682,Nocturna,2007,Nocturna,2007
367,tt0847093,SistaGod,2006,SistaGod,2006
368,tt1747924,My Future Boyfriend,2011,My Future Boyfriend,2011
369,tt1172233,Whip It,2009,Whip It!,2009
370,tt0972357,An American Opera,2007,An American Opera,2007
371,tt0104573,Juice,1992,Juice,1992
372,tt3978972,Onamalu,2012,Onamalu,2012
373,tt0082777,La mujer del ministro,1981,La mujer del ministro,1981
374,tt0848638,Sakkarakatti,2008,Sakkarakatti,2007
375,tt1139800,La fille de Monaco,2008,La Fille de Monaco,2008
376,tt0092115,Troll,1986,Troll,1986
377,tt0089243,Gymkata,1985,Gymkata,1985
378,tt0252223,All the Queen's Men,2001,All the Queen's Men,2001
379,tt0273870,Narasimham,2000,Narasimham,2000
380,tt0085211,The Prodigal Son,1981,Prodigal Son,1982
381,tt0263386,Going Greek,2001,Going Greek,2001
382,tt0273842,Motocrossed,2001,Motocrossed,2001
383,tt1535612,The Son of No One,2011,The Son of No One,2011
384,tt0398259,Peluca,2003,Peluca,2003
385,tt0095951,The Raggedy Rawney,1988,The Raggedy Rawney,1988
386,tt0073029,Galileo,1975,Galileo,1975
387,tt0073502,Overlord,1975,Overlord,1978
388,tt0462519,School for Scoundrels,2006,School for Scoundrels,2006
389,tt0119781,Nick Fury: Agent of Shield,1998,Nick Fury: Agent of Shield,1998
390,tt0960143,Love's Unfolding Dream,2007,Love's Unfolding Dream,2007
391,tt0291988,Historias mínimas,2002,Intimate Stories,2002
392,tt0397078,Just My Luck,2006,Just My Luck,2006
393,tt1312251,The Good Witch's Garden,2009,The Good Witch's Garden,2009
394,tt0070694,"Silent Night, Bloody Night",1972,"Silent Night, Bloody Night",1974
395,tt0059171,The Fat Spy,1966,The Fat Spy,1966
396,tt2265593,The Last Picture Show Re-Release Promo,1971,The Last Picture Show,1971
397,tt0355376,Dilliwala Rajakumaran,1996,Dilliwala Rajakumaran,1996
398,tt0177226,Sisters of Death,1977,Sisters of Death,1977
399,tt0109369,Camp Nowhere,1994,Camp Nowhere,1994
400,tt1985981,Desi Boyz,2011,Desi Boyz,2011
401,tt1259199,Bakgat!,2008,Bakgat,2008
402,tt0075774,Bobby Deerfield,1977,Bobby Deerfield,1977
403,tt1542852,Carancho,2010,Carancho,2010
404,tt0808526,Life During Wartime,2009,Life During Wartime,2009
405,tt0099656,Ghosts Can't Do It,1989,Ghosts Can't Do It,1990
406,tt0473360,Goal II: Living the Dream,2007,Living the Dream,2006
407,tt0074682,L'infermiera,1975,The Sensuous Nurse,1975
408,tt0097839,Marquis,1989,Marquis,1989
409,tt0398830,Cape of Good Hope,2004,Cape of Good Hope,2004
410,tt0770752,Fool's Gold,2008,Fool's Gold,2008
411,tt0253828,Tosun Pasa,1976,Tosun Paşa,1976
412,tt0477857,Sehar,2005,Sehar,2005
413,tt0393685,Santa's Slay,2005,Santa's Slay,2005
414,tt0084133,Incubus,1981,The Incubus,1982
415,tt2489412,Imaginarium,2012,Imaginarium,2012
416,tt0135706,When Trumpets Fade,1998,When Trumpets Fade,1998
417,tt1585984,I Love Luci,2010,I Love Luci,2009
418,tt0314814,Ullae Veliae,1993,Ulle Veliye,1993
419,tt1499249,Lake Placid 3,2010,Lake Placid 3,2010
420,tt2268617,Puss in Boots: The Three Diablos,2012,Puss in Boots,2011
