,imdb_id,imdb_name,imdb_year,movie_name,release_year
10388,tt0068994,Necromancy,1972,Necromancy,1972
10389,tt0284655,WiseGirls,2002,WiseGirls,2002
10390,tt1071213,"Apat dapat, dapat apat: Friends 4 lyf and death",2007,"Apat Dapat, Dapat Apat",2007
10391,tt0063532,Saathi,1968,Saathi,1968
10392,tt0080569,Cruising,1980,Cruising,1980
10393,tt0067690,Les lèvres rouges,1971,Daughters of Darkness,1971
10394,tt0814314,Seven Pounds,2008,Seven Pounds,2008
10395,tt1514041,4.3.2.1.,2010,4.3.2.1,2010
10396,tt0375154,Tristan + Isolde,2006,Tristan & Isolde,2006
10397,tt0094169,Tough Guys Don't Dance,1987,Tough Guys Don't Dance,1987
10398,tt0199065,Take It or Leave It,1981,Take It or Leave It,1981
10399,tt0190281,Britannic,2000,Britannic,2000
10400,tt0059719,Simón del desierto,1965,Simón del desierto,1965
10401,tt0071733,Lacombe Lucien,1974,Lacombe Lucien,1974
10402,tt0077743,International Velvet,1978,International Velvet,1978
10403,tt0892737,Last Stand of the 300,2007,Last Stand of the 300,2007
10404,tt0412019,Broken Flowers,2005,Broken Flowers,2005
10405,tt0355370,Desam,2002,Desam,2002
10406,tt0284608,VeggieTales: King George and the Ducky,2000,King George and the Ducky,2000
10407,tt0162710,Trick,1999,Trick,1999
10408,tt0349154,Bodysong,2003,Bodysong,2003
10409,tt0094939,Daffy Duck's Quackbusters,1988,Daffy Duck's Quackbusters,1988
10410,tt0054380,The 3rd Voice,1960,The 3rd Voice,1960
10411,tt0078856,Beyond the Poseidon Adventure,1979,Beyond the Poseidon Adventure,1979
10412,tt0089649,My Man Adam,1985,My Man Adam,1985
10413,tt0256524,The Curse of the Jade Scorpion,2001,The Curse of the Jade Scorpion,2001
10414,tt0058437,The Outrage,1964,The Outrage,1964
10415,tt0197019,Thema syneidiseos,1973,Thema syneidiseos,1973
10416,tt0084666,The Shadow Riders,1982,The Shadow Riders,1982
10417,tt2155227,A Mother's Story,2011,A Mother's Story,2011
10418,tt1601818,Current,2009,Current,2009
10419,tt0120591,Armageddon,1998,Armageddon,1998
10420,tt0063063,Here We Go Round the Mulberry Bush,1968,Here We Go Round the Mulberry Bush,1968
10421,tt0471030,Red Road,2006,Red Road,2006
10422,tt0098577,Vampire's Kiss,1988,Vampire's Kiss,1988
10423,tt0059675,Sands of the Kalahari,1965,Sands of the Kalahari,1965
10424,tt0134619,Disturbing Behavior,1998,Disturbing Behavior,1998
10425,tt0116828,The Last Days of Frankie the Fly,1996,The Last Days of Frankie the Fly,1997
10426,tt0068938,Mere Jeevan Saathi,1972,Mere Jeevan Saathi,1972
10427,tt0051536,Devil's Partner,1960,Devil's Partner,1962
10428,tt0490210,Sarkar Raj,2008,Sarkar Raj,2008
10429,tt0315788,Art of Revenge,2003,Art Of Revenge,2003
10430,tt0329429,Nizhalkkuthu,2002,Nizhalkuthu,2002
10431,tt0114367,Screamers,1995,Screamers,1996
10432,tt0108041,Sankofa,1993,Sankofa,1993
10433,tt2194730,Kunjaliyan,2012,Kunjaliyan,2012
10434,tt0479354,Crónica de una fuga,2006,Chronicle of an Escape,2005
10435,tt1385826,The Adjustment Bureau,2011,The Adjustment Bureau,2011
10436,tt0117331,The Phantom,1996,The Phantom,1996
10437,tt0083647,Better Late Than Never,1983,Better Late Than Never,1983
10438,tt0066995,Diamonds Are Forever,1971,Diamonds Are Forever,1971
10439,tt0135621,Rakshak,1996,Rakshak,1996
10440,tt0074503,An Evening in Paris,1967,An Evening in Paris,1967
10441,tt1399683,Winter's Bone,2010,Winter’s Bone,2010
10442,tt0125664,Man on the Moon,1999,Man on the Moon,1999
10443,tt0238948,Double Take,2001,Double Take,2001
10444,tt1509641,Vater Morgana,2010,Vater Morgana,2010
10445,tt0844794,Northanger Abbey,2007,Northanger Abbey,2007
10446,tt1266642,Engine sentai Go-onger: Boom boom! Bang bang! GekijoBang!!,2008,Engine Sentai Go-onger: Boom Boom! Bang Bang! GekijōBang!!,2008
10447,tt0410400,On a Clear Day,2005,On a Clear Day,2005
10448,tt0096087,Shakedown,1988,Shakedown,1988
10449,tt0064519,Doppelgänger,1969,Journey to the Far Side of the Sun,1969
10450,tt0118137,Werewolf,1995,Werewolf,1996
10451,tt0120912,Men in Black II,2002,Men in Black II,2002
10452,tt0069273,Sitting Target,1972,Sitting Target,1972
10453,tt1051915,Resonnances,2006,Resonnances,2007
10454,tt2179520,Boy Pick-Up: The Movie,2012,Boy Pick-Up: The Movie,2012
10455,tt0120903,X-Men,2000,X-Men,2000
10456,tt0080149,Woyzeck,1979,Woyzeck,1979
10457,tt9048992,Mettukudi,1996,Mettukudi,1996
10458,tt0065478,Blood Mania,1970,Blood Mania,1970
10459,tt0814077,Devil Girl,2007,Devil Girl,2007
10460,tt1528718,Born to Raise Hell,2010,Born to Raise Hell,2010
10461,tt0457496,Street Fight,2005,Street Fight,2005
10462,tt1684628,Circumstance,2011,Circumstance,2011
10463,tt0083658,Blade Runner,1982,Blade Runner,1982
10464,tt1255916,Hostel: Part III,2011,Hostel,2011
10465,tt0254968,Aram + Aram = Kinnaram,1985,Aram + Aram = Kinnaram,1985
10466,tt1368151,Super Rhino,2009,Super Rhino,2009
10467,tt0101004,Zandalee,1991,Zandalee,1991
10468,tt0073240,The Killer Elite,1975,The Killer Elite,1975
10469,tt1250777,Kick-Ass,2010,Kick,2009
10470,tt0097123,Crimes and Misdemeanors,1989,Crimes and Misdemeanors,1989
10471,tt1399564,Hot Rod Girls Save the World,2008,Hot Rod Girls Save The World,2008
10472,tt0271585,Karimpin Poovinakkare,1985,Karimpinpoovinakkare,1983
10473,tt0091846,Return to Mayberry,1986,Return to Mayberry,1986
10474,tt1982838,"Slam, ce qui nous brûle",2007,"Slam, ce qui nous brûle",2007
10475,tt0076666,Saturday Night Fever,1977,Saturday Night Fever,1977
10476,tt0058083,Fail Safe,1964,Fail-Safe,1964
10477,tt0099194,Buster's Bedroom,1991,Buster's Bedroom,1990
10478,tt0877709,Shake Rattle and Roll 8,2006,"Shake, Rattle & Roll 8",2006
10479,tt1212442,Shadows in Paradise,2010,Shadows in Paradise,2010
10480,tt0089104,Fuga dal Bronx,1983,Escape from the Bronx,1983
10481,tt1067084,Ready? OK!,2008,Ready? OK!,2008
10482,tt0202782,After the Rain,1999,After the Rain,1999
10483,tt1249418,The Sons of Eilaboun,2007,Sons of Eilaboun,2007
10484,tt2742196,Mafia Raaj,1998,Mafia Raaj,1998
10485,tt2177640,Sengathu Bhoomiyilae,2012,Sengathu Bhoomiyilae,2012
10486,tt0077394,Damien: Omen II,1978,Damien: Omen II,1978
10487,tt1836883,Payanam,2011,Payanam,2011
10488,tt0443527,The Hamiltons,2006,The Hamiltons,2006
10489,tt1535970,The Ledge,2011,The Ledge,2011
10490,tt0272147,Vampires: Los Muertos,2002,Vampires: Los Muertos,2002
10491,tt0407998,The Mistress of Spices,2005,The Mistress of Spices,2005
10492,tt0173714,Cats,1998,CATS,1998
10493,tt0097416,Kadhalan,1994,Kadhalan,1994
10494,tt0780485,Blood Car,2007,Blood Car,2007
10495,tt0996653,Sharpe's Challenge: Behind the Scenes,2006,Sharpe's Challenge,2006
10496,tt0207745,"A Girl, Three Guys, and a Gun",2000,"A Girl, Three Guys, and a Gun",2001
10497,tt0156757,Mad About Mambo,2000,Mad About Mambo,2000
10498,tt0833561,Woh Lamhe ...,2006,Woh Lamhe,2006
10499,tt1313104,The Cove,2009,The Cove,2009
10500,tt0349889,Unstoppable,2004,Unstoppable,2004
10501,tt0185431,Little Nicky,2000,Little Nicky,2000
10502,tt0290057,Scooby-Doo and the Cyber Chase,2001,Scooby-Doo and the Cyber Chase,2001
10503,tt0936501,Taken,2008,Taken,2009
10504,tt0093854,Return to Horror High,1987,Return to Horror High,1987
10505,tt0116882,Lilies - Les feluettes,1996,Lilies,1996
10506,tt0082356,Banovic Strahinja,1981,Banovic Strahinja,1983
10507,tt0063094,Hot Millions,1968,Hot Millions,1968
10508,tt0230783,Signs & Wonders,2000,Signs & Wonders,2000
10509,tt0397313,Eight Below,2006,Eight Below,2006
10510,tt0100911,"Welcome Home, Roxy Carmichael",1990,Welcome Home,1989
10511,tt0056056,Hands of a Stranger,1962,Hands of a Stranger,1962
10512,tt0113849,A Month by the Lake,1995,A Month by the Lake,1995
10513,tt0078836,Bear Island,1979,Bear Island,1979
10514,tt0060424,The Fortune Cookie,1966,The Fortune Cookie,1966
10515,tt1545324,Steamin' and Dreamin': The Grandmaster Cash Story,2009,Steamin' and Dreamin': The Grandmaster Cash Story,2009
10516,tt1675186,Socks and Cakes,2010,Socks and Cakes,2010
10517,tt0370904,Lucky 7,2003,Lucky 7,2003
10518,tt0122151,Lethal Weapon 4,1998,Lethal Weapon 4,1998
10519,tt0091369,Labyrinth,1986,Labyrinth,1986
10520,tt0144640,Three to Tango,1999,Three to Tango,1999
10521,tt1582507,House at the End of the Street,2012,House at the End of the Street,2012
10522,tt0887745,How About You...,2007,How About You,2007
10523,tt13416134,The Mystery of the Druids,2001,Druids,2001
10524,tt1183733,War of the Worlds 2: The Next Wave,2008,War of the Worlds 2: The Next Wave,2008
10525,tt0373445,The Wendell Baker Story,2005,The Wendell Baker Story,2005
10526,tt0058472,The Pink Phink,1964,The Pink Phink,1964
10527,tt0082656,Liar's Moon,1981,Liar's Moon,1982
10528,tt0353962,Rånarna,2003,At Point Blank,2003
10529,tt0290664,Hysterical Blindness,2002,Hysterical Blindness,2002
10530,tt0367677,Dracula 3000,2004,Dracula 3000,2004
10531,tt13782020,Kannamma,2005,Kannamma,2005
10532,tt1270262,The Devil's Double,2011,The Devil's Double,2011
10533,tt0078089,Planet of Dinosaurs,1977,Planet of Dinosaurs,1978
10534,tt0449880,The Complete Truth About De-Evolution,1993,The Complete Truth About De-Evolution,1993
10535,tt1311699,Dead Man Running,2009,Dead Man Running,2009
10536,tt0060216,Casa de mujeres,1966,Casa de Mujeres,1966
10537,tt0076400,Mogliamante,1977,Wifemistress,1977
10538,tt0984200,Incendiary,2008,Incendiary,2008
10539,tt1319716,It's a Wonderful Afterlife,2010,It's a Wonderful Afterlife,2010
10540,tt0956038,Nights in Rodanthe,2008,Nights in Rodanthe,2008
10541,tt1286499,At the Edge of the World,2008,At the Edge of the World,2008
10542,tt0054793,The Dead One,1961,The Dead One,1961
10543,tt0276830,Blueberry,2004,Blueberry,2004
10544,tt2255008,Manorama,2009,Manorama 2009,2009
10545,tt0430051,Elementarteilchen,2006,The Elementary Particles,2006
10546,tt0293113,Dracula: Pages from a Virgin's Diary,2002,Dracula: Pages from a Virgin's Diary,2002
10547,tt0077355,Coma,1978,Coma,1978
10548,tt0079931,Something Short of Paradise,1979,Something Short of Paradise,1979
10549,tt0477252,36 China Town,2006,36 China Town,2006
10550,tt0839949,A Perfect Day,2006,A Perfect Day,2005
10551,tt0068384,Cisco Pike,1971,Cisco Pike,1972
10552,tt0075875,Confessions from a Holiday Camp,1977,Confessions from a Holiday Camp,1977
10553,tt1365500,Roja Kootam,2002,Roja Kootam,2002
10554,tt0249359,Ankuram,1993,Ankuram,1993
10555,tt1029241,Vinyan,2008,Vinyan,2008
10556,tt0338690,Aag,1994,Aag,1994
10557,tt0068853,The Life and Times of Judge Roy Bean,1972,The Life and Times of Judge Roy Bean,1972
10558,tt0109537,Family Album,1994,Family Album,1994
10559,tt0246177,Punnami Naagu,1980,Punnami Naagu,1980
10560,tt0091351,Knights of the City,1986,Knights of the City,1986
10561,tt0452766,Curse of the Maya,2004,Curse of the Maya,2004
10562,tt0323100,The Lone Ranger,2003,The Lone Ranger,2003
10563,tt0417944,Manuale d'amore,2005,Manuale d'amore,2005
10564,tt0074459,Echoes of a Summer,1976,Echoes of a Summer,1976
10565,tt0338466,Stuck on You,2003,Stuck,2001
10566,tt0433588,Lies My Mother Told Me,2005,Lies My Mother Told Me,2005
10567,tt0151285,Lahu Ke Do Rang,1979,Lahu Ke Do Rang,1979
10568,tt0120716,Jakob the Liar,1999,Jakob the Liar,1999
10569,tt0887254,Ennavale,2001,Ennavale,2004
10570,tt0067636,Pyar Ki Kahani,1971,Pyar Ki Kahani,1971
10571,tt0251127,How to Lose a Guy in 10 Days,2003,How to Lose a Guy in 10 Days,2003
10572,tt0188461,Border Line,1999,Border Line,2002
10573,tt0077760,Jaganmohini,1978,Jaganmohini,1978
10574,tt0155952,Pelleedu Pillalu,1982,Pelleedu pillalu,1982
10575,tt1238304,Table for Three,2009,Table for Three,2009
10576,tt0373416,Underclassman,2005,Underclassman,2005
10577,tt0371795,Livin' tha Life,2003,Livin' tha Life,2003
10578,tt0101597,Closet Land,1991,Closet Land,1991
10579,tt1111948,Soul Men,2008,Soul Men,2008
10580,tt0066049,A Man Called Horse,1970,A Man Called Horse,1970
10581,tt0081114,Maniac,1980,Maniac,1980
10582,tt0112427,An Awfully Big Adventure,1995,An Awfully Big Adventure,1995
10583,tt0105256,Rich in Love,1992,Rich in Love,1993
10584,tt0095379,Intruder,1989,Intruder,1989
10585,tt0075983,"Elisa, vida mía",1977,"Elisa, vida mía",1977
10586,tt0120836,Lost & Found,1999,Lost & Found,1999
10587,tt0801526,The Tracey Fragments,2007,The Tracey Fragments,2007
10588,tt0057370,Nunca pasa nada,1963,Nunca pasa nada,1963
10589,tt1049402,Howl,2010,Howl,2010
10590,tt0081698,Used Cars,1980,Used Cars,1980
10591,tt0806130,My Sexiest Year,2007,My Sexiest Year,2007
10592,tt0118055,Up Close & Personal,1996,Up Close & Personal,1996
10593,tt0084917,The World According to Garp,1982,The World According to Garp,1982
10594,tt0075165,Satansbraten,1976,Satan's Brew,1976
10595,tt0111503,True Lies,1994,True Lies,1994
10596,tt0114069,Outbreak,1995,Outbreak,1995
10597,tt0267116,Wild Zero,1999,Wild Zero,2001
10598,tt0089932,Romance on the Orient Express,1985,Romance on the Orient Express,1985
10599,tt1323977,What's the Matter with Kansas?,2009,What's the Matter with Kansas?,2010
10600,tt0462359,Incubus,2006,Incubus,2006
10601,tt1433514,A Boy Called Dad,2009,A Boy Called Dad,2009
10602,tt0102996,Strictly Business,1991,Strictly Business,1991
10603,tt0092904,Dogs in Space,1986,Dogs in Space,1987
10604,tt0099377,Deadbeat at Dawn,1988,Deadbeat at Dawn,1988
10605,tt0355617,Junior Mandrake,1997,Junior Mandrake,1997
10606,tt0316406,Pinjra,1972,Pinjra,1972
10607,tt0302808,El monasterio de los buitres,1973,El Monasterio de los Buitres,1973
10608,tt0070794,The Thief Who Came to Dinner,1973,The Thief Who Came to Dinner,1973
10609,tt0430576,The Secret Life of Words,2005,The Secret Life of Words,2005
10610,tt0064448,House of Cards,1968,House of Cards,1968
10611,tt1985100,Haajar Bachhar Dhorey,2005,Hajar Bachhor Dhore,2005
10612,tt0096871,Baby Blood,1990,Baby Blood,1990
10613,tt0194773,Corrupt,1999,Corrupt,1999
10614,tt0434179,Marebito,2004,Marebito,2004
10615,tt2002718,Machete Kills,2013,Machete Kills,2013
10616,tt0061809,In Cold Blood,1967,In Cold Blood,1967
10617,tt0099991,The Last of the Finest,1990,The Last of the Finest,1990
10618,tt0104115,Doctor Mordrid,1992,Doctor Mordrid,1992
10619,tt0273982,Poolhall Junkies,2002,Poolhall Junkies,2002
10620,tt0064674,Mr. Freedom,1968,Mr. Freedom,1969
10621,tt0267693,In Love and War,2001,In Love and War,2001
10622,tt0079659,Okupacija u 26 slika,1978,Occupation in 26 Pictures,1978
10623,tt0422779,Murder-Set-Pieces,2004,Murder-Set-Pieces,2004
10624,tt0186894,Bounce,2000,Bounce,2000
10625,tt1563725,Logorama,2009,Logorama,2009
10626,tt1820482,Kafi's Story,1989,Kafi's Story,1989
10627,tt0071230,Blazing Saddles,1974,Blazing Saddles,1974
10628,tt0068611,Frenzy,1972,Frenzy,1972
10629,tt0072271,The Texas Chain Saw Massacre,1974,The Texas Chain Saw Massacre,1974
10630,tt1650557,Neelathamara,2009,Neelathaamara,2009
10631,tt0293929,Silent Cry,2002,Silent Cry,2002
10632,tt0100613,Side Out,1990,Side Out,1990
10633,tt0480025,This Is England,2006,This Is England,2006
10634,tt0497539,Uro,2006,Uro,2006
10635,tt2710344,Aval Sumangalithan,1985,Aval Sumangalithan,1985
10636,tt0156136,Tik Tik Tik,1981,Tik Tik Tik,1981
10637,tt0437179,See No Evil,2006,See No Evil,2006
10638,tt0062883,The Detective,1968,The Detective,1968
10639,tt0415778,End Game,2006,End Game,2006
10640,tt0808878,Bekhal's Tears,2006,Bekhal's Tears,2005
10641,tt0096159,"Splash, Too",1988,"Splash, Too",1988
10642,tt1728975,Elevator,2012,Elevator,2012
10643,tt0318605,Raajavin Paarvayile,1995,Rajavin Parvaiyile,1995
10644,tt1634121,Intruders,2011,Intruders,2011
10645,tt0110308,The Last Seduction,1994,The Last Seduction,1994
10646,tt0156408,La classe de neige,1998,Class Trip,1998
10647,tt0086231,Sagara Sangamam,1983,Saagara Sangamam,1983
10648,tt0286855,Now You Know,2002,Now You Know,2002
10649,tt0412808,The Hawk Is Dying,2006,The Hawk is Dying,2006
10650,tt0082328,Encarnação do Demônio,2008,Embodiment of Evil,2008
10651,tt0182000,The Caveman's Valentine,2001,The Caveman's Valentine,2001
10652,tt14787872,Vaanavil,2000,Vaanavil,2000
10653,tt0318586,Ponnumani,1993,Ponnumani,1993
10654,tt0335966,Badai Pasti Berlalu,1977,Badai Pasti Berlalu,1977
10655,tt0076327,Looking for Mr. Goodbar,1977,Looking for Mr. Goodbar,1977
10656,tt0340112,Fateh,1991,Fateh,1991
10657,tt1845866,Teen spirit,2011,Teen Spirit,2011
10658,tt2084939,Sivappathikaaram,2006,Sivappathigaram,2006
10659,tt0289345,Mugam,1999,Mugam,1999
10660,tt1275494,3 saisons,2009,3 saisons,2009
10661,tt0881894,Attagasam,2004,Attagasam,2004
10662,tt1905071,Toomelah,2011,Toomelah,2011
10663,tt0180052,The Adventures of Pluto Nash,2002,The Adventures of Pluto Nash,2002
10664,tt0086006,Never Say Never Again,1983,Never Say Never Again,1983
10665,tt0382628,Dark Water,2005,Dark Water,2002
10666,tt0412019,Broken Flowers,2005,Broken,2007
10667,tt0482495,Doll Graveyard,2005,Doll Graveyard,2005
10668,tt0109816,Floundering,1994,Floundering,1994
10669,tt0061483,La Cina è vicina,1967,China is Near,1967
10670,tt1282041,Anton Chekhov's The Duel,2010,Anton Chekhov's The Duel,2009
10671,tt0154587,"Hey There, It's Yogi Bear",1964,"Hey There, It's Yogi Bear!",1964
10672,tt0069803,The Blockhouse,1973,The Blockhouse,1974
10673,tt0089645,Mussolini and I,1985,Mussolini and I,1985
10674,tt0095386,Itinéraire d'un enfant gâté,1988,Itinéraire d'un enfant gâté,1988
10675,tt10713436,Amaran 1992,1992,Amaran,1992
10676,tt0080881,The Hollywood Knights,1980,The Hollywood Knights,1980
10677,tt0075614,Sette note in nero,1977,Sette note in nero,1977
10678,tt1099942,Centigrade,2007,Centigrade,2007
10679,tt0221111,Dead or Alive: Hanzaisha,1999,Dead or Alive,1999
10680,tt0813548,Godavari,2006,Godavari,2006
10681,tt0460721,The Big Bad Swim,2006,The Big Bad Swim,2006
10682,tt0076686,The Serpent's Egg,1977,The Serpent's Egg,1977
10683,tt0122233,Saaz,1997,Saaz,1998
10684,tt0422720,Marie Antoinette,2006,Marie Antoinette,2006
10685,tt1176724,Across the Hall,2009,Across the Hall,2006
10686,tt0418279,Transformers,2007,Transformers,2007
10687,tt1291064,Mala Moskwa,2008,The Little Moscow,2008
10688,tt0089038,Dont Open Till Christmas,1984,Don't Open Till Christmas,1984
10689,tt0319813,Mannan,1992,Mannan,1992
10690,tt1784538,Miss Representation,2011,Miss Representation,2011
10691,tt0471005,Home of the Giants,2007,Home of the Giants,2007
10692,tt0079075,Dracula père et fils,1976,Dracula père et fils,1976
10693,tt0430922,Role Models,2008,Role Models,2008
10694,tt0150317,Dharamjeet,1975,Dharam Jeet,1975
10695,tt0053994,Kidnapped,1960,Kidnapped,1960
10696,tt0339918,Wolves of Wall Street,2002,Wolves of Wall Street,2002
10697,tt0865907,Into the Blue 2: The Reef,2009,Into the Blue 2: The Reef,2010
10698,tt0103074,Thelma & Louise,1991,Thelma & Louise,1991
10699,tt0097576,Indiana Jones and the Last Crusade,1989,Indiana Jones and the Last Crusade,1989
10700,tt1045658,Silver Linings Playbook,2012,The Silver Linings Playbook,2012
10701,tt0132386,Omar Gatlato,1977,Omar Gatlato,1976
10702,tt0071615,La montaña sagrada,1973,The Holy Mountain,1973
10703,tt0062162,Purr-Chance to Dream,1967,Purr-Chance to Dream,1967
10704,tt0068997,The New Centurions,1972,The New Centurions,1972
10705,tt0271693,Oru Abhibhashakante Case Diary,1995,Oru Abhibhashakante Case Diary,1995
10706,tt0405121,Love in Nepal,2004,Love in Nepal,2004
10707,tt0274415,Carmen: A Hip Hopera,2001,Carmen: A Hip Hopera,2001
10708,tt0256282,Preminchi Choodu,1965,Preminchi Choodu,1965
10709,tt0495044,Saravana,2006,Saravana,2006
10710,tt0317919,Mission: Impossible III,2006,Mission: Impossible III,2006
10711,tt0121349,Hayride to Hell,1995,Hayride to Hell,1995
10712,tt0112579,The Bridges of Madison County,1995,The Bridges of Madison County,1995
10713,tt0088071,Second Sight: A Love Story,1984,Second Sight: A Love Story,1984
10714,tt0059166,The Family Jewels,1965,The Family Jewels,1965
10715,tt0420206,Sommersturm,2004,Summer Storm,2004
10716,tt0287963,Choses secrètes,2002,Secret Things,2002
10717,tt2185084,From Sydney with Love,2012,From Sydney with Love,2012
10718,tt0102979,Stepping Out,1991,Stepping Out,1991
10719,tt0450367,Puzzlehead,2005,Puzzlehead,2006
10720,tt0125211,I Woke Up Early the Day I Died,1998,I Woke Up Early The Day I Died,1997
10721,tt0938303,The Final Winter,2007,The Final Winter,2007
10722,tt0112608,Byl jednou jeden polda,1995,Byl jednou jeden polda,1995
10723,tt0064857,Pyar Hi Pyar,1969,Pyar Hi Pyar,1969
10724,tt0076636,Rollercoaster,1977,Rollercoaster,1977
10725,tt0829202,I'm Through with White Girls,2007,I'm Through with White Girls,2007
10726,tt0255702,Wishcraft,2002,Wishcraft,2002
10727,tt0095368,The Incredible Hulk Returns,1988,The Incredible Hulk Returns,1988
10728,tt0054877,Five Golden Hours,1961,Five Golden Hours,1961
10729,tt0087313,Garbo Talks,1984,Garbo Talks,1984
10730,tt0091920,Seize the Day,1986,Seize the Day,1986
10731,tt1082853,Management,2008,Management,2009
10732,tt0071337,Closed Mondays,1974,Closed Mondays,1974
10733,tt0315327,Bruce Almighty,2003,Bruce Almighty,2003
10734,tt0415160,Minotaur,2006,Minotaur,2006
10735,tt0091256,Ijaazat,1987,Ijaazat,1988
10736,tt0117999,Two Deaths,1995,Two Deaths,1995
10737,tt1427844,Chased,2009,Chased,2011
10738,tt0061073,Teesri Manzil,1966,Teesri Manzil,1966
10739,tt0130752,Gypsy Magic,1997,Gypsy Magic,1997
10740,tt0913445,Young People Fucking,2007,Young People Fucking,2007
10741,tt0239235,Anji,2004,Anji,2004
10742,tt0068215,Annadata,1972,Annadata,1972
10743,tt0286788,What a Girl Wants,2003,What a Girl Wants,2003
10744,tt0055133,Man in the Moon,1960,Man in the Moon,1960
10745,tt0269461,Laissez-passer,2002,Safe Conduct,2002
10746,tt0070569,The Proud and Damned,1972,The Proud and the Damned,1969
10747,tt0814331,Spring Breakdown,2009,Spring Breakdown,2008
10748,tt1145171,Spine Tingler: The Making of 'Valerie on the Stairs',2007,Valerie on the Stairs,2006
10749,tt0321442,The Big Empty,2003,The Big Empty,2005
10750,tt0253754,Star Trek: Nemesis,2002,Star Trek Nemesis,2002
10751,tt0228660,The Occult History of the Third Reich,1991,The Occult History of the Third Reich,1992
10752,tt2387495,Jalpari: The Desert Mermaid,2012,Jalpari: The Desert Mermaid,2012
10753,tt0406951,Suburban Secrets,2004,Suburban Secrets,2004
10754,tt0104941,Muqabla,1993,Muqabla,1993
10755,tt0246986,Thiruvilayadal,1965,Thiruvilayadal,1965
10756,tt0077617,Go Tell the Spartans,1978,Go Tell the Spartans,1978
10757,tt0096462,Woodchipper Massacre,1988,Woodchipper Massacre,1988
10758,tt1039780,Dear Friends,2007,Dear Friends,2007
10759,tt0282667,Kung Phooey!,2003,Kung Phooey!,2003
10760,tt0073624,Return to Macon County,1975,Return to Macon County,1975
10761,tt0892791,Shrek Forever After,2010,Shrek Forever After,2010
10762,tt1151928,Cyborg Soldier,2008,Cyborg Soldier,2008
10763,tt0384376,No Regrets,2004,No Regret,2006
10764,tt0062482,Welcome to Hard Times,1967,Welcome to Hard Times,1967
10765,tt0055019,The Intruder,1962,The Intruder,1962
10766,tt0064100,Bob & Carol & Ted & Alice,1969,Bob & Carol & Ted & Alice,1969
10767,tt0985692,"Girl, Positive",2007,Positive,2008
10768,tt1600207,The Eye of the Storm,2011,The Eye of the Storm,2011
10769,tt0202055,Vanaprastham,1999,Vaanaprastham,1999
10770,tt0092022,Streets of Gold,1986,Streets of Gold,1986
10771,tt0469965,Road House 2: Last Call,2006,Road House 2: Last Call,2006
10772,tt0075411,Wan Pipel,1976,Wan Pipel,1976
10773,tt13654596,Madurai Veeran,2007,Madurai Veeran,2007
10774,tt1212909,Broken Hill,2009,Broken Hill,2009
10775,tt0077438,El diputado,1978,El diputado,1978
10776,tt0102685,Point Break,1991,Point Break,1991
10777,tt0065700,Entertaining Mr Sloane,1970,Entertaining Mr Sloane,1970
10778,tt0059868,A Very Special Favor,1965,A Very Special Favor,1965
10779,tt0170416,Shikari: The Hunter,1991,Shikari: The Hunter,1991
10780,tt0118930,The Dark Side of the Sun,1988,The Dark Side of the Sun,1988
10781,tt0119313,Hope Floats,1998,Hope Floats,1998
10782,tt0255798,The Animal,2001,The Animal,2001
10783,tt0251182,The Legend of Alfred Packer,1980,The Legend of Alfred Packer,1980
10784,tt0328099,Malibu's Most Wanted,2003,Malibu's Most Wanted,2003
10785,tt0086336,Something Wicked This Way Comes,1983,Something Wicked This Way Comes,1983
10786,tt0416463,Akale,2004,Akale,2004
10787,tt11542440,Harichandra,1998,Harichandra,1997
10788,tt0342300,Dopamine,2003,Dopamine,2003
10789,tt0838195,Reversal of Fortune,2005,Reversal of Fortune,2005
10790,tt1231587,Hot Tub Time Machine,2010,Hot Tub Time Machine,2010
10791,tt0455767,Sivakaasi,2005,Sivakasi,2005
10792,tt1720616,Friends with Kids,2011,Friends with Kids,2011
10793,tt0259996,Ek Hi Bhool,1981,Ek Hi Bhool,1981
10794,tt0195994,Pirates of the Plain,1999,Pirates of the Plain,1999
10795,tt0118710,Beyond the Pale,2000,Beyond the Pale,2000
10796,tt2039339,Flicka: Country Pride,2012,Flicka: Country Pride,2012
10797,tt1661461,What a Man,2011,What a Man,2011
10798,tt0250224,Crazy/Beautiful,2001,Crazy/Beautiful,2001
10799,tt0109193,The Babymaker: The Dr. Cecil Jacobson Story,1994,The Babymaker: The Dr. Cecil Jacobson Story,1994
10800,tt0099700,Gremlins 2: The New Batch,1990,Gremlins 2: The New Batch,1990
10801,tt1391092,Marwencol,2010,Marwencol,2010
10802,tt0212304,Lethal Vows,1999,Lethal Vows,1999
10803,tt1255953,Incendies,2010,Incendies,2010
10804,tt0388377,River Queen,2005,River Queen,2005
10805,tt0117737,Stealing Beauty,1996,Stealing Beauty,1996
10806,tt0178050,Sunset Strip,2000,Sunset Strip,2000
10807,tt1579764,Evadi Gola Vadide,2005,Evadi Gola Vaadidi,2004
10808,tt0259072,Zamani barayé masti asbha,2000,A Time for Drunken Horses,2000
10809,tt0485161,Totally Awesome,2006,Totally Awesome,2006
10810,tt0073600,Race with the Devil,1975,Race with the Devil,1975
10811,tt0807943,Dhee,2007,Dhee,2007
10812,tt0142192,The Corruptor,1999,The Corruptor,1999
