;year_film;year_award;ceremony;category;win;movie_name;people;country;award;imdb_id;imdb_name;year
1232;1962;1963;14;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;TRUE;Reach For The Sky;;;BAFTA;tt0049665;Reach for the Sky;1962
1233;1962;1963;14;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;Food Or Famine;;;BAFTA;tt3793726;Feast & Famine: Creating the Food for the Hunger Games;1962
1234;1962;1963;14;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;Thou Shalt Not Kill (Tu Ne Tueras Point);;;BAFTA;tt0055244;Thou Shalt Not Kill ;1962
1235;1963;1964;15;Film | British Screenplay;TRUE;Tom Jones;['John Osborne'];;BAFTA;tt15398980;Tom Jones;1963
1236;1963;1964;15;Film | British Screenplay;FALSE;Billy Liar;['Keith Waterhouse', ' Willis Hall'];;BAFTA;tt0056868;Billy Liar;1963
1237;1963;1964;15;Film | British Screenplay;FALSE;The Servant;['Harold Pinter'];;BAFTA;tt0057490;The Servant;1963
1238;1963;1964;15;Film | British Screenplay;FALSE;This Sporting Life;['David Storey'];;BAFTA;tt0057578;This Sporting Life;1963
1239;1963;1964;15;Film | Film From Any Source;TRUE;Tom Jones;;;BAFTA;tt15398980;Tom Jones;1963
1240;1963;1964;15;Film | Film From Any Source;FALSE;Billy Liar;;;BAFTA;tt0056868;Billy Liar;1963
1241;1963;1964;15;Film | Film From Any Source;FALSE;David And Lisa;;;BAFTA;tt0055892;David and Lisa;1963
1242;1963;1964;15;Film | Film From Any Source;FALSE;Days Of Wine And Roses;;;BAFTA;tt0055895;Days of Wine and Roses;1963
1243;1963;1964;15;Film | Film From Any Source;FALSE;Divorce, Italian Style (Divorzio All'Italiana);;;BAFTA;tt0055913;Divorzio all'italiana;1963
1244;1963;1964;15;Film | Film From Any Source;FALSE;8½;;;BAFTA;tt0271263;Eight Crazy Nights;1963
1245;1963;1964;15;Film | Film From Any Source;FALSE;The Four Days Of Naples (Le Quattro Giornate Di Napoli);;;BAFTA;tt0056389;The Four Days Of Naples;1963
1246;1963;1964;15;Film | Film From Any Source;FALSE;Hud;;;BAFTA;tt0057163;Hud;1963
1247;1963;1964;15;Film | Film From Any Source;FALSE;Knife In The Water (Nóz W Wodzie);;;BAFTA;tt0056291;Nóz w wodzie;1963
1248;1963;1964;15;Film | Film From Any Source;FALSE;The Servant;;;BAFTA;tt0057490;The Servant;1963
1249;1963;1964;15;Film | Film From Any Source;FALSE;This Sporting Life;;;BAFTA;tt0057578;This Sporting Life;1963
1250;1963;1964;15;Film | Film From Any Source;FALSE;To Kill A Mockingbird;;;BAFTA;tt0056592;To Kill a Mockingbird;1963
1251;1963;1964;15;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;TRUE;Inheritance;;;BAFTA;tt7923220;Inheritance;1963
1252;1963;1964;15;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;War Hunt;;;BAFTA;tt2381991;The Huntsman: Winter's War;1963
1253;1964;1965;16;Film | British Screenplay;TRUE;The Pumpkin Eater;['Harold Pinter'];;BAFTA;tt0058500;The Pumpkin Eater;1964
1254;1964;1965;16;Film | British Screenplay;FALSE;Becket;['Edward Anhalt'];;BAFTA;tt0057877;Becket;1964
1255;1964;1965;16;Film | British Screenplay;FALSE;Dr Strangelove;['Stanley Kubrick', ' Peter George', ' Terry Southern'];;BAFTA;tt0057012;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;1964
1256;1964;1965;16;Film | British Screenplay;FALSE;Séance On A Wet Afternoon;['Bryan Forbes'];;BAFTA;tt0058557;Seance on a Wet Afternoon;1964
1257;1964;1965;16;Film | Film;TRUE;Dr Strangelove;;;BAFTA;tt0057012;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;1964
1258;1964;1965;16;Film | Film;FALSE;Becket;;;BAFTA;tt0057877;Becket;1964
1259;1964;1965;16;Film | Film;FALSE;The Pumpkin Eater;;;BAFTA;tt0058500;The Pumpkin Eater;1964
1260;1964;1965;16;Film | Film;FALSE;The Train;;;BAFTA;tt3631112;The Girl on the Train;1964
1261;1964;1965;16;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;TRUE;Dr Strangelove;;;BAFTA;tt0057012;Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb;1964
1262;1964;1965;16;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;A Distant Trumpet;;;BAFTA;tt0058019;A Distant Trumpet;1964
1263;1964;1965;16;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;Lilies Of The Field;;;BAFTA;tt0057251;Lilies of the Field;1964
1264;1964;1965;16;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;23 Skidoo;;;BAFTA;tt0193693;23 -- Skidoo;1964
1265;1965;1966;17;Film | British Screenplay;TRUE;Darling;['Frederic Raphael'];;BAFTA;tt10731256;Don't Worry Darling;1965
1266;1965;1966;17;Film | British Screenplay;FALSE;The Hill;['Ray Rigby'];;BAFTA;tt6763664;The Haunting of Hill House;1965
1267;1965;1966;17;Film | British Screenplay;FALSE;The Ipcress File;['Bill Canaway', ' James Doran'];;BAFTA;tt13636038;The Ipcress File;1965
1268;1965;1966;17;Film | British Screenplay;FALSE;The Knack;['Charles Wood'];;BAFTA;tt0059362;The Knack ...and How to Get It;1965
1269;1965;1966;17;Film | Film;TRUE;My Fair Lady;['George Cukor'];;BAFTA;tt0058385;My Fair Lady;1965
1270;1965;1966;17;Film | Film;FALSE;Hamlet (Gamlet);['Grigori Kozintsev'];;BAFTA;tt0116477;Hamlet;1965
1271;1965;1966;17;Film | Film;FALSE;The Hill;['Sidney Lumet'];;BAFTA;tt6763664;The Haunting of Hill House;1965
1272;1965;1966;17;Film | Film;FALSE;The Knack;['Richard Lester'];;BAFTA;tt0059362;The Knack ...and How to Get It;1965
1273;1965;1966;17;Film | Film;FALSE;Zorba The Greek;['Michael Cacoyannis'];;BAFTA;tt0057831;Alexis Zorbas;1965
1274;1965;1966;17;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;TRUE;Tokyo Olympiad;['Kon Ichikawa'];;BAFTA;tt0059817;Tôkyô orinpikku;1965
1275;1965;1966;17;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;Fail Safe;['Sidney Lumet'];;BAFTA;tt0058083;Fail Safe;1965
1276;1965;1966;17;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;King Rat;['Bryan Forbes'];;BAFTA;tt0059358;King Rat;1965
1277;1965;1966;17;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;Zorba The Greek;['Michael Cacoyannis'];;BAFTA;tt0057831;Alexis Zorbas;1965
1278;1966;1967;18;Film | British Screenplay;TRUE;Morgan - A Suitable Case For Treatment;['David Mercer'];;BAFTA;tt0060714;Morgan: A Suitable Case for Treatment;1966
1279;1966;1967;18;Film | British Screenplay;FALSE;Alfie;['Bill Naughton'];;BAFTA;nm0257917;Alfred Enoch;1966
1280;1966;1967;18;Film | British Screenplay;FALSE;It Happened Here;['Kevin Brownlow', ' Andrew Mollo'];;BAFTA;tt0055024;It Happened Here;1966
1281;1966;1967;18;Film | British Screenplay;FALSE;The Quiller Memorandum;['Harold Pinter'];;BAFTA;tt0060880;The Quiller Memorandum;1966
1282;1966;1967;18;Film | Film;TRUE;Who's Afraid Of Virginia Woolf?;['Mike Nichols'];;BAFTA;tt0061184;Who's Afraid of Virginia Woolf?;1966
1283;1966;1967;18;Film | Film;FALSE;Dr Zhivago;['David Lean'];;BAFTA;tt0059113;Doctor Zhivago;1966
1284;1966;1967;18;Film | Film;FALSE;Morgan - A Suitable Case For Treatment;['Karel Reisz'];;BAFTA;tt0060714;Morgan: A Suitable Case for Treatment;1966
1285;1966;1967;18;Film | Film;FALSE;The Spy Who Came In From The Cold;['Martin Ritt'];;BAFTA;tt0059749;The Spy Who Came in from the Cold;1966
1286;1966;1967;18;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;TRUE;The War Game;['Peter Watkins'];;BAFTA;tt0059894;The War Game;1966
1287;1966;1967;18;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;The Pawnbroker;['Sidney Lumet'];;BAFTA;tt0059575;The Pawnbroker;1966
1288;1966;1967;18;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;The Russians Are Coming, The Russians Are Coming;['Norman Jewison'];;BAFTA;tt0060921;The Russians Are Coming the Russians Are Coming;1966
1289;1966;1967;18;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;Vietnam - People And War;['Jo Menell'];;BAFTA;tt0792643;Vietnam - People and War;1966
1290;1967;1968;19;Film | British Screenplay;TRUE;A Man For All Seasons;['Robert Bolt'];;BAFTA;tt0060665;A Man for All Seasons;1967
1291;1967;1968;19;Film | British Screenplay;FALSE;Accident;['Harold Pinter'];;BAFTA;tt6237612;Accident Man;1967
1292;1967;1968;19;Film | British Screenplay;FALSE;The Deadly Affair;['Paul Dehn'];;BAFTA;tt0061556;The Deadly Affair;1967
1293;1967;1968;19;Film | British Screenplay;FALSE;Two For The Road;['Frederic Raphael'];;BAFTA;tt0062407;Two for the Road;1967
1294;1967;1968;19;Film | Film;TRUE;A Man For All Seasons;['Fred Zinnemann'];;BAFTA;tt0060665;A Man for All Seasons;1967
1295;1967;1968;19;Film | Film;FALSE;Bonnie And Clyde;['Arthur Penn'];;BAFTA;tt0061418;Bonnie and Clyde;1967
1296;1967;1968;19;Film | Film;FALSE;In The Heat Of The Night;['Norman Jewison'];;BAFTA;tt0094484;In the Heat of the Night;1967
1297;1967;1968;19;Film | Film;FALSE;A Man And A Woman (Un Homme Et Une Femme);['Claude Lelouch'];;BAFTA;tt1621045;Think Like a Man;1967
1298;1967;1968;19;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;TRUE;In The Heat Of The Night;['Norman Jewison'];;BAFTA;tt0094484;In the Heat of the Night;1967
1299;1967;1968;19;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;The Gospel According To St Matthew;['Pier Paolo Pasolini'];;BAFTA;tt0070121;Godspell: A Musical Based on the Gospel According to St. Matthew;1967
1300;1968;1969;20;Film | Film;TRUE;The Graduate;['Mike Nichols'];;BAFTA;tt0061722;The Graduate;1968
1301;1968;1969;20;Film | Film;FALSE;Closely Observed Trains;['Jiri Menzel'];;BAFTA;tt0060802;Ostre sledované vlaky;1968
1302;1968;1969;20;Film | Film;FALSE;Oliver!;['Carol Reed'];;BAFTA;tt0063385;Oliver!;1968
1303;1968;1969;20;Film | Film;FALSE;2001: A Space Odyssey;['Stanley Kubrick'];;BAFTA;tt0062622;2001: A Space Odyssey;1968
1304;1968;1969;20;Film | Screenplay;TRUE;The Graduate;['Calder Willingham', ' Buck Henry'];;BAFTA;tt0061722;The Graduate;1968
1305;1968;1969;20;Film | Screenplay;FALSE;Guess Who's Coming To Dinner?;['William Rose'];;BAFTA;tt0061735;Guess Who's Coming to Dinner;1968
1306;1968;1969;20;Film | Screenplay;FALSE;If...;['David Sherwin'];;BAFTA;tt11152168;If;1968
1307;1968;1969;20;Film | Screenplay;FALSE;The Lion In Winter;['James Goldman'];;BAFTA;tt0063227;The Lion in Winter;1968
1308;1968;1969;20;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;TRUE;Guess Who's Coming To Dinner?;['Stanley Kramer'];;BAFTA;tt0061735;Guess Who's Coming to Dinner;1968
1309;1968;1969;20;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;In Need Of Special Care;['Jonathan Stedall'];;BAFTA;tt3881932;Doctor Who: Children in Need Special;1968
1310;1968;1969;20;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;The Lion In Winter;['Anthony Harvey'];;BAFTA;tt0063227;The Lion in Winter;1968
1311;1968;1969;20;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;2001: A Space Odyssey;['Stanley Kubrick'];;BAFTA;tt0062622;2001: A Space Odyssey;1968
1312;1969;1970;21;Film | Film;TRUE;Midnight Cowboy;;;BAFTA;tt0064665;Midnight Cowboy;1969
1313;1969;1970;21;Film | Film;FALSE;Oh! What A Lovely War;;;BAFTA;tt0064754;Oh! What a Lovely War;1969
1314;1969;1970;21;Film | Film;FALSE;Women In Love;;;BAFTA;tt0066579;Women in Love;1969
1315;1969;1970;21;Film | Film;FALSE;Z;;;BAFTA;nm3918035;Zendaya;1969
1316;1969;1970;21;Film | Screenplay;TRUE;Midnight Cowboy;['Waldo Salt'];;BAFTA;tt0064665;Midnight Cowboy;1969
1317;1969;1970;21;Film | Screenplay;FALSE;Goodbye, Columbus;['Arnold Schulman'];;BAFTA;tt0064381;Goodbye, Columbus;1969
1318;1969;1970;21;Film | Screenplay;FALSE;Women In Love;['Larry Kramer'];;BAFTA;tt0066579;Women in Love;1969
1319;1969;1970;21;Film | Screenplay;FALSE;Z;['Costa-Gavras', ' Jorge Semprun'];;BAFTA;nm3918035;Zendaya;1969
1320;1969;1970;21;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;TRUE;Oh! What A Lovely War;;;BAFTA;tt0064754;Oh! What a Lovely War;1969
1321;1969;1970;21;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;Ådalen '31;;;BAFTA;tt0065261;Ådalen 31;1969
1322;1969;1970;21;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;Midnight Cowboy;;;BAFTA;tt0064665;Midnight Cowboy;1969
1323;1969;1970;21;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;Z;;;BAFTA;nm3918035;Zendaya;1969
1324;1970;1971;22;Film | Film;TRUE;Butch Cassidy And The Sundance Kid;;;BAFTA;tt0064115;Butch Cassidy and the Sundance Kid;1970
1325;1970;1971;22;Film | Film;FALSE;Kes;;;BAFTA;tt0064541;Kes;1970
1326;1970;1971;22;Film | Film;FALSE;M*A*S*H;;;BAFTA;tt0068098;M*A*S*H;1970
1327;1970;1971;22;Film | Film;FALSE;Ryan's Daughter;;;BAFTA;tt0066319;Ryan's Daughter;1970
1328;1970;1971;22;Film | Screenplay;TRUE;Butch Cassidy And The Sundance Kid;['William Goldman'];;BAFTA;tt0064115;Butch Cassidy and the Sundance Kid;1970
1329;1970;1971;22;Film | Screenplay;FALSE;Bob And Carol And Ted And Alice;['Paul Mazursky', ' Larry Tucker'];;BAFTA;tt0064100;Bob & Carol & Ted & Alice;1970
1330;1970;1971;22;Film | Screenplay;FALSE;Kes;['Barry Hines', ' Ken Loach', ' Tony Garnett'];;BAFTA;tt0064541;Kes;1970
1331;1970;1971;22;Film | Screenplay;FALSE;They Shoot Horses, Don't They?;['James Poe', '  Robert E Thompson'];;BAFTA;tt0065088;They Shoot Horses, Don't They?;1970
1332;1970;1971;22;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;TRUE;M*A*S*H;;;BAFTA;tt0068098;M*A*S*H;1970
1333;1970;1971;22;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;Catch 22;;;BAFTA;tt5056196;Catch-22;1970
1334;1970;1971;22;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;The Confession (L'Aveu);;;BAFTA;tt23569850;The Confession;1970
1335;1970;1971;22;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;Kes;;;BAFTA;tt0064541;Kes;1970
1336;1971;1972;23;Film | Film;TRUE;Sunday, Bloody Sunday;;;BAFTA;tt0067805;Sunday Bloody Sunday;1971
1337;1971;1972;23;Film | Film;FALSE;Death In Venice;;;BAFTA;tt0067445;Morte a Venezia;1971
1338;1971;1972;23;Film | Film;FALSE;The Go-Between;;;BAFTA;tt0067144;The Go-Between;1971
1339;1971;1972;23;Film | Film;FALSE;Taking Off;;;BAFTA;tt0067820;Taking Off;1971
1340;1971;1972;23;Film | Screenplay;TRUE;The Go-Between;['Harold Pinter'];;BAFTA;tt0067144;The Go-Between;1971
1341;1971;1972;23;Film | Screenplay;FALSE;Gumshoe;['Neville Smith'];;BAFTA;tt0068669;Gumshoe;1971
1342;1971;1972;23;Film | Screenplay;FALSE;Sunday, Bloody Sunday;['Penelope Gilliatt'];;BAFTA;tt0067805;Sunday Bloody Sunday;1971
1343;1971;1972;23;Film | Screenplay;FALSE;Taking Off;['Milos Forman', ' John Guare', ' Jean-Claude Carrière', ' John Klein'];;BAFTA;tt0067820;Taking Off;1971
1344;1971;1972;23;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;TRUE;The Battle Of Algiers;['Gillo Pontecorvo'];;BAFTA;tt8050084;The Battle of Algiers, a Film Within History;1971
1345;1971;1972;23;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;The Ballad Of Joe Hill;;;BAFTA;tt10545296;The Hunger Games: The Ballad of Songbirds & Snakes;1971
1346;1971;1972;23;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;The Landlord;;;BAFTA;tt4392454;Slumlord;1971
1347;1971;1972;23;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;Little Big Man;;;BAFTA;tt0065988;Little Big Man;1971
1348;1972;1973;24;Film | Film;TRUE;Cabaret;;;BAFTA;tt0068327;Cabaret;1972
1349;1972;1973;24;Film | Film;FALSE;A Clockwork Orange;;;BAFTA;tt0066921;A Clockwork Orange;1972
1350;1972;1973;24;Film | Film;FALSE;The French Connection;;;BAFTA;tt0067116;The French Connection;1972
1351;1972;1973;24;Film | Film;FALSE;The Last Picture Show;;;BAFTA;tt0067328;The Last Picture Show;1972
1352;1972;1973;24;Film | Screenplay;TRUE;The Hospital;['Paddy Chayefsky'];;BAFTA;tt0067217;The Hospital;1972
1353;1972;1973;24;Film | Screenplay;TRUE;The Last Picture Show;['Larry McMurtry', ' Peter Bogdanovich'];;BAFTA;tt0067328;The Last Picture Show;1972
1354;1972;1973;24;Film | Screenplay;FALSE;Cabaret;['Jay Presson Allen'];;BAFTA;tt0068327;Cabaret;1972
1355;1972;1973;24;Film | Screenplay;FALSE;A Clockwork Orange;['Stanley Kubrick'];;BAFTA;tt0066921;A Clockwork Orange;1972
1356;1972;1973;24;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;TRUE;The Garden Of The Finzi-Continis (Il Giardino Dei Finzi-Contini);;;BAFTA;tt0065777;Il giardino dei Finzi Contini;1972
1357;1972;1973;24;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;A Day In The Death Of Joe Egg;;;BAFTA;tt0068450;A Day in the Death of Joe Egg;1972
1358;1972;1973;24;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;Family Life;;;BAFTA;tt0088354;La vie de famille;1972
1359;1972;1973;24;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;One Day In The Life Of Ivan Denisovich;;;BAFTA;tt0067530;One Day in the Life of Ivan Denisovich;1972
1360;1973;1974;25;Film | Film;TRUE;Day For Night (La Nuit Américaine);;;BAFTA;tt0070460;La nuit américaine;1973
1361;1973;1974;25;Film | Film;FALSE;The Day Of The Jackal;;;BAFTA;tt0069947;The Day of the Jackal;1973
1362;1973;1974;25;Film | Film;FALSE;The Discreet Charm Of The Bourgeoisie (Le Charme Discret De La Bourgeoisie);;;BAFTA;tt0068361;Le charme discret de la bourgeoisie;1973
1363;1973;1974;25;Film | Film;FALSE;Don't Look Now;;;BAFTA;tt0069995;Don't Look Now;1973
1364;1973;1974;25;Film | Screenplay;TRUE;The Discreet Charm Of The Bourgeoisie (Le Charme Discret De La Bourgeoisie);['Luis Buñuel', ' Jean-Claude Carrière'];;BAFTA;tt0068361;Le charme discret de la bourgeoisie;1973
1365;1973;1974;25;Film | Screenplay;FALSE;The Day Of The Jackal;['Kenneth Ross'];;BAFTA;tt0069947;The Day of the Jackal;1973
1366;1973;1974;25;Film | Screenplay;FALSE;Sleuth;['Anthony Schaffer'];;BAFTA;tt0069281;Sleuth;1973
1367;1973;1974;25;Film | Screenplay;FALSE;A Touch Of Class;['Melvin Frank', ' Jack Rose'];;BAFTA;tt0070819;A Touch of Class;1973
1368;1973;1974;25;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;TRUE;State Of Siege (État De Siège);['Costa-Gavras'];;BAFTA;tt0070959;État de siège;1973
1369;1973;1974;25;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;Jesus Christ Superstar;;;BAFTA;tt0070239;Jesus Christ Superstar;1973
1370;1973;1974;25;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;Savages;;;BAFTA;tt1615065;Savages;1973
1371;1973;1974;25;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;Sounder;;;BAFTA;tt0069303;Sounder;1973
1372;1974;1975;26;Film | Film;TRUE;Lacombe Lucien;['Louis Malle'];;BAFTA;tt0071733;Lacombe Lucien;1974
1373;1974;1975;26;Film | Film;FALSE;Chinatown;;;BAFTA;tt0071315;Chinatown;1974
1374;1974;1975;26;Film | Film;FALSE;The Last Detail;;;BAFTA;tt0070290;The Last Detail;1974
1375;1974;1975;26;Film | Film;FALSE;Murder On The Orient Express;;;BAFTA;tt3402236;Murder on the Orient Express;1974
1376;1974;1975;26;Film | Screenplay;TRUE;Chinatown/The Last Detail;['Robert Towne'];;BAFTA;tt27312549;The Rise of Skywalker Details, Snyder Cut, Henry Cavill's Superman, Beverly Hills Cop 4, Chinatown Prequel, and More;1974
1377;1974;1975;26;Film | Screenplay;FALSE;Blazing Saddles;['Mel Brooks', ' Norman Steinberg', ' Andrew Bergman', ' Richard Pryor', ' Alan Uger'];;BAFTA;tt0071230;Blazing Saddles;1974
1378;1974;1975;26;Film | Screenplay;FALSE;The Conversation;['Francis Ford Coppola'];;BAFTA;tt0071360;The Conversation;1974
1379;1974;1975;26;Film | Screenplay;FALSE;Lacombe Lucien;['Louis Malle', ' Patrick Modiano'];;BAFTA;tt0071733;Lacombe Lucien;1974
1380;1974;1975;26;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;TRUE;Lacombe Lucien;['Louis Malle'];;BAFTA;tt0071733;Lacombe Lucien;1974
1381;1974;1975;26;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;FALSE;The Autobiography Of Miss Jane Pittman;;;BAFTA;tt0071175;The Autobiography of Miss Jane Pittman;1974
1382;1975;1976;27;Film | Film;TRUE;Alice Doesn't Live Here Anymore;;;BAFTA;tt0071115;Alice Doesn't Live Here Anymore;1975
1383;1975;1976;27;Film | Film;FALSE;Barry Lyndon;;;BAFTA;tt0072684;Barry Lyndon;1975
1384;1975;1976;27;Film | Film;FALSE;Dog Day Afternoon;;;BAFTA;tt0072890;Dog Day Afternoon;1975
1385;1975;1976;27;Film | Film;FALSE;Jaws;;;BAFTA;tt0073195;Jaws;1975
1386;1975;1976;27;Film | Screenplay;TRUE;Alice Doesn't Live Here Anymore;['Robert Getchell'];;BAFTA;tt0071115;Alice Doesn't Live Here Anymore;1975
1387;1975;1976;27;Film | Screenplay;FALSE;Dog Day Afternoon;['Frank Pierson'];;BAFTA;tt0072890;Dog Day Afternoon;1975
1388;1975;1976;27;Film | Screenplay;FALSE;Jaws;['Peter Benchley', ' Carl Gottlieb'];;BAFTA;tt0073195;Jaws;1975
1389;1975;1976;27;Film | Screenplay;FALSE;Nashville;['Joan Tewkesbury'];;BAFTA;tt2281375;Nashville;1975
1390;1975;1976;27;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;TRUE;Conrack;;;BAFTA;tt0071358;Conrack;1975
1391;1976;1977;28;Film | Film;TRUE;One Flew Over The Cuckoo's Nest;['Saul Zaentz', ' Michael Douglas'];;BAFTA;tt0073486;One Flew Over the Cuckoo's Nest;1976
1392;1976;1977;28;Film | Film;FALSE;All The President's Men;;;BAFTA;tt0074119;All the President's Men;1976
1393;1976;1977;28;Film | Film;FALSE;Bugsy Malone;;;BAFTA;tt0074256;Bugsy Malone;1976
1394;1976;1977;28;Film | Film;FALSE;Taxi Driver;;;BAFTA;tt0075314;Taxi Driver;1976
1395;1976;1977;28;Film | Screenplay;TRUE;Bugsy Malone;['Alan Parker'];;BAFTA;tt0074256;Bugsy Malone;1976
1396;1976;1977;28;Film | Screenplay;FALSE;All The President's Men;['William Goldman'];;BAFTA;tt0074119;All the President's Men;1976
1397;1976;1977;28;Film | Screenplay;FALSE;One Flew Over The Cuckoo's Nest;['Lawrence Hauben', ' Bo Goldman'];;BAFTA;tt0073486;One Flew Over the Cuckoo's Nest;1976
1398;1976;1977;28;Film | Screenplay;FALSE;The Sunshine Boys;['Neil Simon'];;BAFTA;tt0073766;The Sunshine Boys;1976
1399;1976;1977;28;Film | United Nations Award - for the best Film embodying one or more of the principles of the United Nations Charter;TRUE;Category not awarded this year;;;BAFTA;tt4176750;Tell Spring Not to Come This Year;1976
1400;1977;1978;29;Film | Film;TRUE;Annie Hall;['Jack Rollins', ' Charles H Joffe'];;BAFTA;tt0075686;Annie Hall;1977
1401;1977;1978;29;Film | Film;FALSE;A Bridge Too Far;;;BAFTA;tt0075784;A Bridge Too Far;1977
1402;1977;1978;29;Film | Film;FALSE;Network;;;BAFTA;tt0074958;Network;1977
1403;1977;1978;29;Film | Film;FALSE;Rocky;;;BAFTA;tt0075148;Rocky;1977
1404;1977;1978;29;Film | Screenplay;TRUE;Annie Hall;['Woody Allen', ' Marshall Brickman'];;BAFTA;tt0075686;Annie Hall;1977
1405;1977;1978;29;Film | Screenplay;FALSE;Equus;['Peter Schaffer'];;BAFTA;tt0075995;Equus;1977
1406;1977;1978;29;Film | Screenplay;FALSE;Network;['Paddy Chayefsky'];;BAFTA;tt0074958;Network;1977
1407;1977;1978;29;Film | Screenplay;FALSE;Rocky;['Sylvester Stallone'];;BAFTA;tt0075148;Rocky;1977
1408;1978;1979;30;Film | Film;TRUE;Julia;;;BAFTA;nm0000210;Julia Roberts;1978
1409;1978;1979;30;Film | Film;FALSE;Close Encounters Of The Third Kind;;;BAFTA;tt0075860;Close Encounters of the Third Kind;1978
1410;1978;1979;30;Film | Film;FALSE;Midnight Express;;;BAFTA;tt0077928;Midnight Express;1978
1411;1978;1979;30;Film | Film;FALSE;Star Wars;;;BAFTA;tt0076759;Star Wars;1978
1412;1978;1979;30;Film | Screenplay;TRUE;Julia;['Alvin Sargent'];;BAFTA;nm0000210;Julia Roberts;1978
1413;1978;1979;30;Film | Screenplay;FALSE;Close Encounters Of The Third Kind;['Steven Spielberg'];;BAFTA;tt0075860;Close Encounters of the Third Kind;1978
1414;1978;1979;30;Film | Screenplay;FALSE;The Goodbye Girl;['Neil Simon'];;BAFTA;tt0076095;The Goodbye Girl;1978
1415;1978;1979;30;Film | Screenplay;FALSE;A Wedding;['John Considine', ' Patricia Resnick', ' Allan Nicholls', ' Robert Altman'];;BAFTA;tt0109831;Four Weddings and a Funeral;1978
1416;1979;1980;31;Film | Film;TRUE;Manhattan;['Woody Allen'];;BAFTA;tt3231564;Manhattan;1979
1417;1979;1980;31;Film | Film;FALSE;Apocalypse Now;['Francis Ford Coppola'];;BAFTA;tt0078788;Apocalypse Now;1979
