,imdb_id,domestic_distributor,domestic_opening,budget,releases,performance_domestic,performance_international,performance_worldwide,metric_roi,percentage_domestic,percentage_international
250,tt0080310,New World Pictures,,,,,,,,,
251,tt0080979,Twentieth Century Fox,,6000000.0,2.0,4000000.0,18532.0,4018532.0,-0.3302446666666667,0.995388365701704,0.0046116342982959
253,tt0080009,Columbia Pictures,,,2.0,20093330.0,7917.0,20101247.0,,0.999606143837743,0.0003938561622569
254,tt0082432,Paramount Pictures,,,2.0,5732587.0,,5732587.0,,1.0,
256,tt0079596,Analysis Film Releasing Corporatio,,,,,,,,,
257,tt0080388,Paramount Pictures,,,1.0,12729675.0,,12729675.0,,1.0,
258,tt0082158,Columbia Pictures,68907.0,,4.0,58972904.0,330455.0,59303359.0,,0.9944277186727316,0.0055722813272684
259,tt0083946,,,,2.0,,2874.0,2874.0,,,1.0
260,tt0084296,Twentieth Century Fox,694126.0,,2.0,20659423.0,,20659423.0,,1.0,
261,tt0083987,Columbia Pictures,131153.0,,2.0,52767889.0,,52767889.0,,1.0,
262,tt0084821,Universal Pictures,,,1.0,3783329.0,,3783329.0,,1.0,
263,tt0083922,Embassy Pictures,,,3.0,6783304.0,15813.0,6799117.0,,0.997674256818937,0.002325743181063
264,tt0085622,Metro-Goldwyn-Mayer (MGM),,,1.0,5516140.0,,5516140.0,,1.0,
265,tt0087884,Twentieth Century Fox,,,4.0,2181987.0,26850.0,2208837.0,,0.987844281855112,0.012155718144888
267,tt0091288,Orion Classics,,,1.0,4940939.0,,4940939.0,,1.0,
268,tt0092593,Orion Classics,,,2.0,4542825.0,32788.0,4575613.0,,0.99283418418472,0.0071658158152798
269,tt0089881,Orion Classics,,11500000.0,6.0,4135750.0,28533.0,4164283.0,-0.6378884347826087,0.9931481601994868,0.006851839800513
274,tt0096028,Cinecom Pictures,,,2.0,2080046.0,712.0,2080758.0,,0.9996578170070716,0.0003421829929285
276,tt0094828,Orion Classics,89273.0,,2.0,3331297.0,,3331297.0,,1.0,
278,tt0095276,Columbia Pictures,15504.0,,1.0,82635.0,,82635.0,,1.0,
279,tt0099334,Orion Classics,,,2.0,5820020.0,2021.0,5822041.0,,0.999652870874664,0.0003471291253359
280,tt2334733,Alchemy,20841.0,,1.0,44235.0,614297.0,658532.0,,0.0671721343837505,0.9328278656162496
281,tt0108394,Miramax,6413.0,,4.0,1324974.0,178969.0,1503943.0,,0.8810001442873833,0.1189998557126167
283,tt0104507,Sony Pictures Classics,,,1.0,5603158.0,,5603158.0,,1.0,
284,tt0105483,Walt Disney Studios Motion Pictures,2886082.0,,1.0,12282994.0,,12282994.0,,1.0,
287,tt0117477,Miramax,,,1.0,1979768.0,,1979768.0,,1.0,
288,tt0119657,Sony Pictures Classics,,,1.0,910773.0,,910773.0,,1.0,
291,tt0123385,Miramax,32941.0,,1.0,356749.0,,356749.0,,1.0,
292,tt1707386,Universal Pictures,27281735.0,61000000.0,1.0,148809770.0,293489539.0,442299309.0,6.250808344262295,0.3364458568484899,0.6635541431515101
293,tt0130444,Zeitgeist Films,42919.0,,1.0,927107.0,,927107.0,,1.0,
294,tt0245712,Lions Gate Films,61047.0,,1.0,5408467.0,15500000.0,20908467.0,,0.2586735316367288,0.7413264683632712
295,tt0168501,Universal Pictures,9031660.0,9000000.0,1.0,34102780.0,471000.0,34573780.0,2.8415311111111112,0.9863769596497692,0.0136230403502307
296,tt11015978,,,,1.0,,13998.0,13998.0,,,1.0
298,tt0213847,Miramax,62282.0,,1.0,3448233.0,11045051.0,14493284.0,,0.2379193701027317,0.7620806298972683
299,tt0245574,IFC Films,408091.0,,1.0,13839658.0,19777034.0,33616692.0,,0.411690061592021,0.588309938407979
300,tt0265343,USA Films,68546.0,,1.0,13885966.0,16901390.0,30787356.0,,0.4510282078136232,0.5489717921863768
301,tt0329388,Sony Pictures Classics,,,1.0,2823890.0,9540946.0,12364836.0,,0.228380708001303,0.7716192919986969
302,tt0441909,Sony Pictures Classics,202000.0,,2.0,12899867.0,72700786.0,85600653.0,,0.1506982312389602,0.8493017687610397
303,tt0468565,Miramax,76324.0,,1.0,2912606.0,6978697.0,9891303.0,,0.2944613060584636,0.7055386939415363
304,tt0301357,Sony Pictures Classics,57968.0,,1.0,4064200.0,75252757.0,79316957.0,,0.0512399889471301,0.9487600110528698
305,tt0445620,Warner Independent Pictures (WIP),48023.0,2000000.0,1.0,1457843.0,2122059.0,3579902.0,0.789951,0.4072298627169123,0.5927701372830876
306,tt0498380,Warner Bros.,89097.0,19000000.0,1.0,13756082.0,54917146.0,68673228.0,2.614380421052632,0.2003121507554588,0.7996878492445412
307,tt0419887,Paramount Vantage,471713.0,,1.0,15800078.0,59210951.0,75011029.0,,0.2106367318331281,0.7893632681668719
309,tt0167260,New Line Cinema,72629713.0,94000000.0,7.0,379427292.0,776721793.0,1156149085.0,11.29945835106383,0.3281819766349597,0.6718180233650404
310,tt0808417,Sony Pictures Classics,88826.0,,1.0,4445756.0,18338222.0,22783978.0,,0.1951264173446796,0.8048735826553204
311,tt0472043,Walt Disney Studios Motion Pictures,15005604.0,40000000.0,1.0,50866635.0,69806592.0,120673227.0,2.016830675,0.4215237817415788,0.5784762182584211
312,tt1185616,Sony Pictures Classics,50021.0,,1.0,2283849.0,8895523.0,11179372.0,,0.2042913501760206,0.7957086498239794
313,tt0765432,Vitagraph Films,17348.0,,1.0,476270.0,26461085.0,26937355.0,,0.0176806520165027,0.9823193479834972
315,tt1081935,,,,9.0,,16017513.0,16017513.0,,,1.0
316,tt1602620,Sony Pictures Classics,68266.0,8900000.0,2.0,6739492.0,22924648.0,29664140.0,2.3330494382022477,0.2271932373566198,0.7728067626433802
317,tt1675434,The Weinstein Company,103507.0,,2.0,10198820.0,416389690.0,426588510.0,,0.0239078638100215,0.9760921361899784
318,tt1613750,The Weinstein Company,22168.0,,1.0,1517410.0,21325477.0,22842887.0,,0.0664281183022093,0.9335718816977908
319,tt1164999,Roadside Attractions,457206.0,,1.0,5101237.0,20046549.0,25147786.0,,0.2028503423720879,0.797149657627912
320,tt0097737,Metro-Goldwyn-Mayer (MGM),5029164.0,,1.0,15704614.0,,15704614.0,,1.0,
321,tt0052893,,,,3.0,96439.0,43508.0,139947.0,,0.689110877689411,0.310889122310589
323,tt1714209,FilmDistrict,18854.0,,1.0,303877.0,899822.0,1203699.0,,0.2524526480457323,0.7475473519542677
325,tt8359848,A24,119423.0,,1.0,817339.0,878930.0,1696269.0,,0.4818451554558858,0.5181548445441142
329,tt1723811,Fox Searchligh,361000.0,,1.0,3909002.0,15214765.0,19123767.0,,0.2044054395768365,0.7955945604231635
337,tt0057578,,,,1.0,,813.0,813.0,,,1.0
342,tt0114057,Sony Pictures Entertainment (SPE),29097.0,,1.0,2844379.0,,2844379.0,,1.0,
344,tt0060176,,,,3.0,,37964.0,37964.0,,,1.0
347,tt0062767,,,,2.0,,6901.0,6901.0,,,1.0
350,tt0062141,,,,1.0,,15709.0,15709.0,,,1.0
354,tt0317740,Paramount Pictures,19457944.0,60000000.0,1.0,106128601.0,69941570.0,176070171.0,1.93450285,0.6027630938121824,0.3972369061878176
358,tt0066579,,,,2.0,,,,,,
360,tt0067144,,,,1.0,,2578.0,2578.0,,,1.0
363,tt0054353,Warner Bros.,,,,,,,,,
365,tt0053793,,,,1.0,,64.0,64.0,,,1.0
368,tt0053946,United Artists,,,,,,,,,
370,tt0053604,United Artists,,,6.0,18600000.0,178738.0,18778738.0,,0.990481895002742,0.009518104997258
372,tt0054997,Twentieth Century Fox,,,,,,,,,
374,tt0054953,Columbia Pictures,,6000000.0,2.0,,19394.0,19394.0,-0.9967676666666668,,1.0
375,tt0055031,United Artists,,,2.0,,12180.0,12180.0,,,1.0
376,tt0054698,,,,5.0,,527412.0,527412.0,,,1.0
377,tt0055100,Universal Pictures,,,,,,,,,
378,tt0056172,Columbia Pictures,,,10.0,45306425.0,414206.0,45720631.0,,0.9909405012367392,0.0090594987632607
379,tt3581652,20th Century Studios,10574618.0,,1.0,38530322.0,37485849.0,76016171.0,,0.5068700711063177,0.4931299288936823
380,tt0056592,Universal Pictures,,,3.0,592237.0,6909.0,599146.0,,0.9884685869554332,0.0115314130445667
381,tt0119558,The Samuel Goldwyn Company,19492.0,62000000.0,2.0,1071255.0,,1071255.0,-0.9827216935483872,1.0,
383,tt0053779,,,,5.0,,213703.0,213703.0,,,1.0
384,tt0056241,United Artists,,,2.0,,4139.0,4139.0,,,1.0
385,tt0056575,Universal Pictures,,,,,,,,,
391,tt0057012,Columbia Pictures,,1800000.0,5.0,9440272.0,85669.0,9525941.0,4.292189444444444,0.991006767730348,0.0089932322696518
392,tt0056085,Cinerama,,,2.0,76729.0,,76729.0,,1.0,
394,tt0057877,Slowhand Cinema Releasing,7912.0,,1.0,149327.0,,149327.0,,1.0,
395,tt0058385,Warner Bros.,,17000000.0,5.0,72560711.0,71942.0,72632653.0,3.272509,0.999009508849966,0.0009904911500341
397,tt0058182,Miramax,50445.0,,3.0,1480356.0,880205.0,2360561.0,,0.6271204175617575,0.3728795824382424
400,tt0058331,Walt Disney Studios Motion Pictures,,,8.0,102272727.0,809653.0,103082380.0,,0.9921455732783818,0.0078544267216181
404,tt0061512,Warner Bros.,,,2.0,,67.0,67.0,,,1.0
411,tt0062407,,,,1.0,,17380.0,17380.0,,,1.0
412,tt0061809,Columbia Pictures,,,,,,,,,
416,tt0062622,Metro-Goldwyn-Mayer (MGM),,12000000.0,12.0,60481243.0,5971182.0,66452425.0,4.5377020833333335,0.9101435049210016,0.0898564950789982
417,tt0065088,Cinerama,,,,,,,,,
418,tt0395251,Universal Pictures,154590.0,45000000.0,1.0,19398532.0,18676786.0,38075318.0,-0.1538818222222222,0.5094778722530958,0.4905221277469042
419,tt0065214,Warner Bros.,,,2.0,638641.0,,638641.0,,1.0,
422,tt0065377,Universal Pictures,,10000000.0,1.0,100489151.0,,100489151.0,9.0489151,1.0,
425,tt0064276,Columbia Pictures,,360000.0,3.0,123276.0,,123276.0,-0.6575666666666666,1.0,
426,tt0066921,Warner Bros.,,2200000.0,7.0,26617553.0,342821.0,26960374.0,11.254715454545456,0.9872842639349144,0.0127157360650857
428,tt0067328,Columbia Pictures,,,3.0,29133000.0,13131.0,29146131.0,,0.999549477081538,0.0004505229184621
430,tt0070290,Columbia Pictures,,,,,,,,,
436,tt0070666,Paramount Pictures,,,4.0,29800000.0,57432.0,29857432.0,,0.9980764588193654,0.0019235411806346
438,tt0071115,Warner Bros.,,,1.0,18600000.0,,18600000.0,,1.0,
439,tt0069704,Universal Pictures,,,3.0,115000000.0,889.0,115000889.0,,0.9999922696249766,7.730375023448731e-06
442,tt0072431,Twentieth Century Fox,,2800000.0,2.0,86273333.0,,86273333.0,29.811904642857144,1.0,
444,tt0073692,Columbia Pictures,,,1.0,49407734.0,,49407734.0,,1.0,
445,tt3402236,Twentieth Century Fox,28681472.0,55000000.0,2.0,102826543.0,249967538.0,352794081.0,5.4144378363636365,0.2914633451574263,0.7085366548425738
446,tt0073341,Allied Artists Pictures,,,2.0,,12678.0,12678.0,,,1.0
447,tt0072684,,,,4.0,,245878.0,245878.0,,,1.0
449,tt0076489,Warner Bros.,2040920.0,,1.0,41687243.0,,41687243.0,,1.0,
451,tt0078878,Warner Bros.,,,1.0,4844.0,,4844.0,,1.0,
455,tt0077663,Paramount Pictures,3652486.0,,1.0,81640278.0,,81640278.0,,1.0,
456,tt0079477,Orion Pictures,,,,,,,,,
457,tt0078199,Universal Pictures,,,1.0,19703082.0,,19703082.0,,1.0,
458,tt0078788,Metro-Goldwyn-Mayer (MGM),118558.0,,10.0,96042913.0,8837955.0,104880868.0,,0.915733391908999,0.0842666080910009
459,tt0078754,Twentieth Century Fox,86229.0,,1.0,37823676.0,,37823676.0,,1.0,
461,tt0080474,Twentieth Century Fox,2748079.0,,1.0,37121708.0,,37121708.0,,1.0,
462,tt0080549,Universal Pictures,3366443.0,,1.0,67182787.0,,67182787.0,,1.0,
463,tt0081176,New World Pictures,,,2.0,,38465.0,38465.0,,,1.0
464,tt0081150,Universal Pictures,,,1.0,4309490.0,,4309490.0,,1.0,
465,tt0081375,Warner Bros.,4739769.0,,1.0,69847348.0,,69847348.0,,1.0,
466,tt0082945,Warner Bros.,64713.0,,1.0,8124257.0,,8124257.0,,1.0,
469,tt0082970,Paramount Pictures,151351.0,,1.0,14920781.0,,14920781.0,,1.0,
470,tt0084707,Universal Pictures,202131.0,,1.0,30036000.0,166.0,30036166.0,,0.9999944733292524,5.526670747524834e-06
471,tt0084865,Metro-Goldwyn-Mayer (MGM),139634.0,,3.0,28215453.0,13593.0,28229046.0,,0.999518474694469,0.000481525305531
472,tt0083833,Metro-Goldwyn-Mayer (MGM),,,1.0,14099953.0,,14099953.0,,1.0,
473,tt0084434,Paramount Pictures,3304679.0,,2.0,129795554.0,,129795554.0,,1.0,
474,tt0086423,Universal Pictures,46977.0,,1.0,8443124.0,,8443124.0,,1.0,
475,tt0086567,Metro-Goldwyn-Mayer (MGM),6227804.0,,1.0,79567667.0,,79567667.0,,1.0,
476,tt0086312,Twentieth Century Fox,1218322.0,,1.0,35615609.0,,35615609.0,,1.0,
477,tt0087365,Warner Bros.,6517732.0,,1.0,45858563.0,,45858563.0,,1.0,
478,tt0087003,Orion Pictures,953794.0,,1.0,10600497.0,,10600497.0,,1.0,
479,tt0085482,Artisan Entertainment,,,2.0,27920.0,,27920.0,,1.0,
480,tt1200263,Warner Bros.,,,,,,,,,
481,tt0088161,Walt Disney Studios Motion Pictures,6174059.0,,1.0,69821334.0,,69821334.0,,1.0,
482,tt0088846,Universal Pictures,30099.0,,5.0,9929135.0,20818.0,9949953.0,,0.9979077288103771,0.0020922711896227
483,tt0089424,Island Alive,55962.0,,2.0,17005229.0,4425.0,17009654.0,,0.9997398536148944,0.0002601463851057
484,tt0090203,Island Pictures,8387.0,,1.0,7491903.0,,7491903.0,,1.0,
485,tt0090830,Paramount Pictures,1909084.0,,1.0,31853080.0,,31853080.0,,1.0,
486,tt0090863,Walt Disney Studios Motion Pictures,6357877.0,,1.0,52293982.0,,52293982.0,,1.0,
487,tt0092005,Columbia Pictures,242795.0,,2.0,52287414.0,,52287414.0,,1.0,
488,tt0091578,Orion Classics,,,2.0,2451545.0,9432.0,2460977.0,,0.9961673758023744,0.0038326241976255
489,tt0090555,Paramount Pictures,8038855.0,,1.0,174803506.0,153400000.0,328203506.0,,0.5326070648373878,0.4673929351626122
490,tt0091867,Cinecom Pictures,42970.0,3000000.0,2.0,20966644.0,74809.0,21041453.0,6.013817666666666,0.9964446846897884,0.0035553153102117
491,tt0090886,De Laurentiis Entertainment Group (DEG),1402921.0,,1.0,22905522.0,,22905522.0,,1.0,
492,tt0093058,Warner Bros.,2217307.0,30000000.0,2.0,46357676.0,1151.0,46358827.0,0.5452942333333334,0.9999751719343546,2.4828065645405568e-05
493,tt0091886,Hemdale,,4500000.0,1.0,1500000.0,,1500000.0,-0.6666666666666666,1.0,
494,tt0094606,Warner Bros.,97578.0,,1.0,32632093.0,,32632093.0,,1.0,
495,tt0093010,Paramount Pictures,7602740.0,,2.0,156645693.0,163500000.0,320145693.0,,0.4892950191899036,0.5107049808100964
496,tt0094947,Warner Bros.,84451.0,,1.0,34670720.0,,34670720.0,,1.0,
497,tt0096332,Orion Pictures,202189.0,,1.0,10006806.0,,10006806.0,,1.0,
498,tt0093818,Orion Pictures,1522423.0,,1.0,14792779.0,,14792779.0,,1.0,
499,tt0095159,Metro-Goldwyn-Mayer (MGM),115418.0,,1.0,62493712.0,,62493712.0,,1.0,
500,tt0094812,Orion Pictures,5009301.0,,1.0,50888729.0,,50888729.0,,1.0,
501,tt0097239,Warner Bros.,73745.0,,1.0,106593296.0,39200000.0,145793296.0,,0.7311261829213327,0.2688738170786673
502,tt0097123,Orion Pictures,911385.0,,1.0,18254702.0,,18254702.0,,1.0,
503,tt0097276,Twentieth Century Fox,63636.0,,1.0,7754571.0,,7754571.0,,1.0,
504,tt0097351,Universal Pictures,531346.0,,2.0,64431625.0,20000000.0,84431625.0,,0.7631219344647222,0.2368780655352778
505,tt0099703,Miramax,71034.0,,1.0,13446769.0,,13446769.0,,1.0,
506,tt0099077,Columbia Pictures,417076.0,,1.0,52096475.0,,52096475.0,,1.0,
507,tt0100142,New Line Cinema,46663.0,230000.0,2.0,2960492.0,,2960492.0,11.871704347826087,1.0,
508,tt0102713,Columbia Pictures,10035412.0,,1.0,74787599.0,,74787599.0,,1.0,
509,tt0101507,Columbia Pictures,10023462.0,6500000.0,3.0,57504069.0,25001.0,57529070.0,7.850626153846154,0.9995654197086794,0.0004345802913205
510,tt0104036,Miramax,101107.0,,1.0,62548947.0,,62548947.0,,1.0,
511,tt0099699,Walt Disney Studios Motion Pictures,47781.0,,1.0,29888235.0,,29888235.0,,1.0,
512,tt0101921,Universal Pictures,105317.0,,1.0,82418501.0,37000000.0,119418501.0,,0.6901652617461678,0.3098347382538322
513,tt0101811,Miramax,73041.0,,1.0,13200170.0,,13200170.0,,1.0,
514,tt0105265,Columbia Pictures,298277.0,,1.0,43440294.0,,43440294.0,,1.0,
515,tt0101889,TriStar Pictures,311662.0,,1.0,41895491.0,,41895491.0,,1.0,
516,tt0104756,Universal Pictures,79353.0,,1.0,7286388.0,,7286388.0,,1.0,
517,tt0107207,Universal Pictures,109805.0,,2.0,25096862.0,40700000.0,65796862.0,,0.3814294669554302,0.6185705330445698
518,tt0106226,Columbia Pictures,2317289.0,34000000.0,2.0,32255440.0,513.0,32255953.0,-0.0512955,0.9999840959589692,1.5904041030813755e-05
519,tt0108101,Savoy Picture,81082.0,22000000.0,1.0,25842377.0,,25842377.0,0.1746535,1.0,
520,tt0104466,TriStar Pictures,3520550.0,,1.0,10555619.0,,10555619.0,,1.0,
521,tt0105107,Miramax,14385.0,,1.0,4814619.0,,4814619.0,,1.0,
522,tt0108160,TriStar Pictures,17253733.0,21000000.0,2.0,126808165.0,101119000.0,227927165.0,9.853674523809524,0.5563538905070837,0.4436461094929163
523,tt0107206,Columbia Pictures,15269388.0,40000000.0,1.0,102314823.0,74682345.0,176997168.0,3.4249292,0.5780590964031695,0.4219409035968304
524,tt0110005,Miramax,31592.0,5000000.0,1.0,3049135.0,815.0,3049950.0,-0.39001,0.9997327825046312,0.0002672174953687
525,tt0110428,The Samuel Goldwyn Company,65226.0,,1.0,15238689.0,,15238689.0,,1.0,
526,tt0110684,Paramount Pictures,92838.0,,1.0,39491975.0,,39491975.0,,1.0,
527,tt0113819,Miramax,326494.0,,1.0,6468498.0,,6468498.0,,1.0,
528,tt0113627,Metro-Goldwyn-Mayer (MGM),70864.0,,1.0,32029928.0,,32029928.0,,1.0,
529,tt0109348,Miramax,86072.0,,1.0,13383747.0,,13383747.0,,1.0,
530,tt0112384,Universal Pictures,25353380.0,,3.0,173837933.0,181077570.0,355237933.0,,0.4893563351524174,0.5097360196609408
531,tt0114814,Gramercy Pictures (I),645363.0,6000000.0,1.0,23341568.0,,23341568.0,2.890261333333333,1.0,
532,tt0117951,Miramax,262673.0,,4.0,16491080.0,276395.0,16767475.0,,0.983516003453114,0.0164839965468861
533,tt0116477,Sony Pictures Entertainment (SPE),90684.0,18000000.0,3.0,4708156.0,1580074.0,6288230.0,-0.6506538888888889,0.748725157953828,0.2512748420461719
534,tt0115988,Twentieth Century Fox,62995.0,,1.0,7343114.0,,7343114.0,,1.0,
535,tt0117666,Miramax,28139.0,1000000.0,1.0,24444121.0,,24444121.0,23.444121,1.0,
536,tt0117589,October Films,60813.0,4500000.0,1.0,13417292.0,,13417292.0,1.9816204444444443,1.0,
537,tt0114709,Walt Disney Studios Motion Pictures,29140617.0,,4.0,223225679.0,171210907.0,394436586.0,,0.5659355316496933,0.4340644683503066
538,tt0119008,Sony Pictures Entertainment (SPE),11660216.0,,1.0,41909762.0,83000000.0,124909762.0,,0.3355203094534757,0.6644796905465243
539,tt0112431,Universal Pictures,8742545.0,,2.0,63658910.0,190476000.0,254134910.0,,0.2504925828568771,0.749507417143123
540,tt0116695,Sony Pictures Entertainment (SPE),17084296.0,50000000.0,1.0,153952592.0,119600000.0,273552592.0,4.47105184,0.5627897395320605,0.4372102604679395
541,tt0120520,Miramax,183610.0,,1.0,13692848.0,,13692848.0,,1.0,
542,tt0120255,Fine Line Features,31149.0,,1.0,3263585.0,,3263585.0,,1.0,
543,tt0118749,New Line Cinema,50168.0,15000000.0,2.0,26416349.0,16700954.0,43117303.0,1.8744868666666668,0.6126623689798038,0.3873376310201962
544,tt0118954,Fine Line Features,356476.0,20000000.0,1.0,10686841.0,,10686841.0,-0.46565795,1.0,
545,tt0119942,Universal Pictures,12045395.0,65000000.0,1.0,39001187.0,13089000.0,52090187.0,-0.1986125076923077,0.7487242654744165,0.2512757345255835
546,tt0120324,Paramount Pictures,390563.0,30000000.0,1.0,16316273.0,,16316273.0,-0.4561242333333333,1.0,
547,tt0119164,Fox Searchligh,176585.0,3500000.0,1.0,45950122.0,211988527.0,257938649.0,72.69675685714286,0.1781436096457185,0.8218563903542815
548,tt0120684,Lions Gate Films,75508.0,10000000.0,1.0,6451628.0,,6451628.0,-0.3548372,1.0,
549,tt0120780,Universal Pictures,12020435.0,,2.0,37562568.0,40183398.0,77745966.0,,0.4831449132679115,0.5168550867320885
550,tt0126886,Paramount Pictures,119080.0,25000000.0,2.0,14902041.0,,14902041.0,-0.40391836,1.0,
551,tt0120863,Twentieth Century Fox,282534.0,52000000.0,2.0,36400491.0,61726074.0,98126565.0,0.8870493269230769,0.3709545014645117,0.6290454985354883
552,tt0120689,Warner Bros.,18017152.0,60000000.0,1.0,136801374.0,150000000.0,286801374.0,3.7800229,0.4769899533326504,0.5230100466673496
553,tt0134119,Paramount Pictures,12738237.0,40000000.0,2.0,81298265.0,47501244.0,128799509.0,2.219987725,0.6312001158327397,0.3687998841672603
554,tt0151568,USA Films,31387.0,,2.0,6208548.0,1595801.0,7804349.0,,0.7955241366063973,0.2044758633936027
555,tt0175880,New Line Cinema,193604.0,37000000.0,2.0,22455976.0,25995827.0,48451803.0,0.3095081891891892,0.4634703893268946,0.5365296106731055
556,tt0190590,Walt Disney Studios Motion Pictures,195104.0,,2.0,45512588.0,26358141.0,71870729.0,,0.6332562453902478,0.3667437546097521
557,tt0195685,Universal Pictures,28138465.0,52000000.0,1.0,125595205.0,130676081.0,256271286.0,3.928293961538461,0.4900869190627935,0.5099130809372066
558,tt0241303,Miramax,157624.0,25000000.0,2.0,71509363.0,81191263.0,152700626.0,5.10802504,0.4682977724007497,0.5317022275992503
559,tt0249462,Focus Features,215681.0,5000000.0,2.0,21995263.0,87287755.0,109283018.0,20.8566036,0.2012688101274801,0.7987311898725198
560,tt0162346,Metro-Goldwyn-Mayer (MGM),98791.0,7000000.0,2.0,6217849.0,2546540.0,8764389.0,0.2520555714285714,0.7094446629422769,0.290555337057723
