,imdb_id,source_url,domestic_distributor,domestic_opening,budget,releases,performance_domestic,performance_international,performance_worldwide,metric_roi,percentage_domestic,percentage_international
244,tt0338139,https://www.boxofficemojo.com/title/tt0338139/,,,,,,,,,,
245,tt1629705,https://www.boxofficemojo.com/title/tt1629705/,Magnolia Pictures,15254.0,,1.0,200558.0,787325.0,987883.0,,0.20301796872706585,0.7969820312729341
246,tt0270288,https://www.boxofficemojo.com/title/tt0270288/,Miramax,87199.0,30000000.0,1.0,16007718.0,17006087.0,33013805.0,0.10046016666666667,0.4848795223695057,0.5151204776304943
247,tt0192671,https://www.boxofficemojo.com/title/tt0192671/,,,,,,,,,,
248,tt1539491,https://www.boxofficemojo.com/title/tt1539491/,,,,,,,,,,
249,tt1056467,https://www.boxofficemojo.com/title/tt1056467/,,,,,,,,,,
250,tt0810784,https://www.boxofficemojo.com/title/tt0810784/,Apparition,189703.0,8500000.0,1.0,4444637.0,9930015.0,14374652.0,0.6911355294117647,0.30919962445003885,0.6908003755499611
251,tt0059771,https://www.boxofficemojo.com/title/tt0059771/,,,,,,,,,,
252,tt0848587,https://www.boxofficemojo.com/title/tt0848587/,,,,,,,,,,
253,tt0102690,https://www.boxofficemojo.com/title/tt0102690/,Studio Thre,2563365.0,,1.0,4205000.0,,4205000.0,,1.0,
254,tt1601813,https://www.boxofficemojo.com/title/tt1601813/,,,,,,,,,,
255,tt0841032,https://www.boxofficemojo.com/title/tt0841032/,Yari Film Group Releasing,2283360.0,,1.0,5812781.0,,5812781.0,,1.0,
256,tt0210943,https://www.boxofficemojo.com/title/tt0210943/,,,,,,,,,,
257,tt0282659,https://www.boxofficemojo.com/title/tt0282659/,,,,,,,,,,
258,tt0175564,https://www.boxofficemojo.com/title/tt0175564/,,,,,,,,,,
259,tt1278153,https://www.boxofficemojo.com/title/tt1278153/,,,,,,,,,,
260,tt0368969,https://www.boxofficemojo.com/title/tt0368969/,,,,,,,,,,
261,tt0377321,https://www.boxofficemojo.com/title/tt0377321/,,,,,,,,,,
262,tt0094962,https://www.boxofficemojo.com/title/tt0094962/,,,,,,,,,,
263,tt1478325,https://www.boxofficemojo.com/title/tt1478325/,,,,,,,,,,
264,tt0065528,https://www.boxofficemojo.com/title/tt0065528/,Paramount Pictures,,,,,,,,,
265,tt0080752,https://www.boxofficemojo.com/title/tt0080752/,,,,,,,,,,
266,tt0106725,https://www.boxofficemojo.com/title/tt0106725/,,,,,,,,,,
267,tt4323928,https://www.boxofficemojo.com/title/tt4323928/,,,,,,,,,,
268,tt0063655,https://www.boxofficemojo.com/title/tt0063655/,,,,,,,,,,
269,tt1042499,https://www.boxofficemojo.com/title/tt1042499/,IFC Films,4597.0,,1.0,22406.0,332222.0,354628.0,,0.06318170026055472,0.9368182997394453
270,tt0760233,https://www.boxofficemojo.com/title/tt0760233/,,,,,,,,,,
271,tt0272018,https://www.boxofficemojo.com/title/tt0272018/,,,,,,,,,,
272,tt1331126,https://www.boxofficemojo.com/title/tt1331126/,,,,,,,,,,
273,tt0289845,https://www.boxofficemojo.com/title/tt0289845/,,,,1.0,,65036.0,65036.0,,,1.0
274,tt0093978,https://www.boxofficemojo.com/title/tt0093978/,,,,,,,,,,
275,tt0217904,https://www.boxofficemojo.com/title/tt0217904/,,,,,,,,,,
276,tt1586261,https://www.boxofficemojo.com/title/tt1586261/,,,,,,,,,,
277,tt0380215,https://www.boxofficemojo.com/title/tt0380215/,,,,,,,,,,
278,tt0407814,https://www.boxofficemojo.com/title/tt0407814/,Emerging Pictures,3757.0,,1.0,13716.0,,13716.0,,1.0,
279,tt0057985,https://www.boxofficemojo.com/title/tt0057985/,,,,,,,,,,
280,tt1073498,https://www.boxofficemojo.com/title/tt1073498/,Twentieth Century Fox,18505530.0,,1.0,38233676.0,47663917.0,85897593.0,,0.4451076527837049,0.5548923472162951
281,tt0103982,https://www.boxofficemojo.com/title/tt0103982/,Hemdale,,,1.0,99219.0,,99219.0,,1.0,
282,tt0382806,https://www.boxofficemojo.com/title/tt0382806/,Kino International,4430.0,,2.0,105067.0,2480966.0,2586033.0,,0.04062863853632185,0.9593713614636782
283,tt0426581,https://www.boxofficemojo.com/title/tt0426581/,,,,,,,,,,
284,tt1124388,https://www.boxofficemojo.com/title/tt1124388/,Slowhand Cinema Releasing,51197.0,,1.0,659483.0,,659483.0,,1.0,
285,tt0108447,https://www.boxofficemojo.com/title/tt0108447/,,,,,,,,,,
286,tt0227173,https://www.boxofficemojo.com/title/tt0227173/,,,,,,,,,,
287,tt0444672,https://www.boxofficemojo.com/title/tt0444672/,First Independent Pictures,28665.0,,1.0,42538.0,,42538.0,,1.0,
288,tt0107076,https://www.boxofficemojo.com/title/tt0107076/,Universal Pictures,10106500.0,,1.0,32589677.0,41600000.0,74189677.0,,0.4392750894440476,0.5607249105559524
289,tt0341569,https://www.boxofficemojo.com/title/tt0341569/,THINKFilm,45871.0,,1.0,100610.0,,100610.0,,1.0,
